feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Acinetobacter	Group	eczema	0.0162152909212516	0.0127237074538753	70	64	0.206854164061841	0.792387644659896
Agrobacterium	Group	eczema	-0.00765528580909699	0.00504059108397131	70	46	0.133467013389483	0.792387644659896
Bacillus	Group	eczema	0.00719125516488448	0.00309717834167418	70	12	0.0232424984266779	0.792387644659896
Clostridioides	Group	eczema	-0.0323153552210854	0.0230083901897787	70	64	0.16472047799598	0.792387644659896
Enhydrobacter	Group	eczema	-0.00421468179787289	0.0031594574281605	70	8	0.186658080438874	0.792387644659896
Escherichia	Group	eczema	-0.0717586916961779	0.0500354029240457	70	20	0.156109875512944	0.792387644659896
Kocuria	Group	eczema	0.0198503745952696	0.00950440366960069	70	17	0.040495258843496	0.792387644659896
Limosilactobacillus	Group	eczema	0.00448869790110222	0.00243954356243789	70	8	0.0701365874916598	0.792387644659896
Meiothermus	Group	eczema	-0.0400702983090048	0.0301206033558253	70	33	0.187854492247765	0.792387644659896
Microbacterium	Group	eczema	-0.00430006499957417	0.00287435804181238	70	10	0.139278373018395	0.792387644659896
Paraburkholderia	Group	eczema	0.0215627159365366	0.0170695800846988	70	65	0.210822548951952	0.792387644659896
Pseudomonas	Group	eczema	0.100825084117528	0.0817806117003794	70	69	0.221868540504771	0.792387644659896
Salmonella	Group	eczema	0.00582367793946577	0.0040794180554891	70	13	0.157990427991944	0.792387644659896
Streptococcus	Group	eczema	-0.0479452055849203	0.0362666341709348	70	39	0.190591582186379	0.792387644659896
Anoxybacillus	Group	eczema	-0.00772015642391412	0.00884018530072223	70	17	0.385571763266491	0.796434767824453
Aquabacterium	Group	eczema	0.0179571934940469	0.0187785423856408	70	67	0.34232763402345	0.796434767824453
Azospirillum	Group	eczema	-0.0113474578994402	0.0107518834020372	70	33	0.294981185827977	0.796434767824453
Herbaspirillum	Group	eczema	0.00736293608240534	0.00855758963897068	70	60	0.392592964858131	0.796434767824453
Moraxella	Group	eczema	-0.00834968780946509	0.00832997467051954	70	17	0.319720239305036	0.796434767824453
Paracoccus	Group	eczema	0.00555485525290544	0.00663674114450892	70	10	0.405532716172556	0.796434767824453
Phocaeicola	Group	eczema	-0.00794523863043789	0.0078189764696664	70	8	0.313160752336831	0.796434767824453
Prevotella	Group	eczema	0.0394136632733055	0.034051494739243	70	9	0.25112902438399	0.796434767824453
Rothia	Group	eczema	0.00590537946657928	0.00609567637342849	70	8	0.336087356576158	0.796434767824453
Streptomyces	Group	eczema	0.0140405792646858	0.0156796745545961	70	36	0.373698186958084	0.796434767824453
Tepidimonas	Group	eczema	-0.00240087674784049	0.00265642351624099	70	10	0.369291999798704	0.796434767824453
Thermoflavifilum	Group	eczema	-0.00589025124170667	0.00716878312935176	70	17	0.414146079268715	0.796434767824453
Corynebacterium	Group	eczema	0.0594051433073263	0.0752302777519943	70	39	0.432480556184163	0.800889918859561
Actinomyces	Group	eczema	-0.00322390438781282	0.00552552839989831	70	13	0.561516424073892	0.821778188677871
Cutibacterium	Group	eczema	0.0158604530199836	0.0258774518082145	70	67	0.541982799531601	0.821778188677871
Effusibacillus	Group	eczema	-0.00424346487610448	0.00581725842924049	70	15	0.46822482430927	0.821778188677871
Hydrogenophilus	Group	eczema	-0.00333086361480984	0.00467671936981693	70	13	0.478763777809077	0.821778188677871
Lactobacillus	Group	eczema	0.00316066066008939	0.00527869712130009	70	12	0.551323922129025	0.821778188677871
Mycolicibacterium	Group	eczema	0.00391653362749061	0.00695577967751548	70	49	0.57524473207451	0.821778188677871
Staphylococcus	Group	eczema	-0.0562243217837273	0.0912928094568023	70	51	0.540037680135586	0.821778188677871
Stenotrophomonas	Group	eczema	0.00331186366704683	0.00504749538458281	70	8	0.513948202118207	0.821778188677871
Klebsiella	Group	eczema	-0.00282232809494169	0.00555831811403854	70	8	0.61326015214045	0.828729935324933
Mycobacteroides	Group	eczema	-0.00242631309485674	0.00463900985045953	70	10	0.602657758019776	0.828729935324933
Burkholderia	Group	eczema	0.00637513997806365	0.0134046057323024	70	55	0.635888478115628	0.836695365941616
Haemophilus	Group	eczema	-0.0142522202545286	0.0337338119334768	70	8	0.673999883137275	0.864102414278558
Acidovorax	Group	eczema	-0.00154655433226573	0.0068100559540122	70	49	0.821028423546966	0.933841554779607
Alcaligenes	Group	eczema	-0.00276167109822335	0.0155018746224575	70	27	0.859134230397239	0.933841554779607
Dermacoccus	Group	eczema	-0.000982918304663602	0.00542164588117184	70	20	0.856675186521288	0.933841554779607
Micrococcus	Group	eczema	-0.0014936597364132	0.00689240168702217	70	39	0.829082372182833	0.933841554779607
Neisseria	Group	eczema	-0.00207902574911001	0.0102712751032849	70	10	0.840199302565614	0.933841554779607
Propionibacterium	Group	eczema	-0.00451936044894508	0.0186358174171501	70	12	0.809115452476787	0.933841554779607
Sphingobium	Group	eczema	0.0012208891938775	0.00454284723041204	70	18	0.788935941765963	0.933841554779607
Brevundimonas	Group	eczema	-0.000335723355904958	0.00307687687367397	70	8	0.913435221123374	0.962671669355083
Halomonas	Group	eczema	0.000364631333107689	0.00381642383959835	70	31	0.92416480258088	0.962671669355083
Lawsonella	Group	eczema	0.000522114881094335	0.00746388045897796	70	30	0.944437014538777	0.963711239325283
Cupriavidus	Group	eczema	7.45243831126736e-05	0.0058678245825001	70	50	0.989903918014105	0.989903918014105
