#Classification	S-14-POLJUN-G_bracken_O.kreport
k__Bacteria	75788
k__Bacteria|p__Proteobacteria	72305
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	45647
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	44235
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	1368
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	41
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	13935
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	13935
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	12722
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	5000
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	1561
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	6161
k__Bacteria|p__Cyanobacteria	2120
k__Bacteria|p__Cyanobacteria|o__Nostocales	2120
k__Bacteria|p__Actinobacteria	672
k__Bacteria|p__Actinobacteria|c__Actinomycetia	672
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	107
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	54
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	403
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	106
k__Bacteria|p__Firmicutes	1
k__Bacteria|p__Firmicutes|c__Bacilli	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1
k__Bacteria|p__Acidobacteria	673
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	673
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	673
k__Bacteria|p__Bacteroidetes	17
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	15
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	15
k__Bacteria|p__Bacteroidetes|c__Cytophagia	2
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	2
k__Eukaryota	4118
k__Eukaryota|k__Metazoa	2260
k__Eukaryota|k__Metazoa|p__Chordata	2260
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	2260
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	2260
k__Eukaryota|k__Fungi	26
k__Eukaryota|k__Fungi|p__Ascomycota	25
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	25
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	25
k__Eukaryota|k__Fungi|p__Basidiomycota	1
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	1
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales	1
k__Eukaryota|k__Viridiplantae	1831
k__Eukaryota|k__Viridiplantae|p__Streptophyta	1831
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	1831
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	1831
