name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium sp003020125	120537	S	550	15205	15755	0.02884
Bradyrhizobium symbiodeficiens	120668	S	267	5780	6047	0.01107
Bradyrhizobium sp026125985	120623	S	34	2875	2909	0.00533
Bradyrhizobium diazoefficiens_A	120431	S	20	628	648	0.00119
Bradyrhizobium cosmicum	120426	S	12	173	185	0.00034
Bradyrhizobium sp000244915	120510	S	8	174	182	0.00033
Bradyrhizobium sp017305715	120563	S	8	70	78	0.00014
Bradyrhizobium sp902826195	120663	S	8	74	82	0.00015
Bradyrhizobium canariense_D	120421	S	6	119	125	0.00023
Bradyrhizobium sp023074175	120601	S	4	47	51	0.00009
Bradyrhizobium japonicum_H	120467	S	4	65	69	0.00013
Bradyrhizobium sp030413175	120650	S	4	30	34	0.00006
Bradyrhizobium nitroreducens	120491	S	3	56	59	0.00011
Bradyrhizobium sp021779635	120589	S	3	219	222	0.00041
Bradyrhizobium betae	120413	S	2	175	177	0.00032
Bradyrhizobium sp019748335	120583	S	2	88	90	0.00016
Bradyrhizobium sp029946075	120645	S	2	11	13	0.00002
Bradyrhizobium sp000515415	120520	S	1	21	22	0.00004
Bradyrhizobium sp023387735	120609	S	1	9	10	0.00002
Bradyrhizobium japonicum_G	120466	S	1	14	15	0.00003
Bradyrhizobium manausense_D	120485	S	1	37	38	0.00007
Bradyrhizobium sp001556045	120526	S	1	51	52	0.00010
Bradyrhizobium sp023433965	120614	S	1	9	10	0.00002
Bradyrhizobium sp003963435	120539	S	1	114	115	0.00021
Pseudolabrys sp001426945	120738	S	295	2186	2481	0.00454
Pseudolabrys sp023386635	120759	S	15	102	117	0.00021
Pseudolabrys sp030655215	120770	S	2	3	5	0.00001
Pseudolabrys sp018242205	120750	S	2	18	20	0.00004
Pseudolabrys sp026125925	120764	S	1	32	33	0.00006
Tardiphaga sp004173095	120830	S	58	465	523	0.00096
Tardiphaga robiniae	120827	S	26	971	997	0.00183
Tardiphaga sp026015985	120837	S	7	62	69	0.00013
Tardiphaga sp007018905	120831	S	7	98	105	0.00019
Tardiphaga sp030147505	120843	S	5	288	293	0.00054
Tardiphaga sp014377915	120833	S	3	10	13	0.00002
Tardiphaga sp900114605	120844	S	2	19	21	0.00004
Tardiphaga sp008329525	120832	S	2	11	13	0.00002
Tardiphaga sp026400425	120838	S	1	9	10	0.00002
Rhodopseudomonas palustris_L	120815	S	49	754	803	0.00147
Rhodopseudomonas pseudopalustris	120817	S	10	258	268	0.00049
Afipia broomeae	120310	S	11	1801	1812	0.00332
Afipia sp024707075	120335	S	7	119	126	0.00023
Afipia sp021502575	120333	S	2	30	32	0.00006
Afipia massiliensis	120315	S	2	15	17	0.00003
Afipia sp030652315	120337	S	1	19	20	0.00004
Afipia sp003963145	120322	S	1	4	5	0.00001
62-47 sp024508855	120305	S	2	32	34	0.00006
62-47 sp017305595	120301	S	1	23	24	0.00004
Rhodoplanes roseus	120799	S	2	22	24	0.00004
NCEH01 sp002257205	120718	S	1	42	43	0.00008
Pseudorhodoplanes sp023430245	120796	S	1	16	17	0.00003
WHTP01 sp019745775	120856	S	1	14	15	0.00003
Xanthobacter tagetidis	120875	S	1	11	12	0.00002
Methylobacterium sp017833295	118314	S	1457	22119	23576	0.04316
Methylobacterium longum	118267	S	618	4004	4622	0.00846
Methylobacterium sp030700285	118344	S	368	3134	3502	0.00641
Methylobacterium sp008039875	118308	S	361	3211	3572	0.00654
Methylobacterium sp022829385	118327	S	250	1736	1986	0.00364
Methylobacterium sp001455965	118303	S	153	1230	1383	0.00253
Methylobacterium mesophilicum	118269	S	151	5610	5761	0.01055
Methylobacterium fujisawaense	118256	S	108	2932	3040	0.00557
Methylobacterium sp022829605	118334	S	101	789	890	0.00163
Methylobacterium sp900103195	118345	S	92	837	929	0.00170
Methylobacterium sp001422815	118294	S	89	550	639	0.00117
Methylobacterium sp028290105	118341	S	75	349	424	0.00078
Methylobacterium sp001423085	118297	S	48	503	551	0.00101
Methylobacterium soli	118289	S	33	180	213	0.00039
Methylobacterium hispanicum	118262	S	33	564	597	0.00109
Methylobacterium sp001422985	118296	S	30	207	237	0.00043
Methylobacterium sp025813715	118340	S	23	310	333	0.00061
Methylobacterium sp001424705	118301	S	22	204	226	0.00041
Methylobacterium trifolii	118358	S	20	2149	2169	0.00397
Methylobacterium sp022829285	118323	S	15	158	173	0.00032
Methylobacterium sp022829585	118333	S	12	94	106	0.00019
Methylobacterium sp019750675	118317	S	10	135	145	0.00027
Methylobacterium sp020662345	118318	S	10	123	133	0.00024
Methylobacterium persicinum	118276	S	9	113	122	0.00022
Methylobacterium sp008000895	118307	S	8	133	141	0.00026
Methylobacterium gossipiicola	118259	S	8	82	90	0.00016
Methylobacterium sp022702015	118321	S	7	23	30	0.00005
Methylobacterium sp001422885	118295	S	5	49	54	0.00010
Methylobacterium extorquens	118253	S	4	133	137	0.00025
Methylobacterium brachiatum	118245	S	3	52	55	0.00010
Methylobacterium sp900112625	118346	S	3	80	83	0.00015
