feature	Acinetobacter	Alcaligenes	Azospirillum	Corynebacterium	Cutibacterium	Escherichia	Lactobacillus	Meiothermus	Micrococcus	Moraxella	Neisseria	Paraburkholderia	Prevotella	Pseudomonas	Staphylococcus	Streptococcus
SRR20002384	0.0254900317076826	0	0	1.39548006427241	0.123956470590465	0	0	0.0339033929916116	0	0	0	0.0424395671711489	0	0.107617457451026	0	0
SRR20002386	0	0	0	0	1.04686684226741	0	0	0	0	0	0	0	0	0.523929484527484	0	0
SRR20002388	0.29951431905524	0	0.157711177272523	0	0.640636106274476	0	0	0.0462203097261777	0.137807282627743	0	0	0.0878543923571369	0	0.787716543744115	0	0
SRR20002391	0.17268152696178	0.0346233881792916	0.0600092004633234	0.0354771096771171	1.06610845509933	0	0	0	0.0545817496903938	0	0	0.14231432126444	0	0.431783935409134	0	0
SRR20002394	0	0	0	1.44312042457979	0	0	0	0	0	0	0	0	0	0	0.127675902215102	0
SRR20002396	0.169644685918952	0	0	0	0.39932549437601	0.761343763585469	0	0.108207802019808	0.0394392165072097	0.023867724862365	0.144332847362236	0.0947665884727666	0	0.499283100374547	0.0653924961648513	0.262688802789031
SRR20002397	0.189259052786038	0.13375153649554	0	0	0.527778457415644	0	0	0	0.528172755344979	0	0	0.150666348325495	0	0.699738533302792	0.0440110509981233	0
SRR20002401	0.107570210977794	0	0	0	0.42635666347949	0.139291827769107	0	0	0	0.00945626664024191	0.312961306323076	0.0546931581976236	0	0.283140355751814	0.263550353157726	0.839892630857631
SRR20002402	0	0	0	0	0.827054669580168	0	0	0	0	0	0	0.112277860173188	0	0.731129911279396	0	0
SRR20002403	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5707963267949	0	0
SRR20002406	0.0175161339946752	0	0.049157660675478	0	1.02947397125369	0	0	0.0580419104643898	0.031118319544947	0	0	0.019246074747702	0	0.532877395184073	0	0
SRR20002410	0.0718629987004231	0	0	1.34687655105715	0.103442144589913	0	0	0	0.00548782885283169	0.0193315176560964	0	0.0239929150317291	0	0.181298912203846	0	0
SRR20002412	0.088145491073108	0	0	0.417818021516643	0.321174446675524	0	0.0626787957715053	0	0	0	0.13527371392126	0.07520850568002	0.133124297240639	0.267796198686334	0.82605869301859	0.271544863503136
SRR20002416	0.474197216219451	0	0	0	0.647349788106986	0	0	0	0	0	0	0	0	0.712940141787539	0	0
SRR20002417	0.501406562004732	0	0	0	0.570890917596455	0	0	0	0	0	0	0	0	0.76234390320523	0	0
SRR20002419	0.148393437327241	0	0	0	1.08825924631901	0	0.0431111761955743	0	0	0.0338390878467284	0	0.0841867024322184	0	0.437168096878918	0.064410362013379	0
SRR20002420	0	0	0	0	0.728210412311965	0	0	0	0	0	0	0	0	0.842585914482931	0	0
SRR20002421	0	0	0	0	0.271322086418717	0	0	0	0	0	0	0	0	0.18989821199708	1.2368159244016	0
SRR20002422	0.065485302272953	0	0	0	0.70916339158795	0	0.00809688554236847	0	0	0	0	0.0314547878091925	0	0.148740924431937	0.82407748223413	0.100172295211489
SRR20002425	0.295714216114643	0	0.0450021590599782	0	0.56713561337432	0	0	0	0.127890072826231	0.0464814700070094	0	0.215049112557112	0	0.84602838910094	0	0
SRR20002427	0.0324017719887922	0	0	0.181681184280906	0.0433455326723864	0	0.0192146049893547	0	0	0	0	0.0115252776766074	1.36641705745232	0.0610681446433284	0	0.0373209955955112
SRR20002430	0.0649640734238325	0	0	0	0.732634524931815	0	0	0	0	0	0.277321763830283	0	0	0.730902011529556	0.0209532389316491	0.166432087318934
SRR20002433	0.174615867262136	0	0	0	1.1675598888223	0	0.0067355727613171	0	0	0	0	0.0481064513663277	0	0.353195046452381	0.0423295698712273	0
SRR20002435	0	0	0	1.44341290240628	0.0273795258500947	0.114573351082602	0.0400134998376833	0	0	0	0	0	0	0.0268280062798035	0	0
SRR20002439	0	0	0	0	1.40862279925186	0	0	0	0	0	0	0	0	0.162173527543038	0	0
SRR20002441	0	0	0	0	0.00480335995576118	1.51461284011781	0.00651815086146101	0	0	0	0	0	0.0108528519468384	0.0106884819995783	0.0534640986983278	0
SRR20002442	0.351967470064717	0	0	0	0.464630457691679	0	0	0	0	0	0	0.216808035912828	0	0.921149814574077	0	0
SRR20002443	0.0866586284318463	0	0	0.480096858735195	0.709972571109846	0	0.0119541936466856	0	0.0364930547985765	0	0	0.0853577645075323	0.0102684704804401	0.295923629560979	0.53556944653012	0
SRR20002446	0.0441034067794734	0.168655025213137	0	0.193770687281277	0.450048304737851	0	0.0121528575912374	0	0.0712553190493339	0	0	0.058077891526849	0	0.160915169095724	0.442632849182344	0.811262942211595
SRR20002448	0.213610020344486	0	0	0	0.772853248913102	0	0	0	0.0669142639430658	0	0.0482206077628737	0.149065301532331	0	0.478233955258208	0.209030026656444	0.443200365113942
SRR20002450	0	0	0	0	0.122056820532266	0	0	0	0	0	0	0	0	0	1.44873950626263	0
SRR20002455	0.196282677437279	0	0	0	0.841782298914039	0	0	0	0	0.0714436429170344	0	0.173732879964829	0	0.654637179498343	0	0
SRR20002456	0.310010698033222	0	0	0	0.456628649830539	0	0.144868529173185	0	0	0	0	0.0729005647071057	0	0.976381286647201	0	0
SRR20002459	0.108826713602497	0	0	0	0.209365069663349	0	0	0	0	0.208108685560928	0	0.123564043203555	0	0.362229810213817	1.06064866022568	0
SRR20002464	0.160158463763988	0	0.417706912016147	0	0.556838318033317	0	0	0.109163180437641	0	0	0	0.135792420361117	0	0.78588825074388	0	0
SRR20002465	0.0147166244225921	0	0	1.38653978205842	0.0689324287781336	0	0	0	0	0	0	0.0192906256930913	0.140893253307992	0.0803764815353477	0	0.0454998944079747
SRR20002466	0.0972498876758958	0	0	0	0.364565544223733	0	0	0	0	0	0	0.0507288367306147	0	0.390130279686536	1.00902218399095	0
SRR20002468	0	0	0	0.815623233420236	0	0.743643070555564	0	0	0	0	0	0	0.0774654477153174	0	0.07430453250903	0
SRR20002473	0.0430853024288307	0	0	0.00773313852918737	0.0908317164892288	0	0	0	0	0	0	0.0264864764003935	0	0.119205732679466	1.38351548273244	0.0985414966656111
SRR20002474	0.243397077379486	0.114386820435718	0	0	0.637093816999506	0	0	0	0.0220557337043192	0	0	0.114203594216242	0	0.798515028074067	0.200790940398373	0.0932199551370109
SRR20002475	0.203464441831095	0.100638558100366	0	0	0.739423401072671	0	0	0	0	0	0	0.120304142458167	0	0.500325255702137	0.10936124801057	0.510271129765824
SRR20002477	0.190727028543907	0	0	0.130283599675881	0.605641701461844	0	0	0.0642302654027886	0.114486386763613	0	0.328438079098636	0.0912925486273533	0	0.703337231501076	0.100268155276946	0.258277488096614
SRR20002478	0.107730600758495	0	0	0	0.516935850739203	0	0	0.0298177313957258	0	0	0	0	0	1.0394927257161	0	0
SRR20002479	0	0	0	0	0.177840833587287	0	0	0	0	0	0	0	0	0.092439724187802	1.36990808870991	0
SRR20002482	0.0990489111799163	0	0	0	0.720470749319108	0	0	0	0	0	0	0.146653035061162	0	0.819036616063161	0	0
SRR20002486	0.179676254406764	0	0.0729695492270909	0	0.761844391897431	0	0	0	0	0	0	0.0897515146604717	0	0.763649888608352	0	0
SRR20002487	0.105466526720298	0	0	0	0.612998695651586	0	0	0.0955282575292046	0	0.0288563375157273	0	0.122986437172849	0	0.91930209707504	0.0251570182688196	0
