name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacteroides uniformis	77091	S	176327	1722729	1899056	0.08685
Bacteroides intestinalis	76947	S	64112	1389834	1453946	0.06650
Bacteroides faecis	76937	S	56509	209866	266375	0.01218
Bacteroides xylanisolvens	77092	S	35022	609341	644363	0.02947
Bacteroides ovatus	76966	S	26239	517372	543611	0.02486
Bacteroides caccae	76927	S	21667	379468	401135	0.01835
Bacteroides sp948436425	77070	S	13955	255462	269417	0.01232
Bacteroides sp900755095	77014	S	13748	439462	453210	0.02073
Bacteroides sp900766005	77019	S	13289	81419	94708	0.00433
Bacteroides eggerthii	76934	S	10541	112949	123490	0.00565
Bacteroides sp959606905	77084	S	10378	344969	355347	0.01625
Bacteroides sp019412865	76987	S	7623	136410	144033	0.00659
Bacteroides fragilis	76941	S	6916	64009	70925	0.00324
Bacteroides intestinigallinarum	76950	S	4632	24475	29107	0.00133
Bacteroides muris	76961	S	4345	17648	21993	0.00101
Bacteroides rodentium	76974	S	3393	12518	15911	0.00073
Bacteroides thetaiotaomicron	77088	S	3092	84955	88047	0.00403
Bacteroides sp900555635	77010	S	2920	6503	9423	0.00043
Bacteroides sp019415065	76988	S	2599	76513	79112	0.00362
Bacteroides nordii	76964	S	2554	8080	10634	0.00049
Bacteroides luhongzhouii	76953	S	2246	5620	7866	0.00036
Bacteroides stercoris	77086	S	2135	20405	22540	0.00103
Bacteroides sp902362375	77021	S	2048	12475	14523	0.00066
Bacteroides sp900556625	77012	S	1422	33967	35389	0.00162
Bacteroides stercoris_A	77087	S	1049	46410	47459	0.00217
Bacteroides sp900761785	77016	S	1027	6855	7882	0.00036
Bacteroides sp958445495	77081	S	961	254	1215	0.00006
Bacteroides fluxus	76940	S	897	2925	3822	0.00017
Bacteroides sp934716785	77035	S	803	519	1322	0.00006
Bacteroides sp947071285	77060	S	788	2399	3187	0.00015
Bacteroides finegoldii	76939	S	751	7990	8741	0.00040
Bacteroides cutis	76933	S	647	2175	2822	0.00013
Bacteroides ovatus_A	76967	S	621	1688	2309	0.00011
Bacteroides sp947646015	77069	S	562	16879	17441	0.00080
Bacteroides sp900765785	77018	S	561	2639	3200	0.00015
Bacteroides sp910578895	77032	S	394	570	964	0.00004
Bacteroides congonensis	76932	S	361	1969	2330	0.00011
Bacteroides acidifaciens	76924	S	335	12058	12393	0.00057
Bacteroides faecalis	76935	S	303	2016	2319	0.00011
Bacteroides thetaiotaomicron_A	77089	S	286	795	1081	0.00005
Bacteroides faecichinchillae	76936	S	278	1015	1293	0.00006
Bacteroides sp902491285	77024	S	262	849	1111	0.00005
Bacteroides caecimuris_A	76929	S	228	4312	4540	0.00021
Bacteroides faecium	76938	S	208	359	567	0.00003
Bacteroides sp900557355	77013	S	201	2583	2784	0.00013
Bacteroides salyersiae	76975	S	182	1495	1677	0.00008
Bacteroides sp949289345	77076	S	133	138	271	0.00001
Bacteroides sp900762525	77017	S	131	112	243	0.00001
Bacteroides bouchesdurhonensis	76926	S	126	1114	1240	0.00006
Bacteroides sp947038155	77059	S	124	2566	2690	0.00012
Bacteroides sp910586915	77034	S	122	227	349	0.00002
Bacteroides cellulosilyticus	76930	S	86	355	441	0.00002
Bacteroides sp905197435	77026	S	80	183	263	0.00001
Bacteroides sp023458215	76995	S	75	45	120	0.00001
Bacteroides propionicigenes	76968	S	52	330	382	0.00002
Bacteroides sp014750685	76981	S	37	85	122	0.00001
Bacteroides sp900552405	77008	S	28	158	186	0.00001
Bacteroides caecimuris	76928	S	24	503	527	0.00002
Bacteroides hominis	76946	S	24	68	92	0.00000
Bacteroides sp937890825	77036	S	23	36	59	0.00000
Bacteroides fragilis_B	76942	S	19	68	87	0.00000
Bacteroides sp958477465	77082	S	19	26	45	0.00000
Bacteroides laotingensis	76952	S	17	35	52	0.00000
Bacteroides sp905207245	77029	S	15	37	52	0.00000
Bacteroides sp948847595	77071	S	14	214	228	0.00001
Bacteroides sp900759525	77015	S	12	101	113	0.00001
Bacteroides sp947632445	77068	S	10	6	16	0.00000
Bacteroides clarus	76931	S	8	9	17	0.00000
Bacteroides stercorirosoris	77085	S	7	23	30	0.00000
Bacteroides zhangwenhongii	77093	S	6	47	53	0.00000
Bacteroides gallinarum	76943	S	6	19	25	0.00000
Bacteroides sp905203765	77028	S	5	3	8	0.00000
Bacteroides sp902472795	77023	S	5	13	18	0.00000
Bacteroides timonensis	77090	S	5	21	26	0.00000
Bacteroides intestinalis_A	76948	S	5	28	33	0.00000
Bacteroides sp905215345	77030	S	4	3	7	0.00000
Bacteroides pullicola	76969	S	4	2	6	0.00000
Bacteroides helcogenes	76944	S	4	1	5	0.00000
Bacteroides sp905201685	77027	S	3	11	14	0.00000
Bacteroides sp900556215	77011	S	3	20	23	0.00000
Bacteroides sp910585845	77033	S	2	2	4	0.00000
Bacteroides massiliensis	76954	S	2	17	19	0.00000
Bacteroides sp944322285	77047	S	2	2	4	0.00000
Bacteroides sp023426145	76994	S	1	0	1	0.00000
Bacteroides pullorum	76970	S	1	2	3	0.00000
Bacteroides reticulotermitis	76973	S	1	0	1	0.00000
Bacteroides sp944322365	77051	S	1	0	1	0.00000
Bacteroides sp947176775	77067	S	1	1	2	0.00000
Phocaeicola sp019414665	77264	S	27943	1772357	1800300	0.08234
Phocaeicola vulgatus	77316	S	21184	1798294	1819478	0.08321
Phocaeicola sp948956705	77308	S	4451	210944	215395	0.00985
Phocaeicola faecipullorum	77231	S	2625	6362	8987	0.00041
Phocaeicola dorei	77225	S	2400	36899	39299	0.00180
Phocaeicola plebeius_C	77245	S	1939	1869	3808	0.00017
Phocaeicola massiliensis	77236	S	1839	35972	37811	0.00173
Phocaeicola sp900551645	77281	S	1711	6726	8437	0.00039
