#Classification	S-22-POLJUN-B_bracken_O.kreport
k__Bacteria	2070
k__Bacteria|p__Proteobacteria	1276
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	562
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	562
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	555
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	115
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	363
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	76
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	158
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	58
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	99
k__Bacteria|p__Acidobacteria	497
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	497
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	497
k__Bacteria|p__Cyanobacteria	278
k__Bacteria|p__Cyanobacteria|o__Nostocales	278
k__Bacteria|p__Actinobacteria	13
k__Bacteria|p__Actinobacteria|c__Actinomycetia	13
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	13
k__Bacteria|p__Planctomycetes	3
k__Bacteria|p__Planctomycetes|c__Planctomycetia	3
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	3
k__Bacteria|p__Bacteroidetes	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	1
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	1
