Sample Dataset Database Index Index_value Grouping_var
GQ1 P19_Saliva MOTUS3 Richness 227 A
GQ1 P19_Saliva MOTUS3 Shannon 4.134096161924049 A
GQ1 P19_Saliva MOTUS3 Tail 61.05739705201186 A
GQ1 P19_Saliva MOTUS3 Simpson 0.9402160814994668 A
GQ1 P19_Saliva MOTUS3 Hill_1 62.43313611561758 A
GQ1 P19_Saliva MOTUS3 Hill_2 16.72690624973138 A
GQ10 P19_Saliva MOTUS3 Richness 175 A
GQ10 P19_Saliva MOTUS3 Shannon 4.301423980310704 A
GQ10 P19_Saliva MOTUS3 Tail 46.75328367131211 A
GQ10 P19_Saliva MOTUS3 Simpson 0.9750532495728472 A
GQ10 P19_Saliva MOTUS3 Hill_1 73.80481551147692 A
GQ10 P19_Saliva MOTUS3 Hill_2 40.08538117700374 A
GQ11 P19_Saliva MOTUS3 Richness 158 A
GQ11 P19_Saliva MOTUS3 Shannon 4.191940558378258 A
GQ11 P19_Saliva MOTUS3 Tail 43.651322921894845 A
GQ11 P19_Saliva MOTUS3 Simpson 0.9712300715561208 A
GQ11 P19_Saliva MOTUS3 Hill_1 66.15103643423326 A
GQ11 P19_Saliva MOTUS3 Hill_2 34.75851536963939 A
GQ12 P19_Saliva MOTUS3 Richness 188 A
GQ12 P19_Saliva MOTUS3 Shannon 4.278592757212049 A
GQ12 P19_Saliva MOTUS3 Tail 51.67252134709117 A
GQ12 P19_Saliva MOTUS3 Simpson 0.9720193728240901 A
GQ12 P19_Saliva MOTUS3 Hill_1 72.13885166562216 A
GQ12 P19_Saliva MOTUS3 Hill_2 35.73901305761142 A
GQ13 P19_Saliva MOTUS3 Richness 180 B
GQ13 P19_Saliva MOTUS3 Shannon 3.825770006754657 B
GQ13 P19_Saliva MOTUS3 Tail 43.16651098074636 B
GQ13 P19_Saliva MOTUS3 Simpson 0.9484770236764687 B
GQ13 P19_Saliva MOTUS3 Hill_1 45.86810552306057 B
GQ13 P19_Saliva MOTUS3 Hill_2 19.40881663591481 B
GQ14 P19_Saliva MOTUS3 Richness 182 B
GQ14 P19_Saliva MOTUS3 Shannon 4.1137791218386015 B
GQ14 P19_Saliva MOTUS3 Tail 45.609154586320194 B
GQ14 P19_Saliva MOTUS3 Simpson 0.9679700928816434 B
GQ14 P19_Saliva MOTUS3 Hill_1 61.177478402993884 B
GQ14 P19_Saliva MOTUS3 Hill_2 31.220821100255073 B
GQ15 P19_Saliva MOTUS3 Richness 176 B
GQ15 P19_Saliva MOTUS3 Shannon 3.9284329580297856 B
GQ15 P19_Saliva MOTUS3 Tail 43.654336271083274 B
GQ15 P19_Saliva MOTUS3 Simpson 0.94992921468120906 B
GQ15 P19_Saliva MOTUS3 Hill_1 50.827266770090866 B
GQ15 P19_Saliva MOTUS3 Hill_2 19.97172590030684 B
GQ16 P19_Saliva MOTUS3 Richness 222 B
GQ16 P19_Saliva MOTUS3 Shannon 4.371792454641099 B
GQ16 P19_Saliva MOTUS3 Tail 63.117311270988516 B
GQ16 P19_Saliva MOTUS3 Simpson 0.9648211096979741 B
GQ16 P19_Saliva MOTUS3 Hill_1 79.18544087934674 B
GQ16 P19_Saliva MOTUS3 Hill_2 28.42613827254267 B
GQ17b P19_Saliva MOTUS3 Richness 162 A
GQ17b P19_Saliva MOTUS3 Shannon 3.9923506721585773 A
GQ17b P19_Saliva MOTUS3 Tail 39.01160566221399 A
GQ17b P19_Saliva MOTUS3 Simpson 0.9654531673539651 A
GQ17b P19_Saliva MOTUS3 Hill_1 54.18210414833578 A
GQ17b P19_Saliva MOTUS3 Hill_2 28.946213687545544 A
GQ18 P19_Saliva MOTUS3 Richness 158 A
GQ18 P19_Saliva MOTUS3 Shannon 3.792356232578854 A
GQ18 P19_Saliva MOTUS3 Tail 36.69110622461067 A
GQ18 P19_Saliva MOTUS3 Simpson 0.9528819002839121 A
GQ18 P19_Saliva MOTUS3 Hill_1 44.3608015967315 A
GQ18 P19_Saliva MOTUS3 Hill_2 21.223266770636783 A
