name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp030700285	118344	S	11324	70121	81445	0.46325
Methylobacterium sp001455965	118303	S	403	2647	3050	0.01735
Methylobacterium sp008039875	118308	S	62	402	464	0.00264
Methylobacterium sp022829605	118334	S	39	266	305	0.00173
Methylobacterium cerastii	118248	S	17	112	129	0.00073
Methylobacterium sp022829385	118327	S	13	67	80	0.00046
Methylobacterium brachiatum	118245	S	9	134	143	0.00081
Methylobacterium sp028290105	118341	S	8	25	33	0.00019
Methylobacterium mesophilicum	118269	S	7	213	220	0.00125
Methylobacterium longum	118267	S	5	24	29	0.00016
Methylobacterium sp010692745	118311	S	4	16	20	0.00011
Methylobacterium sp025813715	118340	S	3	31	34	0.00019
Methylobacterium sp022829585	118333	S	3	18	21	0.00012
Methylobacterium sp001423085	118297	S	2	17	19	0.00011
Methylobacterium persicinum	118276	S	2	18	20	0.00011
Methylobacterium sp022829285	118323	S	1	9	10	0.00006
Methylobacterium segetis	118288	S	1	5	6	0.00003
Methylobacterium sp022829295	118324	S	1	6	7	0.00004
Methylobacterium sp022829635	118335	S	1	9	10	0.00006
Methylobacterium sp019745455	118316	S	1	23	24	0.00014
Methylobacterium sp017833295	118314	S	1	11	12	0.00007
Methylobacterium sp022829345	118325	S	1	5	6	0.00003
Methylobacterium bullatum	118247	S	1	6	7	0.00004
Methylobacterium sp022829365	118326	S	1	7	8	0.00005
Methylobacterium sp008000895	118307	S	1	13	14	0.00008
Lichenihabitans flavocetrariae	118233	S	28	22	50	0.00028
Lichenihabitans sp021730615	118237	S	2	19	21	0.00012
28-YEA-48 sp903932565	118054	S	5	6	11	0.00006
28-YEA-48 sp019747375	118025	S	1	32	33	0.00019
28-YEA-48 sp029222685	118036	S	1	5	6	0.00003
Roseiarcus sp021777795	118536	S	3	28	31	0.00018
Roseiarcus sp003164825	118530	S	2	47	49	0.00028
RH-AL1 sp009765775	118495	S	3	9	12	0.00007
RH-AL1 sp901457705	118497	S	3	19	22	0.00013
Methylocystis sp002862095	118388	S	4	22	26	0.00015
JAIELD01 sp019753285	118211	S	2	9	11	0.00006
Enterovirga extorquens_A	118189	S	2	6	8	0.00005
Microvirga antarctica	118440	S	1	9	10	0.00006
Rhizobium rhododendri	119997	S	209	2035	2244	0.01276
Rhizobium tumorigenes	120079	S	3	31	34	0.00019
Rhizobium sp900471515	120064	S	2	9	11	0.00006
Rhizobium jaguaris	119957	S	1	7	8	0.00005
Mesorhizobium sp024746815	119645	S	7	61	68	0.00039
Mesorhizobium norvegicum	119537	S	3	36	39	0.00022
Mesorhizobium loti_C	119526	S	2	29	31	0.00018
Mesorhizobium loti_E	119528	S	2	21	23	0.00013
Mesorhizobium sp024746835	119646	S	1	9	10	0.00006
Mesorhizobium sp024519675	119643	S	1	10	11	0.00006
Mesorhizobium comanense	119509	S	1	13	14	0.00008
Mesorhizobium qingshengii	119542	S	1	10	11	0.00006
Mesorhizobium qingshengii_A	119543	S	1	9	10	0.00006
Neorhizobium sp900472675	119747	S	4	11	15	0.00009
Neorhizobium xiangyangii	119757	S	2	11	13	0.00007
Ochrobactrum_A sp018798825	119798	S	1	13	14	0.00008
Allorhizobium oryziradicis	119111	S	1	1	2	0.00001
Chelativorans_C intermedius	119334	S	1	36	37	0.00021
Bradyrhizobium sp019748335	120583	S	174	3257	3431	0.01952
Bradyrhizobium sp004799445	120543	S	12	59	71	0.00040
Bradyrhizobium ottawaense_A	120495	S	10	49	59	0.00034
Bradyrhizobium erythrophlei_B	120444	S	9	26	35	0.00020
Bradyrhizobium sp018449695	120574	S	6	14	20	0.00011
Bradyrhizobium sp004799405	120542	S	4	12	16	0.00009
Bradyrhizobium sp021779635	120589	S	3	125	128	0.00073
Bradyrhizobium sp017305715	120563	S	3	16	19	0.00011
Bradyrhizobium sp017881085	120564	S	3	130	133	0.00076
Bradyrhizobium erythrophlei_C	120445	S	2	5	7	0.00004
Bradyrhizobium erythrophlei_A	120443	S	2	10	12	0.00007
Bradyrhizobium sp900103365	120657	S	2	9	11	0.00006
Bradyrhizobium sp902826195	120663	S	1	5	6	0.00003
Bradyrhizobium sp028290305	120629	S	1	2	3	0.00002
Bradyrhizobium sp000938305	120524	S	1	3	4	0.00002
Bradyrhizobium sp013695565	120553	S	1	37	38	0.00022
Bradyrhizobium sp030697065	120655	S	1	5	6	0.00003
Pseudolabrys sp003133345	120741	S	9	155	164	0.00093
Pseudolabrys sp029945495	120767	S	5	13	18	0.00010
Pseudolabrys sp001426945	120738	S	1	4	5	0.00003
Pseudolabrys sp003152455	120742	S	1	37	38	0.00022
Afipia sp001425835	120319	S	3	173	176	0.00100
Afipia sp026400415	120336	S	2	11	13	0.00007
Afipia carboxidovorans	120311	S	1	15	16	0.00009
Afipia sp017305515	120325	S	1	5	6	0.00003
Azorhizobium doebereinerae	120376	S	6	41	47	0.00027
Tardiphaga sp028290355	120840	S	2	9	11	0.00006
Tardiphaga sp004173095	120830	S	1	3	4	0.00002
Tardiphaga sp026015985	120837	S	1	4	5	0.00003
VAZQ01 sp955652925	120852	S	3	1	4	0.00002
Rhodopseudomonas palustris_L	120815	S	2	15	17	0.00010
BOG-931 sp955652195	120399	S	1	1	2	0.00001
WHTP01 sp019745775	120856	S	2	10	12	0.00007
AP-16 sp005884745	120307	S	1	3	4	0.00002
U87765 sp031291445	120847	S	1	3	4	0.00002
Methyloceanibacter sp002383105	118939	S	22	167	189	0.00108
Methyloceanibacter sp016649675	118945	S	2	5	7	0.00004
Devosia_A sp025352765	118682	S	3	9	12	0.00007
Hyphomicrobium_A sp900117445	118783	S	1	1	2	0.00001
JABFRJ01 sp025359005	118829	S	1	1	2	0.00001
Aestuariivirga sp003151375	117911	S	1	1	2	0.00001
Pseudovibrio sp001623075	120220	S	1	3	4	0.00002
Labrys monacha	118924	S	1	5	6	0.00003
Sphingomonas sp019744885	125202	S	559	9118	9677	0.05504
Sphingomonas glacialis	125042	S	255	2142	2397	0.01363
Sphingomonas sp029911635	125254	S	81	531	612	0.00348
Sphingomonas sp022662475	125218	S	56	216	272	0.00155
Sphingomonas sp000251145	125102	S	48	235	283	0.00161
Sphingomonas sp005502745	125170	S	33	2563	2596	0.01477
Sphingomonas glacialis_A	125043	S	17	58	75	0.00043
Sphingomonas sp002281535	125146	S	16	6	22	0.00013
Sphingomonas sp000241485	125101	S	10	41	51	0.00029
