#Classification	S-15-POLPIL-G_bracken_O.kreport
k__Bacteria	11234
k__Bacteria|p__Proteobacteria	10202
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	6802
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	3254
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	3545
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	1
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2208
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2208
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1190
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	632
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	556
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2
k__Bacteria|p__Actinobacteria	514
k__Bacteria|p__Actinobacteria|c__Actinomycetia	514
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	290
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	40
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	53
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	128
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	1
k__Bacteria|p__Firmicutes	1
k__Bacteria|p__Firmicutes|c__Bacilli	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1
k__Bacteria|p__Bacteroidetes	301
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	279
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	279
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	20
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	20
k__Bacteria|p__Bacteroidetes|c__Cytophagia	1
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	1
k__Bacteria|p__Acidobacteria	215
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	215
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	215
k__Eukaryota	5676
k__Eukaryota|k__Metazoa	3217
k__Eukaryota|k__Metazoa|p__Chordata	3217
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	3217
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	3217
k__Eukaryota|k__Fungi	9
k__Eukaryota|k__Fungi|p__Ascomycota	9
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	9
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Magnaporthales	1
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales	7
k__Eukaryota|k__Viridiplantae	2449
k__Eukaryota|k__Viridiplantae|p__Streptophyta	2449
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	2446
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	2446
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Asterales	3
k__Archaea	2
k__Archaea|p__Thaumarchaeota	2
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria	2
k__Archaea|p__Thaumarchaeota|c__Nitrososphaeria|o__Nitrososphaerales	2
