#Classification	S-10-POLJUN-B_bracken_O.kreport
k__Bacteria	61183
k__Bacteria|p__Proteobacteria	38817
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	19272
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	19272
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	10426
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	457
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	7514
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	1669
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	783
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	1
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	9110
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	7872
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	783
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	37
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	417
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	7
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	7
k__Bacteria|p__Cyanobacteria	10758
k__Bacteria|p__Cyanobacteria|o__Nostocales	10755
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales	3
k__Bacteria|p__Actinobacteria	5504
k__Bacteria|p__Actinobacteria|c__Actinomycetia	5503
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	589
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	347
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	3830
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	520
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	10
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	24
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	164
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	15
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	1
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	1
k__Bacteria|p__Armatimonadetes	5
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia	4
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales	4
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes	1
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes|o__Chthonomonadales	1
k__Bacteria|p__Chloroflexi	1
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	1
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales	1
k__Bacteria|p__Firmicutes	1
k__Bacteria|p__Firmicutes|c__Bacilli	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1
k__Bacteria|p__Acidobacteria	5558
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	5558
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	5555
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales	3
k__Bacteria|p__Bacteroidetes	489
k__Bacteria|p__Bacteroidetes|c__Cytophagia	289
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	289
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	190
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	190
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	9
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	9
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	1
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	1
k__Bacteria|p__Planctomycetes	46
k__Bacteria|p__Planctomycetes|c__Planctomycetia	46
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	21
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Isosphaerales	24
k__Bacteria|p__Verrucomicrobia	1
k__Bacteria|p__Verrucomicrobia|c__Opitutae	1
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales	1
k__Eukaryota	293
k__Eukaryota|k__Metazoa	230
k__Eukaryota|k__Metazoa|p__Chordata	230
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	230
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	230
k__Eukaryota|k__Fungi	10
k__Eukaryota|k__Fungi|p__Ascomycota	5
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	4
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	4
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	1
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	1
k__Eukaryota|k__Fungi|p__Basidiomycota	5
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	5
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales	5
k__Eukaryota|k__Viridiplantae	53
k__Eukaryota|k__Viridiplantae|p__Streptophyta	53
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	43
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	43
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	9
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Solanales	2
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Lamiales	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Caryophyllales	1
