name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bradyrhizobium sp009766005	120549	S	31025	204878	235903	0.06044
Bradyrhizobium rifense	120500	S	1769	44012	45781	0.01173
Bradyrhizobium sp018449695	120574	S	1126	6032	7158	0.00183
Bradyrhizobium sp000938255	120523	S	609	9113	9722	0.00249
Bradyrhizobium canariense_A	120419	S	540	2873	3413	0.00087
Bradyrhizobium sp021779635	120589	S	462	38107	38569	0.00988
Bradyrhizobium erythrophlei_B	120444	S	415	2008	2423	0.00062
Bradyrhizobium sp028290305	120629	S	398	1395	1793	0.00046
Bradyrhizobium erythrophlei_C	120445	S	318	1826	2144	0.00055
Bradyrhizobium sp000938305	120524	S	288	2486	2774	0.00071
Bradyrhizobium ottawaense_A	120495	S	279	3872	4151	0.00106
Bradyrhizobium erythrophlei_A	120443	S	243	3945	4188	0.00107
Bradyrhizobium sp900103365	120657	S	231	2853	3084	0.00079
Bradyrhizobium erythrophlei_D	120446	S	223	1752	1975	0.00051
Bradyrhizobium sp017305715	120563	S	204	2519	2723	0.00070
Bradyrhizobium lablabi_A	120472	S	147	696	843	0.00022
Bradyrhizobium sp018449525	120573	S	140	1024	1164	0.00030
Bradyrhizobium sp031202265	120656	S	139	2685	2824	0.00072
Bradyrhizobium sp028290765	120630	S	133	404	537	0.00014
Bradyrhizobium sp028290165	120628	S	116	663	779	0.00020
Bradyrhizobium sp005937885	120548	S	102	1318	1420	0.00036
Bradyrhizobium sp004799405	120542	S	78	519	597	0.00015
Bradyrhizobium sp004799445	120543	S	70	590	660	0.00017
Bradyrhizobium sp023101685	120607	S	69	1726	1795	0.00046
Bradyrhizobium sp019748335	120583	S	61	3811	3872	0.00099
Bradyrhizobium sp000701345	120522	S	51	254	305	0.00008
Bradyrhizobium sp017881085	120564	S	50	2299	2349	0.00060
Bradyrhizobium sp018971625	120577	S	42	177	219	0.00006
Bradyrhizobium sp027307225	120624	S	41	142	183	0.00005
Bradyrhizobium sp013695565	120553	S	40	1370	1410	0.00036
Bradyrhizobium commune	120425	S	38	726	764	0.00020
Bradyrhizobium sp005884765	120545	S	38	815	853	0.00022
Bradyrhizobium sp018971675	120578	S	38	1087	1125	0.00029
Bradyrhizobium sp030403585	120649	S	38	896	934	0.00024
Bradyrhizobium sp902826195	120663	S	35	416	451	0.00012
Bradyrhizobium sp018131075	120570	S	33	890	923	0.00024
Bradyrhizobium sp030378205	120648	S	30	274	304	0.00008
Bradyrhizobium sp005884465	120544	S	30	642	672	0.00017
Bradyrhizobium barranii	120412	S	28	3829	3857	0.00099
Bradyrhizobium sp023073315	120592	S	27	615	642	0.00016
Bradyrhizobium manausense_D	120485	S	26	1392	1418	0.00036
Bradyrhizobium sp018130165	120567	S	26	812	838	0.00021
Bradyrhizobium jicamae_A	120469	S	26	247	273	0.00007
Bradyrhizobium sp018596315	120575	S	25	646	671	0.00017
Bradyrhizobium sp015624485	120559	S	24	364	388	0.00010
Bradyrhizobium sp023100945	120604	S	24	481	505	0.00013
Bradyrhizobium sp001464035	120525	S	21	149	170	0.00004
Bradyrhizobium sp018131065	120569	S	21	774	795	0.00020
Bradyrhizobium septentrionale	120504	S	20	631	651	0.00017
Bradyrhizobium sp029892425	120642	S	20	624	644	0.00017
Bradyrhizobium betae_A	120414	S	20	484	504	0.00013
Bradyrhizobium sp023101665	120606	S	20	848	868	0.00022
Bradyrhizobium sp001556045	120526	S	18	1144	1162	0.00030
Bradyrhizobium cytisi	120427	S	18	444	462	0.00012
Bradyrhizobium macuxiense	120479	S	18	222	240	0.00006
Bradyrhizobium sp029846715	120641	S	18	605	623	0.00016
Bradyrhizobium sp009930815	120550	S	17	331	348	0.00009
Bradyrhizobium hipponense	120455	S	17	931	948	0.00024
Bradyrhizobium cosmicum	120426	S	17	495	512	0.00013
Bradyrhizobium quebecense	120498	S	17	788	805	0.00021
Bradyrhizobium sp023074035	120598	S	16	727	743	0.00019
Bradyrhizobium sediminis	120502	S	16	354	370	0.00009
Bradyrhizobium lablabi_C	120473	S	16	129	145	0.00004
Bradyrhizobium sp002831585	120534	S	15	1258	1273	0.00033
Bradyrhizobium sp023101085	120605	S	15	485	500	0.00013
Bradyrhizobium tropiciagri_B	120671	S	15	361	376	0.00010
Bradyrhizobium sp030654605	120652	S	14	303	317	0.00008
Bradyrhizobium ivorense	120461	S	14	223	237	0.00006
Bradyrhizobium viridifuturi	120675	S	14	584	598	0.00015
Bradyrhizobium sp019972155	120584	S	13	460	473	0.00012
Bradyrhizobium sp004296405	120541	S	13	238	251	0.00006
Bradyrhizobium sp005884855	120546	S	13	62	75	0.00002
Bradyrhizobium sp023074185	120602	S	13	376	389	0.00010
Bradyrhizobium sp023387695	120608	S	13	149	162	0.00004
Bradyrhizobium sp018130385	120568	S	13	216	229	0.00006
Bradyrhizobium sp000472425	120516	S	13	67	80	0.00002
Bradyrhizobium lablabi_D	120474	S	13	74	87	0.00002
Bradyrhizobium sp030646015	120651	S	13	289	302	0.00008
Bradyrhizobium diazoefficiens_A	120431	S	12	438	450	0.00012
Bradyrhizobium sp018130065	120565	S	12	354	366	0.00009
Bradyrhizobium iriomotense	120458	S	12	273	285	0.00007
Bradyrhizobium sp023073335	120593	S	12	296	308	0.00008
Bradyrhizobium sp030413175	120650	S	11	118	129	0.00003
Bradyrhizobium algeriense	120406	S	11	479	490	0.00013
Bradyrhizobium sp021088345	120586	S	11	118	129	0.00003
Bradyrhizobium sp029051685	120633	S	11	452	463	0.00012
Bradyrhizobium sp027451485	120625	S	11	157	168	0.00004
Bradyrhizobium sp024199945	120619	S	11	281	292	0.00007
Bradyrhizobium sp024199925	120618	S	11	185	196	0.00005
Bradyrhizobium sp019243075	120580	S	11	49	60	0.00002
Bradyrhizobium canariense	120418	S	10	461	471	0.00012
