name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Palsa-504 sp003161205	50189	S	17036	24711	41747	0.19654
Palsa-504 sp003140115	50188	S	110	510	620	0.00292
Palsa-504 sp003168295	50190	S	65	300	365	0.00172
Palsa-504 sp025934635	50193	S	6	48	54	0.00025
Palsa-504 sp030853115	50197	S	4	24	28	0.00013
Bog-532 sp003164955	50009	S	6	101	107	0.00050
Trebonia kvetii	50336	S	2	7	9	0.00004
Trebonia sp025934375	50339	S	1	15	16	0.00008
Trebonia sp025935815	50340	S	1	14	15	0.00007
Trebonia sp027314595	50341	S	1	40	41	0.00019
Palsa-506 sp003168215	50198	S	5	84	89	0.00042
PALSA-505 sp003168255	50187	S	1	1	2	0.00001
Chersky-822 sp027313705	50015	S	1	1	2	0.00001
CAJCIY01 sp903970495	45419	S	1024	4905	5929	0.02791
Mycobacterium madagascariense	46516	S	1	23	24	0.00011
Mycobacterium rhizamassiliense	46571	S	1	69	70	0.00033
Tsukamurella sp903970215	47126	S	1	18	19	0.00009
CAJCJE01 sp903970565	47357	S	3	4	7	0.00003
Protofrankia sp917627385	45450	S	2	8	10	0.00005
Actinoplanes solisilvae	45679	S	1	11	12	0.00006
MT45 sp900230215	45618	S	1	2	3	0.00001
Streptacidiphilus sp014084125	48897	S	86	1350	1436	0.00676
Streptacidiphilus albus	48885	S	26	298	324	0.00153
Kitasatospora sp029892095	48868	S	1	16	17	0.00008
Streptomyces malachitofuscus	49255	S	1	108	109	0.00051
Frondihabitans sp001577365	43907	S	2	47	49	0.00023
Frondihabitans sucicola	43911	S	2	43	45	0.00021
Barrientosiimonas humi	43361	S	1	21	22	0.00010
PALSA-747 sp903953805	47736	S	4	69	73	0.00034
Cutibacterium acnes	48418	S	1	286	287	0.00135
Cutibacterium namnetense	48422	S	1	9	10	0.00005
VAYN01 sp025964255	52480	S	4	119	123	0.00058
VAYN01 sp018268605	52475	S	1	31	32	0.00015
Palsa-465 sp003137075	52572	S	19	60	79	0.00037
Palsa-465 sp003165655	52573	S	14	509	523	0.00246
Palsa-465 sp937888775	52609	S	3	48	51	0.00024
Palsa-465 sp030948875	52608	S	2	16	18	0.00008
Palsa-465 sp030945945	52603	S	1	5	6	0.00003
Palsa-513 sp003133565	52613	S	16	559	575	0.00271
Palsa-744 sp903970125	52640	S	4	25	29	0.00014
Palsa-744 sp903970315	52641	S	3	40	43	0.00020
PALSA-688 sp003156795	41760	S	22	328	350	0.00165
JAKAQB01 sp021809885	41741	S	2	55	57	0.00027
JAKBAM01 sp025499425	41750	S	1	2	3	0.00001
Bog-515 sp003155135	41810	S	1	4	5	0.00002
Nostoc sp026127265	96888	S	145	9307	9452	0.04450
Nostoc punctiforme_A	96856	S	58	2773	2831	0.01333
Nostoc sp002245985	96858	S	55	3731	3786	0.01782
Nostoc sp013393905	96865	S	29	1401	1430	0.00673
Nostoc sp017115095	96878	S	26	669	695	0.00327
Nostoc sp017115085	96877	S	23	754	777	0.00366
Nostoc sp002949735	96860	S	23	1711	1734	0.00816
