name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp008039875	118308	S	596	7604	8200	0.02585
Methylobacterium longum	118267	S	562	5579	6141	0.01936
Methylobacterium sp008000895	118307	S	325	9270	9595	0.03025
Methylobacterium sp022829725	118337	S	247	2787	3034	0.00957
Methylobacterium sp022829605	118334	S	108	1129	1237	0.00390
Methylobacterium sp001423085	118297	S	76	1292	1368	0.00431
Methylobacterium sp022702015	118321	S	62	256	318	0.00100
Methylobacterium sp001455965	118303	S	27	313	340	0.00107
Methylobacterium sp022829635	118335	S	4	63	67	0.00021
Methylobacterium mesophilicum	118269	S	4	298	302	0.00095
Methylobacterium cerastii	118248	S	4	49	53	0.00017
Methylobacterium sp022829295	118324	S	1	11	12	0.00004
Methylobacterium sp001422985	118296	S	1	11	12	0.00004
Methylobacterium sp019745455	118316	S	1	47	48	0.00015
Methylobacterium sp025813715	118340	S	1	22	23	0.00007
Methylobacterium sp001424705	118301	S	1	12	13	0.00004
Methylobacterium sp900103195	118345	S	1	12	13	0.00004
Lichenihabitans ramalinae	118236	S	872	7112	7984	0.02517
Lichenihabitans minor	118234	S	16	134	150	0.00047
Mesorhizobium sp004020645	119593	S	13	113	126	0.00040
Mesorhizobium sp004017275	119587	S	3	67	70	0.00022
Sphingomonas sp026540855	125241	S	41	1099	1140	0.00359
Sphingomonas sp022662305	125216	S	38	644	682	0.00215
Sphingomonas faeni_A	125032	S	23	611	634	0.00200
Sphingomonas sp001421995	125121	S	14	187	201	0.00063
Sphingomonas sp025548555	125235	S	9	282	291	0.00092
Sphingomonas aliaeris	125003	S	9	186	195	0.00061
Sphingomonas sp030433805	125258	S	8	1754	1762	0.00556
Sphingomonas phyllosphaerae_C	125082	S	8	136	144	0.00045
Sphingomonas sanguinis	125095	S	4	466	470	0.00148
Sphingomonas sp016107325	125189	S	4	340	344	0.00108
Sphingomonas sp022662335	125217	S	4	99	103	0.00032
Sphingomonas sp024072375	125227	S	3	198	201	0.00063
Sphingomonas phyllosphaerae_B	125081	S	2	38	40	0.00013
Sphingomonas taxi	125307	S	2	118	120	0.00038
Sphingomonas sp004341085	125164	S	2	37	39	0.00012
Sphingomonas sp018139225	125197	S	2	26	28	0.00009
Sphingomonas aerolata	125000	S	2	18	20	0.00006
Sphingomonas sp014842075	125187	S	1	10	11	0.00003
Sphingomonas sp025231525	125233	S	1	19	20	0.00006
Sphingomonas sp001425405	125127	S	1	18	19	0.00006
Sphingomonas sp903644135	125278	S	1	3	4	0.00001
Sphingomonas sp900115295	125270	S	1	9	10	0.00003
Sphingomonas sp001421745	125116	S	1	22	23	0.00007
Sphingomonas sp001421505	125113	S	1	13	14	0.00004
Sphingomonas glacialis	125042	S	1	24	25	0.00008
Sphingomonas sp000632225	125105	S	1	27	28	0.00009
Sphingomonas rubra	125094	S	1	38	39	0.00012
Sphingomonas yunnanensis	125318	S	1	26	27	0.00009
Sphingomonas sp003688625	125156	S	1	23	24	0.00008
Sphingomicrobium ginkgonis	124929	S	10	105	115	0.00036
Sphingomonas_G solaris	125331	S	10	151	161	0.00051
Novosphingobium sp000876675	124458	S	1	21	22	0.00007
Novosphingobium sp001421325	124461	S	1	35	36	0.00011
Sphingobium sp000508185	124842	S	1	99	100	0.00032
Sphingomonas_R montana	125367	S	1	8	9	0.00003
Sphingomonas_Q naphthae	125366	S	1	189	190	0.00060
Wolbachia pipientis	123258	S	4	237	241	0.00076
Wolbachia sp947251545	123306	S	3	103	106	0.00033
Wolbachia sp028803175	123289	S	1	25	26	0.00008
Roseomonas nepalensis	114086	S	3	81	84	0.00026
Roseomonas pecuniae_A	114088	S	3	21	24	0.00008
Roseomonas pecuniae	114087	S	1	11	12	0.00004
Roseomonas sp016107305	114091	S	1	8	9	0.00003
Pseudoroseomonas haemaphysalidis	113999	S	1	15	16	0.00005
Paracoccus yeei	121926	S	2	118	120	0.00038
Caballeronia sp029439455	126776	S	5	35	40	0.00013
Caballeronia brachyanthoides	126734	S	3	226	229	0.00072
Telluria forsythiae	129172	S	2	636	638	0.00201
Saezia sanguinis	129074	S	1	64	65	0.00020
QFNR01 sp003248485	130416	S	4	3095	3099	0.00977
Xylella fastidiosa	141322	S	18	583	601	0.00189
Pseudoxanthomonas_B suwonensis_A	141087	S	2	496	498	0.00157
Acinetobacter johnsonii	137103	S	1	485	486	0.00153
Stutzerimonas stutzeri	139027	S	1	272	273	0.00086
Protofrankia sp917627385	45450	S	3602	30332	33934	0.10699
Protofrankia californiensis	45447	S	1439	30856	32295	0.10182
Modestobacter lapidis	45556	S	33	6757	6790	0.02141
Modestobacter italicus	45555	S	2	905	907	0.00286
Klenkia terrae	45551	S	3	72	75	0.00024
Geodermatophilus sp019799925	45525	S	2	383	385	0.00121
Corynebacterium kroppenstedtii_B	46077	S	1	20	21	0.00007
Corynebacterium sp946220775	46223	S	1	7	8	0.00003
Lawsonella clevelandensis_A	46365	S	3	128	131	0.00041
Curtobacterium sp001422205	43843	S	26	611	637	0.00201
Curtobacterium sp026544205	43876	S	5	143	148	0.00047
Curtobacterium sp015350975	43869	S	2	58	60	0.00019
Curtobacterium sp029959645	43877	S	1	24	25	0.00008
Curtobacterium sp003762905	43865	S	1	21	22	0.00007
Curtobacterium sp018885305	43874	S	1	81	82	0.00026
Curtobacterium sp001865015	43850	S	1	56	57	0.00018
Frondihabitans sp001423105	43906	S	15	330	345	0.00109
Amnibacterium sp022701925	43684	S	2	34	36	0.00011
Amnibacterium sp019352055	43683	S	1	3	4	0.00001
Kineococcus rubinsiae	43565	S	15	2748	2763	0.00871
Arthrobacter_D sp002929355	45032	S	9	2713	2722	0.00858
Cellulosimicrobium cinnabarinum	43135	S	1	44	45	0.00014
Allobranchiibius sp030853805	43350	S	1	2	3	0.00001
Friedmanniella sagamiharensis	48448	S	126	870	996	0.00314
Friedmanniella antarctica	48444	S	4	55	59	0.00019
Cutibacterium acnes	48418	S	37	24882	24919	0.07857
Cutibacterium avidum	48419	S	1	7	8	0.00003
Cutibacterium modestum	48421	S	1	86	87	0.00027
Streptomyces malachitofuscus	49255	S	42	4334	4376	0.01380
Streptomyces ruber	49385	S	19	349	368	0.00116
Streptomyces fumigatiscleroticus	49127	S	1	790	791	0.00249
SYAN01 sp005787575	47913	S	15	59	74	0.00023
Spirillospora cremea	50240	S	1	299	300	0.00095
Sphingobacterium bovisgrunnientis	90199	S	2067	38178	40245	0.12689
Mucilaginibacter robiniae	89884	S	2	12	14	0.00004
Mucilaginibacter_A sp937859865	89988	S	1	1	2	0.00001
Hymenobacter sp016427535	85207	S	13	37	50	0.00016
Hymenobacter sp004684095	85201	S	8	1542	1550	0.00489
Hymenobacter polaris	85176	S	1	5	6	0.00002
Hymenobacter nivis_A	85170	S	1	10	11	0.00003
Spirosoma pollinicola	85555	S	12	161	173	0.00055
Spirosoma radiotolerans	85557	S	1	4	5	0.00002
JC017 sp004296775	79335	S	2	436	438	0.00138
Saccharicrinis sediminis	79350	S	1	45	46	0.00015
Prevotella oris	77398	S	2	48	50	0.00016
Ancylomarina_A longa	79228	S	1	384	385	0.00121
Agriterribacter humi	82972	S	1	8	9	0.00003
Sediminibacterium sp902168225	83835	S	2	138	140	0.00044
Flavobacterium sp004296145	86800	S	1	4	5	0.00002
Limosilactobacillus sp946579075	55642	S	174	82955	83129	0.26209
Staphylococcus epidermidis	57090	S	4	3928	3932	0.01240
Staphylococcus warneri_A	57143	S	1	492	493	0.00155
Staphylococcus aureus	57070	S	1	1166	1167	0.00368
Clostridium_L simiarum	59754	S	20	14595	14615	0.04608
Maridesulfovibrio sp010470665	100468	S	6	4161	4167	0.01314
Corallococcus praedator	104349	S	1	39	40	0.00013
Nitrosocosmicus sp016782225	38622	S	1	1	2	0.00001
