feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteroidaceae	Group	Negative	0.203554100613009	0.0482932069393607	35	35	0.000182064716190435	0.0120162712685687
Oscillospiraceae	Group	Negative	0.0626974169034606	0.0190774872876508	35	34	0.00241138939979399	0.0725144209501849
Streptococcaceae	Group	Negative	-0.0401182792237954	0.0130734867806872	35	35	0.00427710139951719	0.0725144209501849
Tannerellaceae	Group	Negative	0.0492487429338982	0.016103811100098	35	31	0.0043948133909203	0.0725144209501849
Lachnospiraceae	Group	Negative	-0.168635983230758	0.0581414154838216	35	35	0.00658422564147104	0.0869117784674178
Bifidobacteriaceae	Group	Negative	-0.114313648309878	0.0410884426970939	35	33	0.00886052746679318	0.097465802134725
Actinobacteria.fam...Sanguibacteraceae.Actinomycetaceae.Promicromonosporaceae.	Group	Negative	-0.00442953512959689	0.00183182511287566	35	11	0.021283681740251	0.108055614988967
Burkholderiaceae	Group	Negative	-0.00723320064928954	0.00279384211379472	35	9	0.0142100632444851	0.108055614988967
Clostridiales.fam...Lachnospiraceae.Clostridiaceae.Ruminococcaceae.	Group	Negative	-0.0259004644826668	0.0105143826837584	35	34	0.0191503594886621	0.108055614988967
Coriobacteriaceae	Group	Negative	-0.0581021946216515	0.0232994834794184	35	29	0.0178295620700047	0.108055614988967
Odoribacteraceae	Group	Negative	0.0205359611044743	0.00785912723883718	35	21	0.0134109571536492	0.108055614988967
Phyllobacteriaceae	Group	Negative	-0.00612400227561618	0.00239089424398823	35	9	0.0151818289883384	0.108055614988967
Saccharibacteria.fam..incertae.sedis	Group	Negative	-0.00743420451172197	0.00304255955775655	35	5	0.0200650314745449	0.108055614988967
Bacteroidales.fam..incertae.sedis	Group	Negative	0.0197843100331679	0.00879876935588552	35	12	0.03134043787904	0.114914938889813
Campylobacteraceae	Group	Negative	0.00590282021864018	0.00256922749604807	35	7	0.0280677800234329	0.114914938889813
Clostridiales.fam...Eubacteriaceae.Clostridiaceae.	Group	Negative	0.0508782896326253	0.0216405548634797	35	11	0.0248445165119763	0.114914938889813
Peptostreptococcaceae	Group	Negative	-0.0518986357612125	0.0229738582579036	35	35	0.0306113724666026	0.114914938889813
Rikenellaceae	Group	Negative	0.0555599621426762	0.0243457093368352	35	32	0.0290608791490885	0.114914938889813
Clostridiales.fam...Lachnospiraceae.Ruminococcaceae.	Group	Negative	-0.0298025672337539	0.01401142395677	35	30	0.0409824268083047	0.128801912826101
Micrococcaceae	Group	Negative	-0.00336334330576234	0.00157242384316008	35	11	0.0399306128052288	0.128801912826101
Prevotellaceae	Group	Negative	0.125514240822412	0.0584551803497116	35	30	0.0392191078098842	0.128801912826101
Desulfovibrionaceae	Group	Negative	0.0144773399483081	0.00697538710663203	35	22	0.0458103353950019	0.137431006185006
Bacillales.fam..incertae.sedis	Group	Negative	-0.00417833552304185	0.00217480007730048	35	12	0.0633730755717414	0.18185317337978
Sutterellaceae	Group	Negative	0.0191498803534264	0.0100768633287676	35	26	0.0661490282402626	0.181909827660722
Barnesiellaceae	Group	Negative	0.0185009314842939	0.0101811300186878	35	13	0.0782807373268486	0.20666114654288
Porphyromonadaceae	Group	Negative	0.014704719115373	0.00826263313390387	35	12	0.0843423280152404	0.214099755730995
