#Classification	SRR20002383_bracken_C.kreport
k__Bacteria	16649
k__Bacteria|p__Proteobacteria	9617
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	8585
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	555
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	408
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	68
k__Bacteria|p__Firmicutes	4918
k__Bacteria|p__Firmicutes|c__Bacilli	4885
k__Bacteria|p__Firmicutes|c__Clostridia	31
k__Bacteria|p__Firmicutes|c__Negativicutes	1
k__Bacteria|p__Deinococcus-Thermus	1436
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	1436
k__Bacteria|p__Actinobacteria	635
k__Bacteria|p__Actinobacteria|c__Actinomycetia	621
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	13
k__Bacteria|p__Bacteroidetes	37
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	34
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	3
k__Bacteria|p__Verrucomicrobia	3
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	3
k__Eukaryota	2467
k__Eukaryota|k__Metazoa	2375
k__Eukaryota|k__Metazoa|p__Chordata	2375
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	2375
k__Eukaryota|k__Fungi	70
k__Eukaryota|k__Fungi|p__Basidiomycota	70
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Malasseziomycetes	70
k__Eukaryota|p__Apicomplexa	15
k__Eukaryota|p__Apicomplexa|c__Conoidasida	15
k__Eukaryota|k__Viridiplantae	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta	6
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	6
k__Archaea	1
k__Archaea|p__Euryarchaeota	1
k__Archaea|p__Euryarchaeota|c__Halobacteria	1
k__Viruses	8
k__Viruses|k__Heunggongvirae	8
k__Viruses|k__Heunggongvirae|p__Uroviricota	8
k__Viruses|k__Heunggongvirae|p__Uroviricota|c__Caudoviricetes	8
