#Classification	S-16-POLPIL-B_bracken_F.kreport
k__Bacteria	40577
k__Bacteria|p__Proteobacteria	35624
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	18794
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	18794
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	18622
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	153
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	19
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	11344
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	8389
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Erwiniaceae	19
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	8370
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2538
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	2538
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	396
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	15
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	381
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	12
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	12
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales	7
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Moraxellales|f__Moraxellaceae	7
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	5482
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	3879
