#Classification	S-25-POLJUN-B_bracken_F.kreport
k__Bacteria	1716830
k__Bacteria|p__Actinobacteria	507464
k__Bacteria|p__Actinobacteria|c__Actinomycetia	486316
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	135420
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	135420
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	89299
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae	89299
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	71731
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	57868
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	12117
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Kribbellaceae	1337
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Actinopolymorphaceae	407
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	61716
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae	42183
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	9743
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae	4673
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	3694
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Tsukamurellaceae	423
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Dietziaceae	977
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Segniliparaceae	19
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	54533
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	20424
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	10359
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Cellulomonadaceae	6156
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae	3980
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ornithinimicrobiaceae	2059
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermacoccaceae	1957
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Promicromonosporaceae	1817
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ruaniaceae	870
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae	611
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Brevibacteriaceae	2585
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Bogoriellaceae	760
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Beutenbergiaceae	1575
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Sanguibacteraceae	494
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermatophilaceae	152
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Kytococcaceae	727
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	28740
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae	28740
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	9431
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae	3814
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Thermomonosporaceae	4258
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Nocardiopsaceae	1358
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Sporichthyales	8808
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Sporichthyales|f__Sporichthyaceae	8808
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	7699
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales|f__Nakamurellaceae	7699
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	4492
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae	4492
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	3633
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales|f__Jatrophihabitantaceae	3633
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales	3073
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales|f__Frankiaceae	3073
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	1776
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales|f__Catenulisporaceae	1776
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales	1493
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae	1493
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales	1417
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales|f__Jiangellaceae	1417
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales	1387
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae	1387
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Kineosporiales	1380
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Kineosporiales|f__Kineosporiaceae	1380
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Glycomycetales	155
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Glycomycetales|f__Glycomycetaceae	155
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Acidothermales	57
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Acidothermales|f__Acidothermaceae	57
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinopolysporales	52
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinopolysporales|f__Actinopolysporaceae	52
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Candidatus_Nanopelagicales	15
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Candidatus_Nanopelagicales|f__Candidatus_Nanopelagicaceae	15
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	10719
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	10243
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae	10243
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales	476
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae	476
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	9333
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	9333
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Baekduiaceae	9199
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Rubrobacteraceae	133
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	628
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	628
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae	576
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae	34
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae	17
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	381
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	198
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	198
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	182
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae	70
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	112
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	84
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egicoccales	34
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egicoccales|f__Egicoccaceae	34
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egibacterales	26
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Egibacterales|f__Egibacteraceae	26
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales	24
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria|o__Euzebyales|f__Euzebyaceae	24
k__Bacteria|p__Cyanobacteria	352004
k__Bacteria|p__Cyanobacteria|o__Nostocales	346228
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	211682
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	61579
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae	20285
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae	14983
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae	21429
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae	12630
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Tolypothrichaceae	3637
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	2181
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Coleofasciculaceae	843
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae	513
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Gomontiellaceae	432
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Microcoleaceae	392
k__Bacteria|p__Cyanobacteria|o__Chroococcales	619
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Chroococcaceae	213
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Microcystaceae	246
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Aphanothecaceae	127
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Geminocystaceae	31
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	1790
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Leptolyngbyaceae	1671
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Oculatellaceae	64
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Thermosynechococcaceae	32
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Prochlorotrichaceae	13
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Pseudanabaenaceae	8
k__Bacteria|p__Cyanobacteria|o__Synechococcales	696
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae	440
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Chamaesiphonaceae	91
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Merismopediaceae	71
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Prochlorococcaceae	69
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Acaryochloridaceae	23
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales	189
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales|f__Chroococcidiopsidaceae	189
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales	180
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae	150
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Dermocarpellaceae	30
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria	49
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales	49
k__Bacteria|p__Cyanobacteria|c__Gloeobacteria|o__Gloeobacterales|f__Gloeobacteraceae	49
k__Bacteria|p__Cyanobacteria|o__Thermostichales	45
k__Bacteria|p__Cyanobacteria|o__Thermostichales|f__Thermostichaceae	45
k__Bacteria|p__Cyanobacteria|o__Gloeomargaritales	23
k__Bacteria|p__Cyanobacteria|o__Gloeomargaritales|f__Gloeomargaritaceae	23
k__Bacteria|p__Firmicutes	6710
k__Bacteria|p__Firmicutes|c__Bacilli	5098
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	4223
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	491
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	3193
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Alicyclobacillaceae	36
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	342
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae	65
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae	89
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae	5
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	875
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	566
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	179
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	70
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	41
