Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Abiotrophia	-0.127597002036173	0.9522275262015244	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Actinomyces	-0.17365699293273723	0.8262547684311973	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Aggregatibacter	-1.0353583155603392	0.5123101833007437	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Allisonella	-0.44757987407091543	0.8767967637176817	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Alloprevotella	-0.3667328183906579	0.7502662321165852	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Alloscardovia	0.6943167079294408	0.7947414801716229	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Anaeroglobus	0.06467103887830931	0.9522275262015244	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Arachnia	0.1678766201853722	0.8980572319142845	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Bacteroides	-0.8019543026885383	0.5716597942756481	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Bergeyella	-0.0808059026737369	0.954251756202013	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Bulleidia	0.33983746370416557	0.8231228402923582	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Butyrivibrio	-0.3604934511808366	0.8231228402923582	Genus	SM_gtdb_rs220	P19_Saliva	corncob
CAG-793	-0.08060391133456164	0.9522275262015244	Genus	SM_gtdb_rs220	P19_Saliva	corncob
CAJPNN01	-0.1712783981199192	0.9522275262015244	Genus	SM_gtdb_rs220	P19_Saliva	corncob
CAJPNX01	-0.8496755332880166	0.6892680222934598	Genus	SM_gtdb_rs220	P19_Saliva	corncob
CAJPQU01	-0.19574929465282323	0.9522275262015244	Genus	SM_gtdb_rs220	P19_Saliva	corncob
CAJPSE01	0.4997423332555407	0.8231228402923582	Genus	SM_gtdb_rs220	P19_Saliva	corncob
CALIQN01	-1.3179121757095034	0.5123101833007437	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Campylobacter	-0.7967706703180457	0.5514435295574491	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Capnocytophaga	-0.37266581726670017	0.7613519918329376	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Cardiobacterium	-0.11776272602524444	0.9230168222734976	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Catonella	0.1734618649291746	0.8677269572317923	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Centipeda	-0.7716664846410187	0.11541119446504611	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Corynebacterium	-0.16229784742739456	0.8499395472401757	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Cutibacterium	0.7689257673828108	0.7502662321165852	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Dialister	0.0011326279758792582	0.9983613850998717	Genus	SM_gtdb_rs220	P19_Saliva	corncob
Eggerthia	-0.22318878531955072	0.9522275262015244	Genus	SM_gtdb_rs220	P19_Saliva	corncob
