Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Acidaminococcaceae	0.1123492717139994	0.06778206778206779	Genus	MPA_db2019	NAFLD	ZicoSeq
Akkermansiaceae	0.02051397756093766	0.4295724295724296	Genus	MPA_db2019	NAFLD	ZicoSeq
Bacteroidaceae	0.15462176864130206	0.005005005005005005	Genus	MPA_db2019	NAFLD	ZicoSeq
Barnesiellaceae	0.09640654135153466	0.085995085995086	Genus	MPA_db2019	NAFLD	ZicoSeq
Bifidobacteriaceae	0.012439713933439058	0.3047047047047047	Genus	MPA_db2019	NAFLD	ZicoSeq
Clostridiaceae	0.04083935190883695	0.24331474331474331	Genus	MPA_db2019	NAFLD	ZicoSeq
Clostridiales unclassified	0.08323733075740117	0.11386386386386387	Genus	MPA_db2019	NAFLD	ZicoSeq
Coriobacteriaceae	0.007912820274141256	0.4242663716347927	Genus	MPA_db2019	NAFLD	ZicoSeq
Eggerthellaceae	0.004327983801619518	0.4295724295724296	Genus	MPA_db2019	NAFLD	ZicoSeq
Enterobacteriaceae	0.02731239747654337	0.3779891002113225	Genus	MPA_db2019	NAFLD	ZicoSeq
Erysipelotrichaceae	1.3817905154486264e-5	0.9722222222222222	Genus	MPA_db2019	NAFLD	ZicoSeq
Eubacteriaceae	0.008024651647100534	0.33769063180827885	Genus	MPA_db2019	NAFLD	ZicoSeq
Firmicutes unclassified	0.05761285454854582	0.085995085995086	Genus	MPA_db2019	NAFLD	ZicoSeq
Lachnospiraceae	6.666538089383291e-4	0.46350698524611567	Genus	MPA_db2019	NAFLD	ZicoSeq
Lactobacillaceae	0.04665339016390995	0.24331474331474331	Genus	MPA_db2019	NAFLD	ZicoSeq
Odoribacteraceae	0.15154660239500192	0.012012012012012012	Genus	MPA_db2019	NAFLD	ZicoSeq
Oscillospiraceae	0.08121443692990012	0.085995085995086	Genus	MPA_db2019	NAFLD	ZicoSeq
Peptostreptococcaceae	0.01944990731430151	0.3320195195195195	Genus	MPA_db2019	NAFLD	ZicoSeq
Prevotellaceae	0.10880263430298853	0.0731981981981982	Genus	MPA_db2019	NAFLD	ZicoSeq
Rikenellaceae	0.09957632944808384	0.03228228228228228	Genus	MPA_db2019	NAFLD	ZicoSeq
Ruminococcaceae	0.02140027586018391	0.06778206778206779	Genus	MPA_db2019	NAFLD	ZicoSeq
Streptococcaceae	0.044671077086857386	0.05645645645645646	Genus	MPA_db2019	NAFLD	ZicoSeq
Tannerellaceae	0.14046253700820008	0.016683350016683352	Genus	MPA_db2019	NAFLD	ZicoSeq
Veillonellaceae	0.014159181748666762	0.4542724542724543	Genus	MPA_db2019	NAFLD	ZicoSeq
Acidaminococcaceae	0.09612138814490154	0.06017128239350462	Genus	MPA_db2022	NAFLD	ZicoSeq
Akkermansiaceae	0.007454681009854468	0.7496162829496164	Genus	MPA_db2022	NAFLD	ZicoSeq
Bacteroidaceae	0.10504948944130756	0.021021021021021023	Genus	MPA_db2022	NAFLD	ZicoSeq
Barnesiellaceae	0.06376603282618944	0.25558892225558894	Genus	MPA_db2022	NAFLD	ZicoSeq
Bifidobacteriaceae	0.05512221463836982	0.04604604604604605	Genus	MPA_db2022	NAFLD	ZicoSeq
Clostridia unclassified	2.96511212666132e-6	0.9890146556813224	Genus	MPA_db2022	NAFLD	ZicoSeq
Clostridiaceae	0.006728120236084532	0.38043599154710267	Genus	MPA_db2022	NAFLD	ZicoSeq
Coprobacillaceae	0.03791532648341066	0.3885248885248886	Genus	MPA_db2022	NAFLD	ZicoSeq
Coriobacteriaceae	0.028274152167601867	0.06017128239350462	Genus	MPA_db2022	NAFLD	ZicoSeq
Corynebacteriaceae	0.0457428737485412	0.3885248885248886	Genus	MPA_db2022	NAFLD	ZicoSeq
Desulfovibrionaceae	0.03812538879281489	0.25558892225558894	Genus	MPA_db2022	NAFLD	ZicoSeq
Eggerthellaceae	0.0054893653291056355	0.6907597252424839	Genus	MPA_db2022	NAFLD	ZicoSeq
Enterobacteriaceae	0.004916626046419148	0.7653903903903904	Genus	MPA_db2022	NAFLD	ZicoSeq
Enterococcaceae	0.0022574355675385157	0.8632346632346632	Genus	MPA_db2022	NAFLD	ZicoSeq
Erysipelotrichaceae	0.008771614094255118	0.5305305305305306	Genus	MPA_db2022	NAFLD	ZicoSeq
Eubacteriaceae	0.01262918244502149	0.3885248885248886	Genus	MPA_db2022	NAFLD	ZicoSeq
Eubacteriales Family XIII Incertae Sedis	0.0028388842104004634	0.7653903903903904	Genus	MPA_db2022	NAFLD	ZicoSeq
Eubacteriales unclassified	0.006364001025077263	0.4114549331940637	Genus	MPA_db2022	NAFLD	ZicoSeq
FGB13380	0.05368241083522945	0.38043599154710267	Genus	MPA_db2022	NAFLD	ZicoSeq
FGB1354	3.027234840824186e-4	0.9354354354354354	Genus	MPA_db2022	NAFLD	ZicoSeq
FGB14936	0.011140271027175524	0.6907597252424839	Genus	MPA_db2022	NAFLD	ZicoSeq
FGB4806	2.7909021174308494e-4	0.9354354354354354	Genus	MPA_db2022	NAFLD	ZicoSeq
FGB76222	0.02698412698412698	0.5575575575575575	Genus	MPA_db2022	NAFLD	ZicoSeq
FGB76783	0.009884271330211969	0.6907597252424839	Genus	MPA_db2022	NAFLD	ZicoSeq
FGB9119	0.05731532519751927	0.3608608608608609	Genus	MPA_db2022	NAFLD	ZicoSeq
Firmicutes unclassified	0.03321346446991619	0.24816483149816482	Genus	MPA_db2022	NAFLD	ZicoSeq
Lachnospiraceae	0.0217486837784484	0.06017128239350462	Genus	MPA_db2022	NAFLD	ZicoSeq
Lactobacillaceae	0.024564642336909498	0.44144144144144143	Genus	MPA_db2022	NAFLD	ZicoSeq
Odoribacteraceae	0.050867251209595774	0.1882791882791883	Genus	MPA_db2022	NAFLD	ZicoSeq
Oscillospiraceae	0.0034793445117098443	0.25558892225558894	Genus	MPA_db2022	NAFLD	ZicoSeq
Peptostreptococcaceae	0.07260930309807868	0.06017128239350462	Genus	MPA_db2022	NAFLD	ZicoSeq
Prevotellaceae	0.08122440448213016	0.13733733733733733	Genus	MPA_db2022	NAFLD	ZicoSeq
Rikenellaceae	0.08607674417925028	0.04604604604604605	Genus	MPA_db2022	NAFLD	ZicoSeq
Ruminococcaceae	0.0011181761228554385	0.8632346632346632	Genus	MPA_db2022	NAFLD	ZicoSeq
Selenomonadaceae	0.0018129291413150825	0.8632346632346632	Genus	MPA_db2022	NAFLD	ZicoSeq
Streptococcaceae	0.0483758475424289	0.06017128239350462	Genus	MPA_db2022	NAFLD	ZicoSeq
Sutterellaceae	0.0359094724711581	0.3885248885248886	Genus	MPA_db2022	NAFLD	ZicoSeq
Tannerellaceae	0.10778953785996576	0.04604604604604605	Genus	MPA_db2022	NAFLD	ZicoSeq
Veillonellaceae	6.137684617883312e-4	0.9145256367478589	Genus	MPA_db2022	NAFLD	ZicoSeq
Acidaminococcaceae	0.09620900747842137	0.07722007722007722	Genus	MPA_db2023	NAFLD	ZicoSeq
Akkermansiaceae	0.013666894315904166	0.6834751418084751	Genus	MPA_db2023	NAFLD	ZicoSeq
