Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Monoglobus	-2.345204027115011	0.02853033661406701	Genus	MPA_db2019	NAFLD	radEmu
Prevotella	-2.3419330812276526	0.01317952243671699	Genus	MPA_db2019	NAFLD	radEmu
Ralstonia	2.222150546176113	0.033113146550372924	Genus	MPA_db2019	NAFLD	radEmu
Campylobacter	-10.892574134974582	0.042250276600977736	Genus	MPA_db2022	NAFLD	radEmu
Faecalibacillus	2.2627971819622297	0.01856440921389713	Genus	MPA_db2022	NAFLD	radEmu
Fusicatenibacter	2.325497789780768	0.002602316560367797	Genus	MPA_db2022	NAFLD	radEmu
GGB12785	4.946412835193971	0.03532038310723211	Genus	MPA_db2022	NAFLD	radEmu
GGB3277	-3.265134033430998	0.024770826442986196	Genus	MPA_db2022	NAFLD	radEmu
GGB4456	3.1695192593959787	0.023387993710378294	Genus	MPA_db2022	NAFLD	radEmu
GGB9635	-2.7531451305812897	0.04688560390800331	Genus	MPA_db2022	NAFLD	radEmu
Kluyvera	2.724404062818869	0.009322754122237268	Genus	MPA_db2022	NAFLD	radEmu
Ralstonia	2.648442153837402	0.026093158454319747	Genus	MPA_db2022	NAFLD	radEmu
Romboutsia	2.1886199812403078	0.0350402629540804	Genus	MPA_db2022	NAFLD	radEmu
Saccharibacteria unclassified	3.818458337101192	0.048888540395810746	Genus	MPA_db2022	NAFLD	radEmu
Actinomyces	4.2789741318935475	0.037372118821518883	Genus	MPA_db2023	NAFLD	radEmu
Campylobacter	-4.6819984527416	0.04028984422711488	Genus	MPA_db2023	NAFLD	radEmu
Faecalibacillus	2.2322979922305226	0.02131557227536317	Genus	MPA_db2023	NAFLD	radEmu
Fusicatenibacter	2.2824475350592337	0.0013980459048258632	Genus	MPA_db2023	NAFLD	radEmu
GGB12785	4.7360058165953465	0.035109928639221015	Genus	MPA_db2023	NAFLD	radEmu
GGB3277	-3.2602594435875316	0.02085372206809085	Genus	MPA_db2023	NAFLD	radEmu
GGB4456	3.197009922036151	0.02341874912321269	Genus	MPA_db2023	NAFLD	radEmu
