Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Abiotrophia	0.38200130727319104	0.63450181158271	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Actinomyces	0.0025101267658418323	0.9974578553247917	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Aggregatibacter	-0.04842052038003758	0.9619276090553661	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Allisonella	0.04023022388418086	0.9960789662261422	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Alloprevotella	0.025524570674262743	0.9619276090553661	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Alloscardovia	1.2185394861853347	0.3825469849885595	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Anaeroglobus	-0.34773254932875397	0.691194252895018	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Arachnia	-0.22870227537670137	0.6923057843737601	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Bacteroides	-0.09503841996460008	0.9583659374335258	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Bergeyella	0.051975377196052046	0.9919695458099358	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Bifidobacterium	8.154257094807313	9.880418950840262e-18	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Bulleidia	-0.013085905425410127	0.9960789662261422	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Butyrivibrio	-0.40628483696193224	0.5259447313598763	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
CAG-793	0.7178459081671782	0.08172596535875533	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
CAJPNN01	-0.6506395912559931	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
CAJPNX01	-1.289601697720312	0.08470139758883953	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
CAJPPJ01	-6.9281569456270065	6.074577054205172e-13	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
CAJPQU01	0	NA	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
CAJPSE01	-0.0020227487071301587	0.9974578553247917	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
CALIQN01	-0.07280732884892462	0.9619276090553661	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Campylobacter	-0.06646358601853977	0.9287467702014154	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Capnocytophaga	0.020294909359961765	0.9701829544760743	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Cardiobacterium	-0.07706028178903715	0.8983355196463767	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Catonella	0.5125209800085746	0.06903420916795805	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Centipeda	-0.4333931550403821	0.11189299621727967	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Corynebacterium	-0.13148215383281317	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Cutibacterium	0.9772296186476349	0.08172596535875533	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Dialister	0.07834340592342198	0.9619276090553661	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Eggerthia	0	NA	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Eikenella	-0.18856579643114876	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Eubacterium	-0.13860272614653474	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
F0058	-0.4036485123435406	0.49396894777154554	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
F0422	-0.7154665005414603	0.46910529357005415	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
F0428	0.3258643149356662	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Filifactor	-0.15938069564992086	0.9619276090553661	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Fretibacterium	2.5833020254318004	0.04830902381249907	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Fusobacterium	0.09724101287882843	0.8340116642228671	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
GCA-2749205	-0.3190411056374844	0.8340116642228671	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
GN02-873	-7.6047620408603525	3.343287372755823e-18	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Gallibacter	0.3420536090841244	0.8505982962363072	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Gemella	-0.07346429831902605	0.9287467702014154	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Granulicatella	0.18021583473132724	0.49396894777154554	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
HOT-345	0.06186786172917903	0.9664018947531914	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Haemophilus	0.10336884640871	0.8371616675840154	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Hornefia	0	NA	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
JABCPE02	0.16060437542122857	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
JABCPH02	0.7356872524503056	0.49396894777154554	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
JABCPO02	-0.5530153664776639	0.5259447313598763	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
JABZIP01	0.46908787120415296	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Johnsonella	-1.328260553379326	0.19611903213541793	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Kingella	-0.11906764888088592	0.8249701899907763	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Lachnoanaerobaculum	-0.049879399952405694	0.9619276090553661	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Lancefieldella	0.38084301724232383	0.63450181158271	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Lautropia	-0.14184811674930145	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Leptotrichia	-0.10139933243972768	0.8249701899907763	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Mesocricetibacter	1.3729763925393157	0.14373360285732267	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Mobiluncus	0.7277484867091973	0.5259447313598763	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Mogibacterium	0.17709377700150086	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Moraxella	-7.026968349197733	3.2687123964397854e-13	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Moryella	0.4000679334217752	0.14373360285732267	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Nanogingivalis	0.06410458463725413	0.9619276090553661	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Nanoperiomorbus	0	NA	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Nanosynbacter	-0.22362700838322322	0.6636619868925684	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Nanosyncoccus	0.10096260118263545	0.8340116642228671	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Neisseria	0.2159639494414417	0.5259447313598763	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Olsenella	0.44282670219693476	0.8249701899907763	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Oribacterium	0.1173235166029109	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Ottowia	-0.8554722057075866	0.27007794468464924	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Parvimonas	-0.9122969362072049	0.20048986422033865	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Pauljensenia	0.3121135148984172	0.11189299621727967	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Peptidiphaga	0.03775439795786772	0.9686712795393542	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Peptoanaerobacter	-0.11689797056242929	0.9619276090553661	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Peptostreptococcus	-0.2823391678105332	0.5259447313598763	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Porphyromonas	0.2027294989934563	0.63450181158271	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Prevotella	-0.0780928865986212	0.8249701899907763	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Propionibacterium	7.3235181947336905	1.9023576486272713e-14	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Pseudoleptotrichia	-0.3748552776763485	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Rodentibacter	-6.634074263864691	5.840974269102109e-12	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Rothia	0.15595838852208282	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
SDRK01	-1.5921202700795551	0.302448634947789	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
SDRW01	-0.7810439273413898	0.4013667901136564	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Saccharimonas	0.34746900676939557	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Scardovia	1.6087155525892047	0.2819721260664811	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Selenomonas	-0.5093596744761519	0.1401295956836139	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Shuttleworthia	0.8956693755534162	0.6696536936630727	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Simonsiella	0.29532926038079305	0.9287467702014154	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Slackia	0.7345396408011974	0.49396894777154554	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Streptococcus	0.25242668269209123	0.1880166250452541	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Tannerella	-0.4631937415588422	0.11189299621727967	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Treponema	0.1618358886022103	0.746539958627891	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
VGLK01	-1.0476926506716149	0.6079050115313196	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Veillonella	7.037791317464076e-4	0.9974578553247917	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Xanthomonas	-6.332375291485225	5.387762351945683e-11	Genus	SM_gtdb_rs220	P19_Saliva	DESeq2
Abiotrophia	0.40678096970140265	0.5838603424021523	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Actinomyces	-7.291073852914664e-4	0.9979911666182807	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Aggregatibacter	7.070578816509732e-4	0.9979911666182807	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Allisonella	0.08509825833598685	0.9689595920947518	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Alloprevotella	0.045468132956069676	0.911331594768808	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Alloscardovia	1.1799095458095588	0.3930471333439824	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Anaeroglobus	-0.3802470140588611	0.6029431961885751	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Arachnia	-0.20654251725221287	0.723362061733312	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Bacteroides	-0.08162750364938726	0.911331594768808	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Bergeyella	-0.23314771939003015	0.9110778599024967	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Bifidobacterium	8.168145664900326	8.009415461895107e-18	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Bulleidia	-0.004607079600076021	0.9979911666182807	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Butyrivibrio	-0.419908410320728	0.5147017337792126	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
CAG-793	0.6937596769137492	0.0757704433816505	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
CAJPNN01	-0.6627524710740568	NA	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
CAJPNX01	-1.3851927948075065	0.05267645063995094	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
CAJPPJ01	-6.357236489187632	5.001655599674622e-11	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
CAJPSE01	0.019941857060259895	0.9979911666182807	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Campylobacter	-0.08547484754444495	0.8104168052277294	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Capnocytophaga	0.036114001531239295	0.9173365181249481	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Cardiobacterium	-0.09449933495370806	0.819048871714318	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Catonella	0.4925464534675642	0.06650334574494576	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Centipeda	-0.44860779211514284	0.07817920386107217	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
Corynebacterium	-0.1249654631641331	0.8020556988555896	Genus	SM_gtdb-rs214-full	P19_Saliva	DESeq2
