Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Enterococcus	11.560209668782539	4.234287661482038e-9	Genus	MPA_db2019	NAFLD	edgeR
Sutterella	-12.342726017686497	4.234287661482038e-9	Genus	MPA_db2019	NAFLD	edgeR
Intestinimonas	-13.03946125737123	4.234287661482038e-9	Genus	MPA_db2019	NAFLD	edgeR
Anaerotignum	-15.405994891435059	4.234287661482038e-9	Genus	MPA_db2019	NAFLD	edgeR
Peptostreptococcaceae unclassified	11.887306395286545	5.014443601363976e-9	Genus	MPA_db2019	NAFLD	edgeR
Faecalicoccus	9.195358748567962	1.9481650050832564e-8	Genus	MPA_db2019	NAFLD	edgeR
Butyricicoccus	8.537572408611021	2.7423917974723354e-8	Genus	MPA_db2019	NAFLD	edgeR
Anaerofilum	8.142535809749784	9.656030819701447e-8	Genus	MPA_db2019	NAFLD	edgeR
Peptostreptococcus	-10.271033448995835	9.870862678629488e-8	Genus	MPA_db2019	NAFLD	edgeR
Granulicatella	7.333293526519129	9.870862678629488e-8	Genus	MPA_db2019	NAFLD	edgeR
Mitsuokella	7.614209234830782	1.3822611387732178e-7	Genus	MPA_db2019	NAFLD	edgeR
Butyrivibrio	-10.157336635938595	2.935644905040569e-7	Genus	MPA_db2019	NAFLD	edgeR
Allisonella	-10.159378276824869	2.935644905040569e-7	Genus	MPA_db2019	NAFLD	edgeR
Clostridioides	-9.863672811427445	3.1049478320978625e-7	Genus	MPA_db2019	NAFLD	edgeR
Abiotrophia	6.000169128713581	4.938635077514016e-7	Genus	MPA_db2019	NAFLD	edgeR
Peptococcus	-8.583851828077421	6.258395526950493e-7	Genus	MPA_db2019	NAFLD	edgeR
Veillonellaceae unclassified	-8.660578943613837	6.258395526950493e-7	Genus	MPA_db2019	NAFLD	edgeR
Bacillus	6.227847936376515	6.258395526950493e-7	Genus	MPA_db2019	NAFLD	edgeR
Eggerthia	6.148857362092954	7.288424327932461e-7	Genus	MPA_db2019	NAFLD	edgeR
Victivallis	-7.896704298678912	9.532255015394233e-7	Genus	MPA_db2019	NAFLD	edgeR
Solobacterium	5.853886005691298	1.0247657360336148e-6	Genus	MPA_db2019	NAFLD	edgeR
Criibacterium	-6.803932318171014	1.4144287717362595e-6	Genus	MPA_db2019	NAFLD	edgeR
Pseudoramibacter	5.555696876655604	1.598859337098285e-6	Genus	MPA_db2019	NAFLD	edgeR
Fretibacterium	5.095571344916844	2.0585309137410197e-6	Genus	MPA_db2019	NAFLD	edgeR
Sanguibacteroides	-6.873081112350556	2.57514057028288e-6	Genus	MPA_db2019	NAFLD	edgeR
Pseudoflavonifractor	4.785268560880987	8.464156154043035e-6	Genus	MPA_db2019	NAFLD	edgeR
Desulfovibrio	-9.506328764999388	1.2743747865328417e-5	Genus	MPA_db2019	NAFLD	edgeR
Eubacteriaceae unclassified	-5.255985529273955	1.9098924444369215e-5	Genus	MPA_db2019	NAFLD	edgeR
Flavonifractor	-5.038908792838755	1.9411206104733094e-5	Genus	MPA_db2019	NAFLD	edgeR
Mobiluncus	-4.682237436599082	5.518362944057402e-5	Genus	MPA_db2019	NAFLD	edgeR
Harryflintia	-5.994387159842009	1.4829029759481655e-4	Genus	MPA_db2019	NAFLD	edgeR
Campylobacter	-7.261535015528983	2.184535969469568e-4	Genus	MPA_db2019	NAFLD	edgeR
Lawsonella	-6.576218878077563	3.058034387340752e-4	Genus	MPA_db2019	NAFLD	edgeR
Sarcina	15.221956264473114	2.1986959517063245e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB4266	13.882602185766816	2.1986959517063245e-9	Genus	MPA_db2022	NAFLD	edgeR
Sanguibacter	12.452401969333593	2.1986959517063245e-9	Genus	MPA_db2022	NAFLD	edgeR
Peptacetobacter	15.382445846222677	2.1986959517063245e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB4706	-16.411859373716215	2.1986959517063245e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB32387	14.006242201538884	3.5843681323745603e-9	Genus	MPA_db2022	NAFLD	edgeR
Longibaculum	-11.121837483602647	4.704643084885194e-9	Genus	MPA_db2022	NAFLD	edgeR
Campylobacter	-11.80225177928063	4.704643084885194e-9	Genus	MPA_db2022	NAFLD	edgeR
Baileyella	14.105187001501712	4.704643084885194e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB4559	-15.881854998184492	4.704643084885194e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB58714	-15.829030374500356	4.704643084885194e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB4717	-15.732483445839033	4.704643084885194e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB1627	-15.239803752524363	6.8309356379056536e-9	Genus	MPA_db2022	NAFLD	edgeR
Olsenella	12.55626064122626	6.8309356379056536e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB74818	13.059890279140644	6.8309356379056536e-9	Genus	MPA_db2022	NAFLD	edgeR
Limosilactobacillus	9.151863846512246	6.8309356379056536e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB9184	12.91535029162664	6.8309356379056536e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB3306	-14.094875757010351	6.8309356379056536e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB4596	12.886695606389504	6.8309356379056536e-9	Genus	MPA_db2022	NAFLD	edgeR
Granulicatella	10.064563181068923	6.8309356379056536e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB79890	-14.020370316344154	6.883219495742825e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB9414	10.413043196347697	6.975173395370403e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB4599	-14.911238919334902	6.975173395370403e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB10692	12.19529611687654	7.774546947476067e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB4546	12.1226845924394	7.774546947476067e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB3817	10.44370518492851	7.774546947476067e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB4727	-14.56290740619604	7.774546947476067e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB3722	11.886083233717637	7.774546947476067e-9	Genus	MPA_db2022	NAFLD	edgeR
Tyzzerella	11.827192293108835	7.774546947476067e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB1455	-12.360563700063137	7.774546947476067e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB3637	11.755193002324683	7.774546947476067e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB1562	11.56833747533183	7.774546947476067e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB1266	-14.455811315393328	7.798529486157562e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB1663	11.323590391523332	8.820445153012953e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB9813	-13.45295576007957	9.792752119669623e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB4605	-14.054497638386652	9.792752119669623e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB9480	10.091646367400061	9.83886241805487e-9	Genus	MPA_db2022	NAFLD	edgeR
GGB4642	-13.968393066120683	1.0082964405221202e-8	Genus	MPA_db2022	NAFLD	edgeR
Acinetobacter	10.771704292759726	1.1369787569459394e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB4569	-13.649832990235653	1.200030560216863e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB1495	-13.628878899102018	1.200030560216863e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB27106	10.60077287402583	1.2271304686169511e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB3815	-10.636980896876956	1.238916612245236e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9364	-13.158486479666692	1.5789986988840444e-8	Genus	MPA_db2022	NAFLD	edgeR
Faecalicoccus	9.024226947313876	1.6420434290098805e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB3360	-12.965674904694684	1.660672147881006e-8	Genus	MPA_db2022	NAFLD	edgeR
Mitsuokella	9.966090702787266	1.660672147881006e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB45497	-12.96112863970763	1.660672147881006e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB3118	9.773283948862874	1.773378220675749e-8	Genus	MPA_db2022	NAFLD	edgeR
Timburyella	-11.460759461684823	1.7746633978600185e-8	Genus	MPA_db2022	NAFLD	edgeR
Klebsiella	9.670169886271257	1.79486976309054e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9616	-11.040328623569202	2.0480983702390274e-8	Genus	MPA_db2022	NAFLD	edgeR
Coprobacter	-10.726277094775599	2.0514000638965902e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB1154	-12.44715317373223	2.107260491743326e-8	Genus	MPA_db2022	NAFLD	edgeR
Allisonella	-10.848129763392839	2.171724540741052e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB3510	-10.534672350868647	2.171724540741052e-8	Genus	MPA_db2022	NAFLD	edgeR
Drancourtella	8.39771331652756	2.171724540741052e-8	Genus	MPA_db2022	NAFLD	edgeR
Abiotrophia	7.51462750030684	2.171724540741052e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB6020	8.400734054979669	2.1863849699230226e-8	Genus	MPA_db2022	NAFLD	edgeR
Mobiluncus	-10.348170567795725	2.2155795054239802e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB79930	-12.034820761767236	2.2155795054239802e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB4578	-11.97450496277885	2.306433662532873e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB48165	9.238309149297542	2.3108401194845103e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB4699	-11.81664736182497	2.328356899293399e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9264	-11.672969445438504	2.4099900192925563e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9095	-11.627177201072984	2.4099900192925563e-8	Genus	MPA_db2022	NAFLD	edgeR
Allochristensenella	-7.734871638971551	2.4099900192925563e-8	Genus	MPA_db2022	NAFLD	edgeR
Veillonellaceae unclassified	-9.298143369881686	2.4099900192925563e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9412	-11.527734852321268	2.4099900192925563e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB3678	-10.178965946762894	2.544829410613945e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB2970	-10.233473475494769	2.544829410613945e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB3627	-10.06223111091311	2.7460663145310238e-8	Genus	MPA_db2022	NAFLD	edgeR
Massilicoli	8.836644867411046	2.807355573540778e-8	Genus	MPA_db2022	NAFLD	edgeR
Victivallis	-9.765858457338405	2.807355573540778e-8	Genus	MPA_db2022	NAFLD	edgeR
Frisingicoccus	-11.015405880627828	2.9093503934763855e-8	Genus	MPA_db2022	NAFLD	edgeR
Isoptericola	8.728361719105825	2.9513386782793226e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB3004	-10.892143742468146	2.9795234979104493e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB4586	-10.865408044798263	2.9795234979104493e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB4773	-10.8289711548878	2.9795234979104493e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9210	-10.839196697550864	2.9795234979104493e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB47687	-10.84328400806118	2.9795234979104493e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB79996	8.640120299270542	3.099352211480126e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9513	-10.708730671456024	3.2237505723737116e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB2993	-9.664839047518297	3.319228273744925e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9200	8.500269621085732	3.336958779106669e-8	Genus	MPA_db2022	NAFLD	edgeR
Negativibacillus	8.378871577969662	3.5760450718759424e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB3002	-10.36933920462965	3.983843696124123e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB4571	-10.298562728715156	4.007098323906193e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9469	-10.321025662598856	4.056531066867949e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB6127	-10.210950882016917	4.1571684643970584e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB4774	-10.111137035945898	4.4239654689523286e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB6128	-10.095371955910567	4.4324592184346627e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB3733	-9.851729070736354	4.9755064746655134e-8	Genus	MPA_db2022	NAFLD	edgeR
Clostridioides	-9.801837001664664	5.1333240450715434e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB51139	-9.623353041392559	5.3244744048785765e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB77437	-8.902355423501005	5.568489145767393e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9677	-9.410852115728105	6.388995598476033e-8	Genus	MPA_db2022	NAFLD	edgeR
Lancefieldella	6.813981838066321	6.663783132729049e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB4593	-9.339363032188055	6.663783132729049e-8	Genus	MPA_db2022	NAFLD	edgeR
Lawsonella	-9.337697921030543	6.663783132729049e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9380	7.577476096652066	6.663783132729049e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9627	-9.292000784693577	6.663783132729049e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB79751	7.540328401881606	6.663783132729049e-8	Genus	MPA_db2022	NAFLD	edgeR
Emergencia	7.459619308277968	7.08439715829471e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB38873	-9.182507939019336	7.266977985657109e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9724	7.373256323894532	7.503812835160932e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB34228	-8.426629543801	8.048355160583701e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9580	7.317412918259614	8.048355160583701e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB1420	-9.021731348067245	8.09275946234824e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9383	7.2900890615417655	8.09275946234824e-8	Genus	MPA_db2022	NAFLD	edgeR
Enorma	7.25852040178084	8.272326019573148e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9589	-8.965378390671479	8.310837819056836e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB3569	-8.930021405695829	8.421838186682676e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9523	7.13228194443888	9.367077547248813e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9691	-8.74308877314683	9.367077547248813e-8	Genus	MPA_db2022	NAFLD	edgeR
Peptococcus	-8.740480441393217	9.367077547248813e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9710	-8.7305403829386	9.367077547248813e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB53985	7.0971576129480844	9.435294941589337e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB3451	7.040746674238773	9.490870027227287e-8	Genus	MPA_db2022	NAFLD	edgeR
GGB9561	6.455529837844207	1.0900171638376663e-7	Genus	MPA_db2022	NAFLD	edgeR
GGB3490	6.868766376896033	1.1542612371097099e-7	Genus	MPA_db2022	NAFLD	edgeR
Finegoldia	-7.558236772691455	1.200866978039364e-7	Genus	MPA_db2022	NAFLD	edgeR
GGB9695	-8.35039420228891	1.2338793206941992e-7	Genus	MPA_db2022	NAFLD	edgeR
Kallipyga	-8.344946341230049	1.244535287338137e-7	Genus	MPA_db2022	NAFLD	edgeR
GGB41458	-8.304553739686456	1.2832984951549874e-7	Genus	MPA_db2022	NAFLD	edgeR
