feature	Alcaligenaceae	Alicyclobacillaceae	Bacillaceae	Burkholderiaceae	Burkholderiales.unclassified	Comamonadaceae	Corynebacteriaceae	Enterobacteriaceae	FGB796	Lactobacillaceae	Lawsonellaceae	Micrococcaceae	Moraxellaceae	Oxalobacteraceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Staphylococcaceae	Streptococcaceae	Thermaceae
SRR20002365	0	0	0	0.00247321117169061	0.0483230676787783	0	0	0	0	0	0.00392677573804688	0.0283028444352597	0.00613878769018379	0	0	0.376979864327914	0.533855448958127	0	0	0
SRR20002368	7.1796676952321e-05	0	0	0.000561519790588741	0.00346735716340327	0	0	0	0	0	0.000143042484260507	0	0.000267722647049831	0	0	0.00825487342897716	0.0377619304822708	0.949471757326497	0	0
SRR20002369	0	0	0	0	0	0	0	0.675399857306709	0	0.0953561461974044	0	0	0	0	0.00596286361953272	0	0	0.223281132876354	0	0
SRR20002371	0	0	0	0	0.00451914985115351	0	0	0.0302067538861352	0.0189255619279235	0	0	0	0	0	0	0.269907058993627	0.188829284387616	0.309563618433979	0.155423165184381	0.0226254073351845
SRR20002373	0.0147231764596281	0.0017090632152864	0.00458284611872203	0.0216488303298354	0.0766304509027622	0	0	0	0.00500979860125019	0	0.00229560067660689	0	0.0319249332312324	0	0	0.0621416387706275	0.754189001252867	0	0	0.0251446604411814
SRR20002375	0	0.000386780565485274	0.0005308160364863	0.0139230931164139	0.0635720192463621	0	0	0	0.00327655515500936	0	0	0	0.0110252605984422	0	0	0.133612540554043	0.75986768881489	0	0	0.0138052459128676
SRR20002377	0	0	0	0	0.00643950728106922	0	0	0	0	0	0	0	0	0	0	0.053124376620786	0.0985157340913625	0.841920382006782	0	0
SRR20002378	0	0	0	0.00546097969826783	0.0706202272303967	0	0	0	0	0	0	0	0	0	0	0.0447606630657478	0.879158130005588	0	0	0
SRR20002379	0.000731403924152452	0	0	0.0202213086712435	0.0906335731877982	4.25996909228579e-05	0	0	0	0	0	0	0.00972889556696693	0.00346674100130683	0	0.0233332707081467	0.851842207249462	0	0	0
SRR20002380	0	0	0.00064790379789341	0	0.000204946767773739	0	0	0	0	0	0	0	0	0	0	0	0.00701508867816839	0.992132060756164	0	0
SRR20002382	0	0.00304855335800405	0.0123882681385469	0.036667379224626	0.0419987634772658	0	0	0	0.0268427836866042	0	0	0.0015498775637686	0.00719717673442794	0	0	0.155349240869764	0.647903863557524	6.11861145921203e-05	0	0.0669929072748754
SRR20002384	0	7.2962779696183e-05	0.000411244758287577	0.000747757942219669	0.00723613895120205	0	0.885209206399322	0	0.00350177122675196	0	0	0	0.0020425156328283	0	0	0.0170458741316876	0.0786742176510672	0	0	0.0050583105269372
SRR20002386	0	0	0	0	0.0338118612379184	0	0	0	0	0	0	0	0	0	0	0.128614559316099	0.837573579445982	0	0	0
SRR20002388	0	7.81510926038838e-05	0.000317765291625226	0.0233450584548054	0.0857737732305966	0	0	0	0	0	0	0.0055067029307397	0.0114166949902938	0.000992371421177619	0	0.0806475039204569	0.783244995565294	0	0	0.00867698310240668
SRR20002391	0.00148554588391707	0	0	0.0199109839752336	0.0541484571560206	0.000437016344458927	0.000385679728361408	0	0	0	0.00782305709667971	0.00154093225627286	0.0153109373077482	0.00222426906961733	0	0.373309628760035	0.523423492421655	0	0	0
SRR20002394	0	0	0	0	0	0	0.989703227397965	0	0	4.87989596215506e-05	0	0	0	0	0	0	0.00105398067907018	0.00919399296334372	0	0
SRR20002396	0	0.000609921672367126	0.00195504273487716	0.0135274104740567	0.0647211166248375	0	0	0.128067407161301	0.00407669191916746	0	0	0.00162602728535778	0.0200764000350003	0.000852405090020758	0	0.0633378956378492	0.649129723462353	0.00183622263141972	0.0298041502441463	0.0203795850272463
SRR20002397	0.00997797672002439	0	0	0.0156579921487629	0.0805069087153709	0.000332526642569631	0	0	0	0	0	0.0723365206950398	0.0225474215965012	0.000380119323872862	0	0.0759983575859001	0.722154237615016	0.000107938956942621	0	0
SRR20002401	0	0	0	0.0118870218916973	0.0469795442826864	0.000943326155825712	0	0.0106487493303604	0	0	0	0.000504135887765358	0.00772135243332579	0	0	0.193265785104632	0.497571715572632	0.116081145425442	0.114397223915632	0
SRR20002402	0	0	0	0.0559999339214326	0.0684392242376185	0	0	0	0	0	0	0	0	0	0	0.0334687943965375	0.842092047444411	0	0	0
SRR20002403	0	0	0	0.0441293409802611	0.0620034481545336	0	0	0	0	0	0	0	0	0	0	0	0.893867210865205	0	0	0
SRR20002406	0	0	0.00113328586506343	0.00637044024149291	0.0321853185678014	0	0	0	0.00635555870993148	0	0	0.00222879553462475	0.0018510335796036	0	0	0.530500271301768	0.403082308606333	0	0	0.0162929875933816
SRR20002410	0	0	0	0.00316032569641645	0.0144313445632189	0	0.786830406922288	0	0	0	0	7.33461193460301e-05	0.00349533905234831	9.71340499447426e-05	2.42835124861857e-05	0.00718940644157337	0.184698413642378	0	0	0
SRR20002412	0	0	0	0.00613964545855689	0.0209449802073274	0	0.107305302773532	0	0	0.0025883955464888	0.00377507658069591	0.0112672746225323	0.00101921072321594	9.9522929443439e-05	0.0102352738039662	0.0553131654846487	0.226658475676436	0.49503464517078	0.0596190310223763	0
SRR20002416	0	0	0	0	0.0540602843691538	0	0	0	0	0	0	0	0.0398832023595961	0	0	0.0474283535729379	0.858628159698312	0	0	0
SRR20002417	0	0	0	0	0.0146281054843775	0	0	0	0	0	0	0	0.0161852052284023	0	0	0.010421612146042	0.958765077141178	0	0	0
SRR20002419	0	0	0	0.0311407206144654	0.0532757858308463	0.00175721145338571	0	0	0	3.70971600205186e-05	0.00432245874859766	0	0.0102929694912103	0.0022697492274623	0	0.382013761767155	0.514106088496768	0.000784157210088893	0	0
SRR20002420	0	0	0	0.00109956851787745	0.0471222676920034	0	0	0	0	0	0	0	0	0	0	0.102017240739825	0.849760923050294	0	0	0
SRR20002421	0	0	0	0	0.00667528336212334	0	0	0	0	0	0	0	0.000533310338816089	0	0	0.0353465720517264	0.23339778671523	0.718006300372755	0.00604074715934919	0
SRR20002422	0	0	0	0.0031807890909954	0.0105812222647059	2.65273521932835e-05	0.000154476949426301	0	0	3.2810146133798e-05	0.00620750014011628	0	0.00208279605472453	0.000246225686335402	0	0.331270582383086	0.104476779890592	0.531494050393592	0.0102462396480997	0
SRR20002425	0	0	7.33036488462006e-06	0.0239654760757834	0.0758751408477253	0.00212873796249366	0	0	0	0	0	0.0239554230039416	0.0243357642219551	0.00288481274059305	0	0.0707168677979165	0.775622138539708	0.000508308444999225	0	0
SRR20002427	0	0	0	0.000591809397424572	0.00202842206438703	0	0.0292277891906641	0	0	9.47057620878608e-05	0	0.000259961800654416	0.000359603178792227	3.50138409190558e-05	0.942360714447262	0.00166132836241311	0.0209014049143987	0	0.00247924704099656	0
SRR20002430	0	0	0	0.0291951755468617	0.0121827920046508	0	0.00117578665366282	0	0	0	0.000230220437328153	0.0207163130071021	0.0001743025630537	0	0	0.15728136363041	0.772661096373197	0.000166997975873704	0.00621595180786014	0
SRR20002433	0	0	0	0.0103966232186054	0.0430045686162686	3.00400909091118e-05	0	0	0	0	0.00815599933865937	0	0.0144334610839795	0.000354748249132793	0	0.441135753922582	0.481733216933714	0.000755588546149032	0	0
SRR20002435	0	0	0	0	0.000142324277135526	0	0.98383534827121	0.00596730245231608	0	0.00137721224306235	0	0	0	0	0	0.000508716700616386	0.00799952382212111	0	0	0.000169572233538795
SRR20002439	0	0	0	0	0.0155415720897922	0	0	0	0	0	0	0.123532880441368	0	0	0	0.141295831078298	0.719629716390543	0	0	0
SRR20002441	0	0	0	0	0	0	0	0.994210465267611	4.81219985672585e-05	0.00026831047100316	0	0	0	0	0.000270669392501555	0	0.00111314135621406	0.00398900365154308	0	0.000100287862560337
SRR20002442	0	0	0	0.0131174525162804	0.0969168572413541	0	0	0	0	0	0	0	0.0184624884613393	0.000939193310291791	0	0.0372021573349261	0.833361851135808	0	0	0
SRR20002443	0	0	0	0.0129207292618331	0.0248308155717628	0	0.261701673123737	0	0	0	0.0155369420977759	0.000102818652325056	0.00455577678714585	0.000296464148712635	0.000120806364718856	0.200107526547421	0.287587767822603	0.192238679621965	0	0
SRR20002446	0.026014544751803	0	0	0.000696665415266762	0.00792025256101367	0	0.0430243959619384	0	0	0	0.000178364087674028	0.00495015785063354	0	0	0	0.127949779262561	0.128840015650419	0.143722487022666	0.516703337436024	0
SRR20002448	0	0	0	0.0154063278471734	0.0564942613528164	0	0	0	0	0	0	0.00472486559351635	0.0134110630482489	0.00188958449553675	0	0.143997035783764	0.551026403797463	0.0175530074573086	0.195497450624173	0
SRR20002450	0.000386263578323096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00996720778238373	0.00304141199431148	0.986605116644982	0	0
SRR20002455	0	0	0	0.0207416676580439	0.0742942495715047	4.58236582260076e-05	0	0	0	0	0.0012660254291929	0	0.0194127815694897	0.0016261523842255	0	0.183403904704415	0.699209395024902	0	0	0
SRR20002456	0	0	0	0.00582198386172788	0.0546409767022768	0	0	0	0	0.0192622915425206	0	0	0.00747841657238761	0	0	0.0270832793567721	0.885713051964315	0	0	0
SRR20002459	0	0	0	0.0054741718146028	0.0381605368769504	0	0	0	0	0	0	0	0.0428843599280019	0	0	0.0283019663716821	0.440294853322482	0.44488411168628	0	0
SRR20002464	0	0	0.00114160992911044	0.0125196047499508	0.0860993368297995	0	0	0	0.00577054097678523	0	0	0	0	0	0	0.0645047714417665	0.810831119463611	0	0	0.0191330166089765
SRR20002465	0	0	0	0.00105642682781148	0.00306683543753929	0	0.935030775746709	0	0	0	0	0	0.000350171405403644	0	0.0255429647765214	0.00318014038229257	0.0301567324736316	0	0.00161595295009152	0
SRR20002466	0	0	0	0.00501478918061675	0.050060569606505	0	0	0	0	0	0	0	0.00826577840283358	0	0	0.0524293876625664	0.428093558414891	0.456135916732588	0	0
SRR20002468	0.00185727925031064	0	0	0	0	0	0.633742674946344	0.35137317192812	0	0	0	0	0	0	0.00676701880567776	0	1.85689239772778e-05	0.00624128614557108	0	0
SRR20002473	0	0	0	0.00128134275971405	0.00523190421479107	0	7.01457338090343e-05	0	0	0	4.05940828340138e-05	0	0.00075309385278335	3.09188092051815e-05	0	0.00486613680521413	0.0574064482543756	0.926323948142637	0.00399546734463693	0
SRR20002474	0.00334119450083173	0	0	0.0330076818916301	0.0649691582046077	0	0	0	0	0	0	0.067436382847583	0.0116453955055698	0	0	0.0679432734662989	0.731955407904162	0.0132892203641521	0.0064122853151646	0
SRR20002475	0.00615701691144619	0	0	0.0159223106171691	0.0570297376480706	0.00358891648954555	0	0.0172724718687072	0	0	0.00141682230078301	0	0.0102919819957966	0	0	0.156803068080292	0.588826068122312	0.00443240976612972	0.138259196199748	0
SRR20002477	0	0.000966238008652268	0.000645654396906443	0.0191377946140956	0.0817034506862135	0	0.00668389408874732	0	0	0	0	0.00261652067564866	0.0146790399642622	0	0	0.100663254088189	0.758882733705702	0	0.00380612020539288	0.01021529956619
SRR20002478	0	0	0	0.0125645969632461	0.0451612184166825	0	0	0	0	0	0	0	0.00196530804067333	0	0	0.0782222321292571	0.844575341142554	0	0	0.0175113033075874
SRR20002479	0	0	0	0	0.00134525943623377	0	0	0	0	0	0	0	0	0	0	0.00877991493486521	0.168654523085335	0.821220302543566	0	0
SRR20002481	0	0	0	0	0	0	0	0	0.100642312324368	0	0	0	0	0	0	0	0.494600562023284	0	0	0.404757125652348
SRR20002482	0	0	0.00119497472081149	0.0101344802658135	0.0710667885966573	0	0	0	0.0127137100544352	0	0	0	0	0	0	0.0891829702419368	0.797164443572792	0	0	0.0185426325475538
SRR20002486	0	0	0	0.0205812189535679	0.0767423183318957	0	0	0	0	0	0	0.000478300960766233	0.0121538415776793	0	0	0.1149742705018	0.775070049674291	0	0	0
SRR20002487	0	0.000973990791282527	0.00394143306681738	0.0239473399045132	0.062247870457525	0.000249871983103894	0	0	0.0106671539453639	0	0	0	0.0153008343939436	0	0	0.173097116485814	0.684215782305409	6.11931387193211e-05	0	0.0252974135275082
