name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829365	118326	S	40877	208900	249777	0.14403
Methylobacterium sp008039875	118308	S	18557	104045	122602	0.07070
Methylobacterium sp022829585	118333	S	4624	21966	26590	0.01533
Methylobacterium sp022829515	118331	S	3602	19576	23178	0.01337
Methylobacterium sp022829385	118327	S	2315	10040	12355	0.00712
Methylobacterium cerastii	118248	S	1271	6680	7951	0.00458
Methylobacterium sp022829635	118335	S	516	3064	3580	0.00206
Methylobacterium sp001455965	118303	S	404	1897	2301	0.00133
Methylobacterium pseudosasicola	118282	S	245	1115	1360	0.00078
Methylobacterium mesophilicum	118269	S	195	4900	5095	0.00294
Methylobacterium sp022829295	118324	S	178	795	973	0.00056
Methylobacterium sp010692745	118311	S	171	705	876	0.00051
Methylobacterium sp022829285	118323	S	161	889	1050	0.00061
Methylobacterium sp022702195	118322	S	136	202	338	0.00019
Methylobacterium sp008000895	118307	S	125	1287	1412	0.00081
Methylobacterium persicinum	118276	S	111	836	947	0.00055
Methylobacterium sp022829465	118330	S	95	401	496	0.00029
Methylobacterium sp022829545	118332	S	91	381	472	0.00027
Methylobacterium sp017833295	118314	S	64	638	702	0.00040
Methylobacterium sp022829605	118334	S	62	255	317	0.00018
Methylobacterium sp022829725	118337	S	55	255	310	0.00018
Methylobacterium sp022829405	118328	S	53	294	347	0.00020
Methylobacterium trifolii	118358	S	53	1928	1981	0.00114
Methylobacterium sp030700285	118344	S	52	300	352	0.00020
Methylobacterium brachiatum	118245	S	47	450	497	0.00029
Methylobacterium sp000372825	118290	S	43	343	386	0.00022
Methylobacterium tardum	118352	S	41	579	620	0.00036
Methylobacterium sp900103195	118345	S	36	195	231	0.00013
Methylobacterium longum	118267	S	34	139	173	0.00010
Methylobacterium sp021352225	118320	S	33	131	164	0.00009
Methylobacterium sp025813715	118340	S	31	266	297	0.00017
Methylobacterium sp001424705	118301	S	29	155	184	0.00011
Methylobacterium sp001422985	118296	S	27	123	150	0.00009
Methylobacterium sp022829685	118336	S	25	108	133	0.00008
Methylobacterium haplocladii	118261	S	24	99	123	0.00007
Methylobacterium sp019745455	118316	S	23	600	623	0.00036
Methylobacterium sp022829345	118325	S	23	109	132	0.00008
Methylobacterium sp019750675	118317	S	23	148	171	0.00010
Methylobacterium adhaesivum	118239	S	22	104	126	0.00007
Methylobacterium sp001423295	118299	S	20	88	108	0.00006
Methylobacterium mesophilicum_A	118270	S	18	90	108	0.00006
Methylobacterium sp028583545	118342	S	15	242	257	0.00015
Methylobacterium fujisawaense	118256	S	13	240	253	0.00015
Methylobacterium sp947444195	118349	S	12	67	79	0.00005
Methylobacterium sp008806345	118309	S	12	48	60	0.00003
Methylobacterium populi_B	118281	S	11	42	53	0.00003
Methylobacterium gossipiicola	118259	S	11	62	73	0.00004
Methylobacterium sp900112625	118346	S	10	169	179	0.00010
Methylobacterium sp030700245	118343	S	10	57	67	0.00004
Methylobacterium goesingense	118258	S	9	338	347	0.00020
Methylobacterium sp020662345	118318	S	9	67	76	0.00004
Methylobacterium thuringiense	118357	S	8	43	51	0.00003
Methylobacterium sp001542815	118304	S	8	195	203	0.00012
Methylobacterium sp001422815	118294	S	8	29	37	0.00002
Methylobacterium sp001423085	118297	S	8	50	58	0.00003
Methylobacterium phyllostachyos	118277	S	8	36	44	0.00003
Methylobacterium marchantiae	118268	S	7	27	34	0.00002
Methylobacterium sp001425465	118302	S	7	40	47	0.00003
Methylobacterium sp001422885	118295	S	7	41	48	0.00003
Methylobacterium aminovorans	118242	S	7	77	84	0.00005
Methylobacterium radiotolerans	118284	S	7	271	278	0.00016
Methylobacterium aerolatum	118240	S	6	23	29	0.00002
Methylobacterium radiodurans	118283	S	6	76	82	0.00005
Methylobacterium organophilum	118273	S	6	53	59	0.00003
Methylobacterium sp022702015	118321	S	6	10	16	0.00001
Methylobacterium sp022829445	118329	S	5	23	28	0.00002
Methylobacterium nonmethylotrophicum	118272	S	5	29	34	0.00002
Methylobacterium sp019216885	118315	S	5	49	54	0.00003
Methylobacterium hispanicum	118262	S	5	46	51	0.00003
Methylobacterium sp001422375	118293	S	5	33	38	0.00002
Methylobacterium sp000519085	118292	S	5	41	46	0.00003
Methylobacterium sp009806555	118310	S	5	78	83	0.00005
Methylobacterium sp001423405	118300	S	4	32	36	0.00002
Methylobacterium dankookense	118251	S	4	34	38	0.00002
Methylobacterium rhodinum	118286	S	4	24	28	0.00002
Methylobacterium bullatum	118247	S	4	15	19	0.00001
Methylobacterium sp003201865	118306	S	3	19	22	0.00001
Methylobacterium sp001423265	118298	S	3	15	18	0.00001
Methylobacterium gregans	118260	S	3	107	110	0.00006
Methylobacterium nodulans	118271	S	3	11	14	0.00001
Methylobacterium brachythecii	118246	S	2	6	8	0.00000
Methylobacterium sp028290105	118341	S	2	6	8	0.00000
