#Classification	S-19-POLJUN-B_bracken_G.kreport
k__Bacteria	608514
k__Bacteria|p__Cyanobacteria	181737
k__Bacteria|p__Cyanobacteria|o__Nostocales	180646
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	174899
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Nostoc	171523
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Cylindrospermum	322
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Anabaena	3043
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Trichormus	8
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae|g__Richelia	1
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	2204
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Scytonema	1737
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae|g__Brasilonema	466
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae	1854
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae|g__Calothrix	1854
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae	1052
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Microchaete	1049
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae|g__Rivularia	3
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae	493
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae|g__Anabaenopsis	492
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae|g__Dolichospermum	1
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae	84
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae|g__Fischerella	84
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Tolypothrichaceae	58
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Tolypothrichaceae|g__Tolypothrix	58
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	698
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Coleofasciculaceae	687
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Coleofasciculaceae|g__Allocoleopsis	687
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae	10
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae|g__Oscillatoria	9
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae|g__Moorena	1
k__Bacteria|p__Cyanobacteria|o__Chroococcales	209
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Microcystaceae	209
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Microcystaceae|g__Microcystis	209
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	176
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Leptolyngbyaceae	176
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Leptolyngbyaceae|g__Leptolyngbya	176
k__Bacteria|p__Cyanobacteria|o__Synechococcales	4
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae	3
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae|g__Synechococcus	3
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Chamaesiphonaceae	1
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Chamaesiphonaceae|g__Chamaesiphon	1
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales	1
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae	1
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae|g__Pleurocapsa	1
k__Bacteria|p__Actinobacteria	94583
k__Bacteria|p__Actinobacteria|c__Actinomycetia	87185
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	40010
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae	39702
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycolicibacterium	37904
