#Classification	S-19-POLJUN-B_bracken_F.kreport
k__Bacteria	608537
k__Bacteria|p__Cyanobacteria	181737
k__Bacteria|p__Cyanobacteria|o__Nostocales	180646
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	174899
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	2204
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae	1854
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae	493
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae	84
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae	1052
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Tolypothrichaceae	58
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	698
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Coleofasciculaceae	687
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae	10
k__Bacteria|p__Cyanobacteria|o__Chroococcales	209
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Microcystaceae	209
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	176
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Leptolyngbyaceae	176
k__Bacteria|p__Cyanobacteria|o__Synechococcales	4
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae	3
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Chamaesiphonaceae	1
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales	1
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae	1
k__Bacteria|p__Actinobacteria	94587
k__Bacteria|p__Actinobacteria|c__Actinomycetia	87189
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	40010
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae	39702
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	209
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	98
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	12565
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	6212
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	6352
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	11218
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae	11218
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	8289
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales|f__Catenulisporaceae	8289
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	4257
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	4257
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Sporichthyales	4104
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Sporichthyales|f__Sporichthyaceae	4104
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	2877
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	1674
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermacoccaceae	322
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	287
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Dermabacteraceae	187
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ornithinimicrobiaceae	404
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	1363
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae	1363
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	1081
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales|f__Nakamurellaceae	1081
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales	667
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales|f__Frankiaceae	667
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	515
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales|f__Jatrophihabitantaceae	515
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	235
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Thermomonosporaceae	152
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae	83
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales|f__Jiangellaceae	1
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	4160
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	4160
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Baekduiaceae	4160
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	3039
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	3039
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae	3039
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	199
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	199
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae	181
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Ilumatobacteraceae	17
