#Classification	SRR5091567_bracken_F.kreport
k__Bacteria	10914210
k__Bacteria|p__Bacteroidetes	5882307
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	5871732
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	5871709
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	5300423
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	400164
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	89293
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	43689
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	18261
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	18381
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae	1084
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae	189
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae	121
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Dysgonomonadaceae	98
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Salinivirgaceae	1
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales	23
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Marinilabiliales|f__Marinilabiliaceae	23
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	7978
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	7978
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Weeksellaceae	4924
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae	3054
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	1573
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	1573
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	1573
k__Bacteria|p__Bacteroidetes|c__Cytophagia	935
