Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Acetobacteraceae bacterium	-0.02291224299623149	0.17666530166530167	Species	SM_genbank-2022.03	Moss	ZicoSeq
Acidisarcina polymorpha	-0.09912680419915088	6.406406406406406e-4	Species	SM_genbank-2022.03	Moss	ZicoSeq
Acidisoma sp. L85	0.0034930293432258465	0.8336113891669447	Species	SM_genbank-2022.03	Moss	ZicoSeq
Acidisoma sp. S159	-0.14972005994346174	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Acidisphaera sp. L21	-0.015257629846296535	0.22935701659105914	Species	SM_genbank-2022.03	Moss	ZicoSeq
Acidobacteria bacterium	-0.05734704377862891	2.38333571666905e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Acidobacteriaceae bacterium	-0.03997255622196636	0.046676305935565196	Species	SM_genbank-2022.03	Moss	ZicoSeq
Actinobacteria bacterium	-0.292927500016244	2.38333571666905e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Actinomycetales bacterium	0.023774096723008578	0.19274709492100794	Species	SM_genbank-2022.03	Moss	ZicoSeq
Afipia sp. GAS231	-0.06619520083978787	1.6295365132574434e-4	Species	SM_genbank-2022.03	Moss	ZicoSeq
Alphaproteobacteria bacterium	-0.06096529064774154	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Amnibacterium kyonggiense	-0.021941531349310008	0.05328219786051112	Species	SM_genbank-2022.03	Moss	ZicoSeq
Bacteroidetes bacterium	-0.036419850585859385	0.011924968446707577	Species	SM_genbank-2022.03	Moss	ZicoSeq
Beijerinckia sp. L45	0.06213057363705322	2.828915872394133e-4	Species	SM_genbank-2022.03	Moss	ZicoSeq
Beijerinckiaceae bacterium RH AL1	0.158408629457144	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Betaproteobacteria bacterium	-0.0255553143926072	0.18174841508174844	Species	SM_genbank-2022.03	Moss	ZicoSeq
Bradyrhizobium canariense	-0.06699587700001118	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Bradyrhizobium erythrophlei	-0.1254886775430957	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Bradyrhizobium lablabi	-0.08415646556775878	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Bradyrhizobium sp.	-0.07261822549653707	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Bradyrhizobium sp. LTSP857	-0.004570739637044078	0.6852222592963334	Species	SM_genbank-2022.03	Moss	ZicoSeq
Bradyrhizobium sp. S69	-0.14533176896318656	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Bradyrhizobium sp. dw 411	-0.10661284654829867	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Burkholderia sp. AD24	-0.02149043755533485	0.22935701659105914	Species	SM_genbank-2022.03	Moss	ZicoSeq
Burkholderia sp. PAMC 26561	-0.022562046295258105	0.15403638933050698	Species	SM_genbank-2022.03	Moss	ZicoSeq
Burkholderia sp. S171	-0.02525322967379483	0.007594896483785372	Species	SM_genbank-2022.03	Moss	ZicoSeq
Burkholderiales bacterium	-0.0819861149965081	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Caballeronia sordidicola	0.035282512068355816	0.6852222592963334	Species	SM_genbank-2022.03	Moss	ZicoSeq
Caballeronia sp. dw 276	-0.044476438409577365	0.03877561772298615	Species	SM_genbank-2022.03	Moss	ZicoSeq
Caulobacter sp. S45	-0.025833457949820393	0.03624172117322803	Species	SM_genbank-2022.03	Moss	ZicoSeq
Desmonostoc muscorum	0.02027304184186133	0.1808550123156865	Species	SM_genbank-2022.03	Moss	ZicoSeq
Edaphobacter lichenicola	-0.12281640731416403	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Enhydrobacter aerosaccus	-0.09926411144206777	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Eremiobacteraeota bacterium	0.011577140668065233	0.7636170653412032	Species	SM_genbank-2022.03	Moss	ZicoSeq
Gammaproteobacteria bacterium	0.018070861262612172	0.4191891891891892	Species	SM_genbank-2022.03	Moss	ZicoSeq
Granulicella aggregans	0.027524656049495173	0.22955587166113484	Species	SM_genbank-2022.03	Moss	ZicoSeq
Granulicella arctica	-0.03149259881833739	0.0019278537797056316	Species	SM_genbank-2022.03	Moss	ZicoSeq
Granulicella mallensis	-0.04510391800161067	0.03765098431765099	Species	SM_genbank-2022.03	Moss	ZicoSeq
Granulicella pectinivorans	-0.03915648936525976	2.38333571666905e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Granulicella rosea	-0.04277498691792136	6.406406406406406e-4	Species	SM_genbank-2022.03	Moss	ZicoSeq
Granulicella sibirica	-0.07278798211337621	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Granulicella sp. L46	-0.03185793529823054	0.007789039039039039	Species	SM_genbank-2022.03	Moss	ZicoSeq
Granulicella sp. L60	-0.04337262515998549	0.0025662025662025662	Species	SM_genbank-2022.03	Moss	ZicoSeq
Granulicella tundricola	0.05707372671191687	0.00585831733372717	Species	SM_genbank-2022.03	Moss	ZicoSeq
Iningainema tapete	-0.04203191993540377	2.669336002669336e-4	Species	SM_genbank-2022.03	Moss	ZicoSeq
Jatrophihabitans endophyticus	-0.013541667599666197	0.5282855671205186	Species	SM_genbank-2022.03	Moss	ZicoSeq
Ktedonobacteraceae bacterium	-0.05014365887438163	0.08315458315458316	Species	SM_genbank-2022.03	Moss	ZicoSeq
Lichenibacterium minor	0.18635062122321375	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Lichenibacterium ramalinae	0.09117626438340387	5.213546880213548e-4	Species	SM_genbank-2022.03	Moss	ZicoSeq
Lichenibacterium sp. 6Y81	0.05059659205424996	0.011772966996847593	Species	SM_genbank-2022.03	Moss	ZicoSeq
Lichenicoccus roseus	0.27505137917919276	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Mesorhizobium loti	-0.061027836048198975	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium brachiatum	-0.0077002968609412815	0.561342294675628	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium cerastii	0.08342994094843549	3.620641918514259e-4	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium longum	-0.06690339500961197	2.38333571666905e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium mesophilicum	0.061549060940564455	0.006893990764958507	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium pseudosasicola	0.1920799925243273	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium sp. 2A	0.0454593837112535	0.04825557264581655	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium sp. GXF4	0.052744487973870643	0.03765098431765099	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium sp. GXS13	0.062383746684682835	0.001001001001001001	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium sp. PvR107	0.0038934915495623243	0.981835494030616	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium sp. WL119	0.4403415361620397	2.38333571666905e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium sp. WL12	0.10223987313074691	8.855008855008855e-4	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium sp. WL120	0.03879386647935087	0.01102617769284436	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium sp. WL18	-0.011183571559177041	0.4191891891891892	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium sp. WL6	0.18639551121931242	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium sp. WL64	0.010791951592620114	0.7259331403475547	Species	SM_genbank-2022.03	Moss	ZicoSeq
Methylobacterium sp. WL7	0.03392734609812628	0.04193804193804194	Species	SM_genbank-2022.03	Moss	ZicoSeq
Mycobacterium cookii	-0.05505198980043996	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Mycobacterium sp.	-0.04725657832840022	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Mycobacterium sp. 1245111.1	-0.03537449901250299	0.002574002574002574	Species	SM_genbank-2022.03	Moss	ZicoSeq
Mycolicibacterium madagascariense	0.03420104287993503	0.4661096740304661	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nocardiopsis sp.	-0.030100674712849978	0.017295072850628406	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc commune	0.054495369349734334	0.18983818983818987	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc flagelliforme	0.00458218321840038	0.981835494030616	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc mirabile	0.006662020493167255	0.8455659048879387	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc punctiforme	-0.03254275707777392	0.46868437064515495	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc sp. Peltigera membranacea cyanobiont 210A	0.0011035933153204867	0.981835494030616	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc sp. Peltigera membranacea cyanobiont 232	0.035048593970414224	0.38699924414210124	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc sp. Peltigera membranacea cyanobiont N6	-0.005035391583777034	0.7362183612183612	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc sp. C052	0.010894067679252389	0.7225316225316225	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc sp. JL23	-0.021736441245490633	0.1680876278577428	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc sp. JL31	-0.003131002992278437	0.9194152135328606	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc sp. JL34	-0.00933406402911562	0.7400232090497578	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc sp. NMS7	0.03248207061675828	0.6852222592963334	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc sp. NOS(2021)	0.010642376695698369	0.5446792946792947	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc sp. XA010	0.024925042504813887	0.7540497018757888	Species	SM_genbank-2022.03	Moss	ZicoSeq
Nostoc sphaeroides	0.01684890573413939	0.6951722364566401	Species	SM_genbank-2022.03	Moss	ZicoSeq
PVC group bacterium	-0.04141898275210026	2.38333571666905e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Paraburkholderia aspalathi	-3.043485393668156e-5	0.9689022355689023	Species	SM_genbank-2022.03	Moss	ZicoSeq
Paraburkholderia phenazinium	-0.031663497378638356	0.012112112112112113	Species	SM_genbank-2022.03	Moss	ZicoSeq
Planctomycetes bacterium	-0.11421177542337255	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Proteobacteria bacterium	-0.06590873942527758	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Pseudomonas fluorescens	0.011487812180622474	0.3793174617916886	Species	SM_genbank-2022.03	Moss	ZicoSeq
Pseudonocardia sp. 73-21	-0.04771968561190045	0.015480269001395763	Species	SM_genbank-2022.03	Moss	ZicoSeq
Rhizobacter sp.	-0.05051290796145585	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Rhizobacter sp. Root404	0.009537225854471722	0.7424178564529442	Species	SM_genbank-2022.03	Moss	ZicoSeq
Rhizobiales bacterium dw 265	-0.0657289650470638	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Rhizobium sp. B21/90	0.09582127587823891	0.008993608993608994	Species	SM_genbank-2022.03	Moss	ZicoSeq
Rhizobium sp. L245/93	0.249908470402913	2.38333571666905e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Rhizobium sp. VS19-DR104.1	0.11637189749813454	0.002599090318388564	Species	SM_genbank-2022.03	Moss	ZicoSeq
Rhodanobacter sp. ANJX3	0.04500279418305294	0.005438772105438772	Species	SM_genbank-2022.03	Moss	ZicoSeq
Rhodanobacter sp. K2T2	0.1291432203670992	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Rhodospirillales bacterium	0.09384532480736217	0.003138731952291274	Species	SM_genbank-2022.03	Moss	ZicoSeq
Rubrivivax sp. JA1024	-0.031336090687122814	7.262164124909223e-4	Species	SM_genbank-2022.03	Moss	ZicoSeq
Solirubrobacteraceae bacterium	-0.04922987836706333	2.275002275002275e-4	Species	SM_genbank-2022.03	Moss	ZicoSeq
Solirubrobacterales bacterium	-0.02174625653021786	0.1582861931699141	Species	SM_genbank-2022.03	Moss	ZicoSeq
Solirubrobacterales bacterium 70-9	-0.11466916848648583	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Sphingomonas bacterium	0.08266389250255014	1.6145177435500018e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Sphingomonas sp.	0.032623269641483044	0.0419533457508141	Species	SM_genbank-2022.03	Moss	ZicoSeq
Sphingomonas sp. PAMC 26605	0.06578564530634248	2.38333571666905e-5	Species	SM_genbank-2022.03	Moss	ZicoSeq
Stigonema ocellatum	-0.1070465443184722	0.0026405716060888475	Species	SM_genbank-2022.03	Moss	ZicoSeq
