Taxon	coef	adj.p	taxRank	database	dataset	DAA_tool
Acetobacteraceae bacterium	-0.24687261296952326	0.5918069705475427	Species	SM_genbank-2022.03	Moss	DESeq2
Acidisarcina polymorpha	-0.5157276873615683	0.011978717489284581	Species	SM_genbank-2022.03	Moss	DESeq2
Acidisoma sp. L85	-0.04136373841457993	0.9436212971915046	Species	SM_genbank-2022.03	Moss	DESeq2
Acidisoma sp. S159	-0.6390398361077427	0.0015950008329484431	Species	SM_genbank-2022.03	Moss	DESeq2
Acidisphaera sp. L21	-0.035572861693262105	0.922741635390887	Species	SM_genbank-2022.03	Moss	DESeq2
Acidisphaera sp. S103	-0.9243902082032491	0.016908555948751357	Species	SM_genbank-2022.03	Moss	DESeq2
Acidobacteria bacterium	-0.5377439605229448	0.2021875809762522	Species	SM_genbank-2022.03	Moss	DESeq2
Acidobacteriaceae bacterium	-1.5410772409372928	0.021134921633122205	Species	SM_genbank-2022.03	Moss	DESeq2
Actinobacteria bacterium	-1.0722374507202606	2.4783486433318034e-7	Species	SM_genbank-2022.03	Moss	DESeq2
Actinobacteria bacterium 21-64-8	0.5142363065634769	0.32118342071201234	Species	SM_genbank-2022.03	Moss	DESeq2
Actinomycetales bacterium	0.8038341641216165	0.25132222204123783	Species	SM_genbank-2022.03	Moss	DESeq2
Actinomycetia bacterium	-1.2287719688434762	0.005717229346273223	Species	SM_genbank-2022.03	Moss	DESeq2
Actinomycetospora endophytica	-7.628767960974467	3.9889682997713565e-50	Species	SM_genbank-2022.03	Moss	DESeq2
Actinomycetospora sp. TBRC 11914	-7.417648724259724	1.5164754474059347e-50	Species	SM_genbank-2022.03	Moss	DESeq2
Actinoplanes durhamensis	-7.636359130203232	3.2303878981163217e-59	Species	SM_genbank-2022.03	Moss	DESeq2
Afipia sp. GAS231	-0.6796912526218213	0.055473315277451335	Species	SM_genbank-2022.03	Moss	DESeq2
Alphaproteobacteria bacterium	-1.1802362420696786	2.464219867000592e-4	Species	SM_genbank-2022.03	Moss	DESeq2
Amnibacterium kyonggiense	-0.41768730689872896	0.43597496482385295	Species	SM_genbank-2022.03	Moss	DESeq2
Bacteroidetes bacterium	-0.7880407897314287	0.07596444378284363	Species	SM_genbank-2022.03	Moss	DESeq2
Beijerinckia sp. L45	0.45519460031215353	0.04060870709631785	Species	SM_genbank-2022.03	Moss	DESeq2
Beijerinckiaceae bacterium RH AL1	0.6239649546636113	5.2829518923963036e-5	Species	SM_genbank-2022.03	Moss	DESeq2
Betaproteobacteria bacterium	-0.19972192789591184	0.025543404878424596	Species	SM_genbank-2022.03	Moss	DESeq2
Bradyrhizobium canariense	-1.5009295297725025	1.3197419456905363e-9	Species	SM_genbank-2022.03	Moss	DESeq2
Bradyrhizobium erythrophlei	-1.0785469381914807	1.3914364479894328e-6	Species	SM_genbank-2022.03	Moss	DESeq2
Bradyrhizobium jicamae	-0.9672497921023377	0.12393356471580205	Species	SM_genbank-2022.03	Moss	DESeq2
Bradyrhizobium lablabi	-0.7010654891422281	0.0062890826878180305	Species	SM_genbank-2022.03	Moss	DESeq2
Bradyrhizobium rifense	-0.8824283691896776	0.1612806021132753	Species	SM_genbank-2022.03	Moss	DESeq2
Bradyrhizobium sp.	-1.4732702663527568	2.726817343432065e-7	Species	SM_genbank-2022.03	Moss	DESeq2
Bradyrhizobium sp. LTSP849	-0.7010781006811675	0.18382931370828176	Species	SM_genbank-2022.03	Moss	DESeq2
Bradyrhizobium sp. LTSP857	-0.20607765047637294	0.7685276654366683	Species	SM_genbank-2022.03	Moss	DESeq2
Bradyrhizobium sp. LTSPM299	-1.1836206800409157	0.0062890826878180305	Species	SM_genbank-2022.03	Moss	DESeq2
Bradyrhizobium sp. S2-11-2	-7.561194665263435	6.322982674464333e-84	Species	SM_genbank-2022.03	Moss	DESeq2
Bradyrhizobium sp. S69	-0.5275341002129907	4.5822344772622e-4	Species	SM_genbank-2022.03	Moss	DESeq2
Bradyrhizobium sp. dw 411	-0.6924277879425448	1.8203998827252853e-4	Species	SM_genbank-2022.03	Moss	DESeq2
Bryocella elongata	0.11148661012053257	0.902954799450261	Species	SM_genbank-2022.03	Moss	DESeq2
Burkholderia sp. AD24	-0.32435365497138713	0.5085253853440287	Species	SM_genbank-2022.03	Moss	DESeq2
Burkholderia sp. D7	-0.9935234482555755	0.04060870709631785	Species	SM_genbank-2022.03	Moss	DESeq2
Burkholderia sp. Leaf177	-7.517599794810379	2.9540218613173216e-66	Species	SM_genbank-2022.03	Moss	DESeq2
Burkholderia sp. PAMC 26561	-0.04733889483278456	0.902954799450261	Species	SM_genbank-2022.03	Moss	DESeq2
Burkholderia sp. PAMC 28687	-0.3244760219808236	0.4964801396085475	Species	SM_genbank-2022.03	Moss	DESeq2
Burkholderia sp. S171	-0.648499363830515	0.23451603750652422	Species	SM_genbank-2022.03	Moss	DESeq2
Burkholderiales bacterium	-0.48420883244416413	0.012208569090551954	Species	SM_genbank-2022.03	Moss	DESeq2
Caballeronia mineralivorans	-0.8014130673689961	0.285638412507256	Species	SM_genbank-2022.03	Moss	DESeq2
Caballeronia sordidicola	-0.03601063084233525	0.73926790521046	Species	SM_genbank-2022.03	Moss	DESeq2
Caballeronia sp. dw 19	-6.429361562182782	1.2601847416670616e-38	Species	SM_genbank-2022.03	Moss	DESeq2
