#Classification	S-3-POLJUN-B_bracken_O.kreport
k__Bacteria	43368
k__Bacteria|p__Proteobacteria	36615
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	16140
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	16140
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	15935
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	14837
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	206
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	844
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	46
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	2
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	4504
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1917
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	1337
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	1231
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	17
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	34
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	34
k__Bacteria|p__Actinobacteria	5368
k__Bacteria|p__Actinobacteria|c__Actinomycetia	5005
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	507
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	3965
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	34
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	69
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	396
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	3
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	29
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	362
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	362
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	1
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	1
k__Bacteria|p__Cyanobacteria	43
k__Bacteria|p__Cyanobacteria|o__Nostocales	43
k__Bacteria|p__Firmicutes	1
k__Bacteria|p__Firmicutes|c__Bacilli	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1
k__Bacteria|p__Bacteroidetes	928
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	631
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	631
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	253
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales	253
k__Bacteria|p__Bacteroidetes|c__Cytophagia	40
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	40
k__Bacteria|p__Bacteroidetes|c__Chitinophagia	3
k__Bacteria|p__Bacteroidetes|c__Chitinophagia|o__Chitinophagales	3
k__Bacteria|p__Gemmatimonadetes	1
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	1
k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes|o__Gemmatimonadales	1
k__Bacteria|p__Acidobacteria	392
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	392
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	392
k__Bacteria|p__Planctomycetes	17
k__Bacteria|p__Planctomycetes|c__Planctomycetia	17
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	17
k__Bacteria|p__Verrucomicrobia	1
k__Bacteria|p__Verrucomicrobia|c__Opitutae	1
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales	1
k__Eukaryota	269
k__Eukaryota|k__Metazoa	145
k__Eukaryota|k__Metazoa|p__Chordata	145
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	145
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	145
k__Eukaryota|k__Fungi	11
k__Eukaryota|k__Fungi|p__Ascomycota	11
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	6
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	6
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	5
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	4
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales	1
k__Eukaryota|k__Viridiplantae	111
k__Eukaryota|k__Viridiplantae|p__Streptophyta	111
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	90
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	90
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	21
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Poales	20
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Caryophyllales	1
