name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bifidobacterium longum	216816	S	5562690	1880993	7443683	0.45241
Bifidobacterium pullorum	78448	S	4824954	249395	5074349	0.30841
Bifidobacterium scardovii	158787	S	669056	3166	672222	0.04086
Bifidobacterium dentium	1689	S	32187	297	32484	0.00197
Bifidobacterium catenulatum	1686	S	28053	9283	37336	0.00227
Bifidobacterium breve	1685	S	13783	3610	17393	0.00106
Bifidobacterium pseudocatenulatum	28026	S	13684	2435	16119	0.00098
Bifidobacterium adolescentis	1680	S	4458	4808	9266	0.00056
Bifidobacterium angulatum	1683	S	2639	468	3107	0.00019
Bifidobacterium bifidum	1681	S	489	465	954	0.00006
Bifidobacterium lemurum	1603886	S	186	8	194	0.00001
Bifidobacterium choerinum	35760	S	142	22	164	0.00001
Bifidobacterium sp. ESL0769	2983229	S	15	2	17	0.00000
Bifidobacterium sp. ESL0690	2983214	S	8	1	9	0.00000
Bifidobacterium sp. ESL0800	2983236	S	6	45	51	0.00000
Bifidobacterium sp. ESL0775	2983230	S	5	0	5	0.00000
Bifidobacterium sp. FKU	2922857	S	1	2239	2240	0.00014
Bifidobacterium sp. ESL0682	2983212	S	1	0	1	0.00000
Bifidobacterium sp. ESL0732	2983222	S	1	0	1	0.00000
Bifidobacterium sp. ESL0790	2983233	S	1	0	1	0.00000
Bifidobacterium saguini	762210	S	70	14	84	0.00001
Bifidobacterium eulemuris	1765219	S	45	2	47	0.00000
Bifidobacterium thermophilum	33905	S	37	1	38	0.00000
Bifidobacterium subtile	77635	S	17	1	18	0.00000
Bifidobacterium pseudolongum	1694	S	16	3	19	0.00000
Bifidobacterium animalis	28025	S	15	857	872	0.00005
Bifidobacterium actinocoloniiforme	638619	S	2	0	2	0.00000
Bifidobacterium asteroides	1684	S	1	0	1	0.00000
Parascardovia denticolens	78258	S	2794	195	2989	0.00018
Scardovia inopinata	78259	S	1	0	1	0.00000
Actinomyces oris	544580	S	5072	7903	12975	0.00079
Actinomyces sp. oral taxon 171	706438	S	1475	476	1951	0.00012
Actinomyces sp. HMT 175	2789425	S	1034	4350	5384	0.00033
Actinomyces sp. oral taxon 169	712116	S	715	888	1603	0.00010
Actinomyces sp. oral taxon 414	712122	S	165	8	173	0.00001
Actinomyces sp. Chiba101	1851395	S	3	0	3	0.00000
Actinomyces sp. HMT897	2789424	S	3	14	17	0.00000
Actinomyces israelii	1659	S	365	13	378	0.00002
Actinomyces naeslundii	1655	S	256	43	299	0.00002
Actinomyces viscosus	1656	S	148	28	176	0.00001
Actinomyces pacaensis	1852377	S	142	5	147	0.00001
Actinomyces massiliensis	461393	S	26	1	27	0.00000
Actinomyces wuliandei	2057743	S	5	0	5	0.00000
Actinomyces slackii	52774	S	4	0	4	0.00000
Actinomyces radicidentis	111015	S	1	0	1	0.00000
Actinomyces capricornis	2755559	S	1	0	1	0.00000
Actinomyces respiraculi	2744574	S	1	0	1	0.00000
Actinomyces faecalis	2722820	S	1	0	1	0.00000
Actinomyces procaprae	2560010	S	1	0	1	0.00000
Schaalia odontolytica	1660	S	591	80	671	0.00004
Schaalia cardiffensis	181487	S	164	7	171	0.00001
Schaalia radingae	131110	S	20	0	20	0.00000
Schaalia sp. HMT-172	3059028	S	18	7	25	0.00000
Schaalia meyeri	52773	S	1	0	1	0.00000
Schaalia turicensis	131111	S	1	0	1	0.00000
Mobiluncus massiliensis	3036302	S	153	31	184	0.00001
Mobiluncus curtisii	2051	S	5	1	6	0.00000
Varibaculum prostatecancerukia	2811781	S	26	1	27	0.00000
Trueperella pyogenes	1661	S	4	0	4	0.00000
Trueperella bernardiae	59561	S	1	0	1	0.00000
