feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteroidaceae	Group	Negative	0.196678278781911	0.049247706239695	35	35	0.000342571788126609	0.0397383274226866
Clostridiales.unclassified	Group	Negative	0.00853508797125375	0.00256803357663285	35	19	0.00218364561079541	0.113253936432053
Tannerellaceae	Group	Negative	0.0535608664694303	0.0166689093094371	35	31	0.00292898111462205	0.113253936432053
Lachnospiraceae	Group	Negative	-0.191730701423187	0.064471837949334	35	35	0.0054612417059011	0.126700807576906
Rikenellaceae	Group	Negative	0.0989431486712518	0.0326327107950825	35	33	0.00470271593643158	0.126700807576906
Bifidobacteriaceae	Group	Negative	-0.109928965894058	0.0400555096922019	35	35	0.00972880947735504	0.188090316562197
Streptococcaceae	Group	Negative	-0.0317733219354827	0.011930526075505	35	35	0.0118741049701685	0.196770882362792
Burkholderiaceae	Group	Negative	-0.00783794309341722	0.00310486980071992	35	9	0.0165802477714193	0.24041359268558
Acidaminococcaceae	Group	Negative	0.0392792271599696	0.016263788940034	35	21	0.0214308228205903	0.250186952585407
Coriobacteriaceae	Group	Negative	-0.0568386257977573	0.0247342383390105	35	34	0.0280381929621577	0.250186952585407
Nanogingivalaceae	Group	Negative	-0.00449651531123351	0.00194218385065984	35	8	0.0269643624075019	0.250186952585407
Peptostreptococcaceae	Group	Negative	-0.0515805158175498	0.0219158666729161	35	35	0.0247021616861801	0.250186952585407
Saccharibacteria.unclassified	Group	Negative	-0.00482674339698706	0.00204249731188447	35	11	0.0241645808300707	0.250186952585407
Christensenellaceae	Group	Negative	0.00826038418118466	0.00365714241003683	35	23	0.0306341211053947	0.253825574873271
Campylobacteraceae	Group	Negative	0.00582705419322302	0.00266211560404409	35	5	0.0357860823273465	0.26185863951457
Prevotellaceae	Group	Negative	0.127416073811575	0.0583222013241199	35	30	0.0361184330364924	0.26185863951457
Bacillales.unclassified	Group	Negative	-0.00308090074297854	0.00149907802526871	35	7	0.0478449785371896	0.292106184753368
FGB3047	Group	Negative	0.00383952151409553	0.00185086121411542	35	11	0.0459125117679691	0.292106184753368
FGB76046	Group	Negative	0.00307028153838551	0.00146935512113781	35	6	0.044446171166075	0.292106184753368
Barnesiellaceae	Group	Negative	0.0213872446608226	0.0112926558696986	35	11	0.0670311548631903	0.328555419406156
FGB1126	Group	Negative	0.00545217632426877	0.00283734285265038	35	12	0.0633302813701383	0.328555419406156
Odoribacteraceae	Group	Negative	0.0233603715739897	0.0123793253120559	35	27	0.0679769833254116	0.328555419406156
Phyllobacteriaceae	Group	Negative	-0.0050501135813924	0.00259827658660535	35	10	0.0605074346848142	0.328555419406156
Sanguibacteraceae	Group	Negative	-0.00693797548867282	0.00365496044118339	35	4	0.0664402844815822	0.328555419406156
Chromatiaceae	Group	Negative	0.00674719551743598	0.00364350464114202	35	18	0.0730132906541294	0.33634639783207
FGB1226	Group	Negative	0.00809930646256601	0.00441148466459078	35	14	0.0753879857209812	0.33634639783207
Desulfovibrionaceae	Group	Negative	0.0232165839798286	0.0133905145123354	35	28	0.0922871069299877	0.396492755699206
Carnobacteriaceae	Group	Negative	-0.00186750674654957	0.00112346403998421	35	5	0.105929112547434	0.40917803476736
Clostridiaceae	Group	Negative	0.0392281165652433	0.0232771455911413	35	35	0.101373175956084	0.40917803476736
FGB1011	Group	Negative	0.00764102215737017	0.00473898016460438	35	15	0.116404096097611	0.40917803476736
FGB618	Group	Negative	0.00793058859676631	0.0048475036060245	35	9	0.111340175662289	0.40917803476736
Firmicutes.unclassified	Group	Negative	-0.0229138819918279	0.0140449628513283	35	30	0.112300277960498	0.40917803476736
Oscillospiraceae	Group	Negative	0.0611850193753492	0.03785222876367	35	35	0.115525230743271	0.40917803476736
Pseudomonadaceae	Group	Negative	0.00611125098814118	0.00384783890618379	35	6	0.121771001863047	0.415454006356277
Sutterellaceae	Group	Negative	0.020076150989616	0.0128297655275982	35	24	0.1271676236831	0.42146983849256
FGB12107	Group	Negative	-0.0104095372857955	0.00681257754807972	35	6	0.136044934728233	0.436446829074701
FGB2954	Group	Negative	0.00316538494767374	0.00210945021771762	35	4	0.142973961248609	0.436446829074701
Porphyromonadaceae	Group	Negative	0.0096487247610328	0.00638118295108996	35	10	0.140037259203922	0.436446829074701
FGB9119	Group	Negative	0.0195397257438496	0.0134952563407404	35	4	0.157080985183423	0.467215237981465
Tissierellia.unclassified	Group	Negative	0.00557623889809726	0.003984195760185	35	12	0.170966953756511	0.495804165893882
Muribaculaceae	Group	Negative	0.00238047630667909	0.00171857565055717	35	4	0.175300937775694	0.495973384926354
Bradyrhizobiaceae	Group	Negative	-0.000732417773335558	0.000560141935791452	35	4	0.200060270586244	0.497344030618537
