name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Pseudomonas_E fluorescens	138296	S	1610307	7288797	8899104	0.22032
Pseudomonas_E khazarica	138405	S	287	2739	3026	0.00007
Pseudomonas_E dryadis	138273	S	32	114	146	0.00000
Pseudomonas_E sp009908285	138710	S	13	23	36	0.00000
Pseudomonas_E yangonensis	138958	S	11	114	125	0.00000
Pseudomonas_E sp014207255	138724	S	2	10	12	0.00000
Stutzerimonas nitrititolerans	139007	S	688	4422	5110	0.00013
Marinobacter sp023016065	137749	S	170	89	259	0.00001
Marinobacter sp008107725	137728	S	48	28	76	0.00000
Marinobacter sp023555055	137751	S	16	2	18	0.00000
Marinobacter sp003030785	137723	S	13	109	122	0.00000
Moraxella sp002224245	137321	S	20	83	103	0.00000
Acinetobacter lactucae_A	137109	S	2	3	5	0.00000
Acinetobacter haemolyticus_A	137097	S	2	10	12	0.00000
Acinetobacter guillouiae	137094	S	1	11	12	0.00000
Marinomonas foliarum	137020	S	87	231	318	0.00001
Marinomonas sp001624705	137041	S	9	4	13	0.00000
Kushneria phyllosphaerae	136788	S	21	9	30	0.00000
Halomonas gemina	136734	S	10	12	22	0.00000
Modicisalibacter sp900961225	136816	S	1	1	2	0.00000
Teredinibacter purpureus	136384	S	28	6	34	0.00000
Bermanella sp913054055	136425	S	11	31	42	0.00000
PIVM01 sp003353945	137795	S	3	0	3	0.00000
UBA7455 sp003452295	136166	S	1	0	1	0.00000
Escherichia coli_F	133042	S	11795	847083	858878	0.02126
Escherichia coli	133040	S	7918	649462	657380	0.01628
Escherichia fergusonii	133043	S	2105	111388	113493	0.00281
Escherichia sp002965065	133046	S	1227	31241	32468	0.00080
Escherichia sp004211955	133047	S	771	31273	32044	0.00079
Escherichia ruysiae	133045	S	406	12941	13347	0.00033
Escherichia sp005843885	133048	S	157	5871	6028	0.00015
Escherichia marmotae	133044	S	86	1735	1821	0.00005
Escherichia coli_E	133041	S	44	1246	1290	0.00003
Escherichia whittamii	133049	S	12	350	362	0.00001
Citrobacter_A sp019415335	132912	S	1832	123029	124861	0.00309
Citrobacter_A telavivensis	132913	S	1	83	84	0.00000
Enterobacter hormaechei	132971	S	114	5792	5906	0.00015
Enterobacter hormaechei_C	132973	S	38	1241	1279	0.00003
Enterobacter sp023425455	132993	S	7	121	128	0.00000
Enterobacter cloacae_M	132963	S	1	148	149	0.00000
Citrobacter sp945906775	132899	S	77	4666	4743	0.00012
Citrobacter portucalensis	132892	S	52	1619	1671	0.00004
Citrobacter sp018342065	132897	S	19	692	711	0.00002
Xenorhabdus szentirmaii	133570	S	480	1618	2098	0.00005
Morganella morganii_E	133235	S	349	6342	6691	0.00017
Serratia_F sp024793895	133474	S	185	1496	1681	0.00004
Pseudocitrobacter corydidari	133397	S	87	2041	2128	0.00005
Pseudocitrobacter sp913778145	133399	S	4	68	72	0.00000
Mixta tenebrionis	133226	S	71	858	929	0.00002
Lelliottia jeotgali	133195	S	3	87	90	0.00000
Yersinia canariae	133579	S	3	60	63	0.00000
Proteus mirabilis	133356	S	2	38	40	0.00000
Atlantibacter hermannii	132828	S	2	38	40	0.00000
Pseudoalteromonas tetraodonis	132716	S	212087	2181536	2393623	0.05926
Pseudoalteromonas undina	132720	S	20952	195898	216850	0.00537
Pseudoalteromonas nigrifaciens	132646	S	3668	59233	62901	0.00156
Pseudoalteromonas atlantica	132614	S	3633	23252	26885	0.00067
Pseudoalteromonas sp018402495	132703	S	3075	10419	13494	0.00033
Pseudoalteromonas distincta	132622	S	2820	37205	40025	0.00099
Pseudoalteromonas arctica	132612	S	2547	40096	42643	0.00106
Pseudoalteromonas prydzensis	132656	S	2264	6174	8438	0.00021
Pseudoalteromonas sp001974855	132679	S	2258	22010	24268	0.00060
Pseudoalteromonas sp018100905	132701	S	1729	761	2490	0.00006
Pseudoalteromonas sp002165575	132681	S	1344	3017	4361	0.00011
Pseudoalteromonas sp030408135	132712	S	848	19652	20500	0.00051
Pseudoalteromonas shioyasakiensis_A	132668	S	820	19193	20013	0.00050
Pseudoalteromonas prydzensis_A	132657	S	611	3415	4026	0.00010
Pseudoalteromonas sp028401415	132708	S	596	3360	3956	0.00010
Pseudoalteromonas rhizosphaerae	132658	S	461	3086	3547	0.00009
Pseudoalteromonas marina	132644	S	407	1889	2296	0.00006
Pseudoalteromonas fuliginea	132624	S	390	1836	2226	0.00006
Pseudoalteromonas translucida	132717	S	318	1599	1917	0.00005
Pseudoalteromonas sp002684115	132685	S	242	4377	4619	0.00011
Pseudoalteromonas ostreae	132647	S	213	820	1033	0.00003
Pseudoalteromonas carrageenovora	132619	S	190	968	1158	0.00003
Pseudoalteromonas arctica_A	132613	S	163	363	526	0.00001
Pseudoalteromonas sp011378855	132698	S	151	868	1019	0.00003
Pseudoalteromonas sp001468485	132676	S	140	693	833	0.00002
Pseudoalteromonas haloplanktis	132627	S	90	162	252	0.00001
Pseudoalteromonas piscicida_A	132654	S	89	452	541	0.00001
Pseudoalteromonas sp001974875	132680	S	79	941	1020	0.00003
Pseudoalteromonas neustonica	132645	S	64	152	216	0.00001
Pseudoalteromonas sp030296835	132711	S	58	231	289	0.00001
Pseudoalteromonas lipolytica	132628	S	51	261	312	0.00001
Pseudoalteromonas sp013349995	132699	S	22	508	530	0.00001
Pseudoalteromonas espejiana	132623	S	20	48	68	0.00000
