name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Rhizobium rhododendri	119997	S	79978	188009	267987	0.11730
Rhizobium tumorigenes	120079	S	22146	63968	86114	0.03769
Rhizobium lusitanum_C	119980	S	149	252	401	0.00018
Rhizobium sp004341625	120023	S	75	67	142	0.00006
Rhizobium sp902706285	120071	S	54	454	508	0.00022
Rhizobium pisi	119992	S	50	114	164	0.00007
Rhizobium lusitanum	119977	S	45	201	246	0.00011
Rhizobium tubonense	120078	S	40	26	66	0.00003
Rhizobium jaguaris	119957	S	39	92	131	0.00006
Rhizobium sp016429015	120035	S	30	50	80	0.00004
Rhizobium sp017357385	120037	S	29	159	188	0.00008
Rhizobium leguminosarum_V	119972	S	21	178	199	0.00009
Rhizobium sp900467745	120053	S	20	130	150	0.00007
Rhizobium rhizogenes_C	119995	S	20	29	49	0.00002
Rhizobium brockwellii	119937	S	18	166	184	0.00008
Rhizobium sp900465675	120048	S	14	21	35	0.00002
Rhizobium leguminosarum_J	119963	S	13	112	125	0.00005
Rhizobium sp900489925	120070	S	11	17	28	0.00001
Rhizobium sp000292525	120003	S	10	35	45	0.00002
Rhizobium sp900471515	120064	S	9	22	31	0.00001
Rhizobium sp900472625	120068	S	9	17	26	0.00001
Rhizobium sp000172795	120001	S	9	68	77	0.00003
Rhizobium sp009498525	120025	S	8	13	21	0.00001
Rhizobium lusitanum_D	119981	S	8	12	20	0.00001
Rhizobium sp002944315	120019	S	8	15	23	0.00001
Rhizobium sp012641405	120027	S	7	10	17	0.00001
Rhizobium leguminosarum_P	119966	S	7	36	43	0.00002
Rhizobium lusitanum_A	119978	S	7	13	20	0.00001
Rhizobium sp001426265	120006	S	7	6	13	0.00001
Rhizobium hainanense	119954	S	6	11	17	0.00001
Rhizobium sp900468625	120055	S	6	12	18	0.00001
Rhizobium sp001657485	120008	S	6	49	55	0.00002
Rhizobium sp002277895	120016	S	5	17	22	0.00001
Rhizobium sp003024605	120020	S	5	11	16	0.00001
Rhizobium sp017948245	120040	S	5	23	28	0.00001
Rhizobium sp900468685	120056	S	5	13	18	0.00001
Rhizobium sophorae	119999	S	4	30	34	0.00001
Rhizobium sp014195325	120034	S	4	4	8	0.00000
Rhizobium leguminosarum_R	119968	S	4	52	56	0.00002
Rhizobium mayense	119982	S	4	9	13	0.00001
Rhizobium sp028865845	120043	S	4	2	6	0.00000
Rhizobium sp900468805	120057	S	4	5	9	0.00000
Rhizobium sp001424945	120005	S	3	2	5	0.00000
Rhizobium acidisoli	119928	S	3	16	19	0.00001
Rhizobium tropici_A	120075	S	3	16	19	0.00001
Rhizobium sp004345245	120024	S	3	2	5	0.00000
Rhizobium redzepovicii	119993	S	3	20	23	0.00001
Rhizobium sp900469085	120058	S	3	33	36	0.00002
Rhizobium tibeticum	120073	S	3	9	12	0.00001
Rhizobium lentis	119973	S	3	11	14	0.00001
Rhizobium calliandrae	119938	S	3	4	7	0.00000
Rhizobium freirei	119950	S	3	15	18	0.00001
Rhizobium leguminosarum_N	119965	S	2	17	19	0.00001
Rhizobium sp900472605	120067	S	2	23	25	0.00001
Rhizobium rhizogenes_D	119996	S	2	10	12	0.00001
Rhizobium sullae	120072	S	2	3	5	0.00000
Rhizobium anhuiense	119932	S	2	6	8	0.00000
Rhizobium leguminosarum_D	119960	S	2	22	24	0.00001
Rhizobium indicum	119956	S	2	20	22	0.00001
Rhizobium sp900471485	120063	S	2	7	9	0.00000
Rhizobium sp900470805	120061	S	2	4	6	0.00000
Rhizobium sp012641435	120028	S	2	1	3	0.00000
Rhizobium loessense	119976	S	2	7	9	0.00000
Rhizobium sp014193655	120030	S	2	1	3	0.00000
Rhizobium sp014195095	120033	S	2	4	6	0.00000
Rhizobium sp030053155	120045	S	2	17	19	0.00001
Rhizobium mesosinicum	119984	S	2	3	5	0.00000
Rhizobium lusitanum_B	119979	S	2	7	9	0.00000
Rhizobium multihospitium	119988	S	2	4	6	0.00000
Rhizobium sp002211305	120014	S	1	4	5	0.00000
Rhizobium grahamii_A	119953	S	1	3	4	0.00000
Rhizobium beringeri	119935	S	1	8	9	0.00000
Rhizobium sp002531825	120018	S	1	5	6	0.00000
Rhizobium tropici_C	120077	S	1	2	3	0.00000
Rhizobium sp900470965	120062	S	1	2	3	0.00000
Rhizobium sp900469615	120060	S	1	1	2	0.00000
Rhizobium binae	119936	S	1	4	5	0.00000
Rhizobium acaciae	119927	S	1	9	10	0.00000
Rhizobium viscosum	120081	S	1	2	3	0.00000
Rhizobium lentis_A	119974	S	1	4	5	0.00000
Rhizobium etli_B	119947	S	1	3	4	0.00000
Rhizobium croatiense	119941	S	1	9	10	0.00000
Rhizobium sp900466605	120050	S	1	2	3	0.00000
Rhizobium sp018987265	120041	S	1	2	3	0.00000
Rhizobium dioscoreae	119942	S	1	2	3	0.00000
Rhizobium yanglingense	120082	S	1	6	7	0.00000
Rhizobium sp000282035	120002	S	1	1	2	0.00000
Rhizobium rhizogenes	119994	S	1	2	3	0.00000
Rhizobium leguminosarum_S	119969	S	1	14	15	0.00001
Rhizobium phaseoli_A	119991	S	1	5	6	0.00000
Rhizobium tropici_B	120076	S	1	1	2	0.00000
Rhizobium paranaense	119989	S	1	3	4	0.00000
Rhizobium sp002211285	120013	S	1	3	4	0.00000
Rhizobium sp000377565	120004	S	1	5	6	0.00000
Rhizobium leguminosarum	119959	S	1	8	9	0.00000
Rhizobium laguerreae	119958	S	1	10	11	0.00000
Rhizobium sp002117485	120012	S	1	3	4	0.00000
Rhizobium mongolense	119987	S	1	5	6	0.00000
Rhizobium bangladeshense_B	119934	S	1	5	6	0.00000
Rhizobium sp001692325	120010	S	1	3	4	0.00000
Allorhizobium sp000247475	119118	S	212	366	578	0.00025
Allorhizobium vitis_D	119162	S	163	327	490	0.00021
Allorhizobium naphthalenivorans_A	119110	S	148	1139	1287	0.00056
Allorhizobium sp003501385	119129	S	73	45	118	0.00005
Allorhizobium vitis_E	119163	S	56	91	147	0.00006
Allorhizobium vitis	119160	S	38	102	140	0.00006
Allorhizobium taibaishanense	119155	S	20	17	37	0.00002
Allorhizobium vitis_H	119166	S	16	115	131	0.00006
Allorhizobium sp900470155	119149	S	15	26	41	0.00002
Allorhizobium terricola	119157	S	14	39	53	0.00002
Allorhizobium sp023701945	119138	S	13	21	34	0.00001
Allorhizobium sp012276985	119131	S	12	33	45	0.00002
Allorhizobium vitis_B	119161	S	8	33	41	0.00002
Allorhizobium sp029865825	119142	S	6	4	10	0.00000
Allorhizobium sp900465755	119146	S	5	5	10	0.00000
Allorhizobium sp900176345	119145	S	5	5	10	0.00000
Allorhizobium vitis_G	119165	S	4	17	21	0.00001
Allorhizobium paknamense	119112	S	3	9	12	0.00001
Allorhizobium sp017599385	119133	S	3	3	6	0.00000
Allorhizobium sp002307905	119123	S	3	9	12	0.00001
Allorhizobium sp003527225	119130	S	2	15	17	0.00001
Allorhizobium sp002796995	119126	S	2	12	14	0.00001
Allorhizobium vitis_F	119164	S	2	0	2	0.00000
Allorhizobium sp902706095	119152	S	1	3	4	0.00000
Allorhizobium sp027533385	119141	S	1	13	14	0.00001
Allorhizobium sp900466945	119148	S	1	1	2	0.00000
Allorhizobium sp900473745	119150	S	1	5	6	0.00000
Allorhizobium wuzhouense	119167	S	1	1	2	0.00000
Allorhizobium sp913776675	119153	S	1	0	1	0.00000
Allorhizobium thiooxidans	119158	S	1	2	3	0.00000
Allorhizobium aggregata	119098	S	1	1	2	0.00000
Allorhizobium albertimagni	119099	S	1	1	2	0.00000
Allorhizobium sp001724035	119122	S	1	10	11	0.00000
Allorhizobium sp001429245	119120	S	1	1	2	0.00000
Agrobacterium burrii	119051	S	541	3420	3961	0.00173
Agrobacterium sp900472925	119079	S	64	64	128	0.00006
Agrobacterium rubi	119067	S	56	327	383	0.00017
Agrobacterium sp913777615	119081	S	40	209	249	0.00011
Agrobacterium sp900100825	119076	S	30	51	81	0.00004
Agrobacterium bohemicum	119050	S	17	11	28	0.00001
Agrobacterium tumefaciens_C	119086	S	16	23	39	0.00002
Agrobacterium fabacearum	119054	S	10	13	23	0.00001
Agrobacterium fabrum	119055	S	7	37	44	0.00002
Agrobacterium larrymoorei	119057	S	7	15	22	0.00001
Agrobacterium sp001422245	119070	S	7	7	14	0.00001
Agrobacterium sp900473205	119080	S	5	3	8	0.00000
Agrobacterium larrymoorei_B	119059	S	2	4	6	0.00000
Agrobacterium arsenijevicii	119049	S	2	7	9	0.00000
Agrobacterium sp900468015	119077	S	2	3	5	0.00000
Agrobacterium tomkonis	119083	S	1	10	11	0.00000
Agrobacterium vaccinii	119088	S	1	2	3	0.00000
Agrobacterium sp900012625	119075	S	1	2	3	0.00000
Agrobacterium sp014851585	119072	S	1	0	1	0.00000
Agrobacterium cavarae	119052	S	1	1	2	0.00000
Agrobacterium oryzihabitans	119062	S	1	17	18	0.00001
Agrobacterium nepotum	119061	S	1	2	3	0.00000
Mesorhizobium sp016756495	119626	S	36	365	401	0.00018
Mesorhizobium sp024746815	119645	S	34	191	225	0.00010
Mesorhizobium loti_B	119525	S	14	126	140	0.00006
Mesorhizobium loti_E	119528	S	13	105	118	0.00005
Mesorhizobium qingshengii_A	119543	S	13	73	86	0.00004
Mesorhizobium sp024519675	119643	S	12	76	88	0.00004
Mesorhizobium huakuii	119517	S	6	43	49	0.00002
Mesorhizobium sp020616515	119638	S	5	10	15	0.00001
Mesorhizobium sp004136315	119596	S	5	68	73	0.00003
Mesorhizobium sp013170805	119622	S	5	39	44	0.00002
Mesorhizobium loti_D	119527	S	4	25	29	0.00001
Mesorhizobium sp024746835	119646	S	4	25	29	0.00001
Mesorhizobium norvegicum	119537	S	3	28	31	0.00001
Mesorhizobium opportunistum	119539	S	2	14	16	0.00001
Mesorhizobium loti_C	119526	S	2	21	23	0.00001
Mesorhizobium sp020164745	119634	S	2	12	14	0.00001
Mesorhizobium sp016756535	119627	S	2	17	19	0.00001
Mesorhizobium sp015500075	119624	S	2	3	5	0.00000
Mesorhizobium sp013170825	119623	S	2	17	19	0.00001
Mesorhizobium sp006442315	119613	S	2	5	7	0.00000
Mesorhizobium sp003963455	119581	S	2	38	40	0.00002
Mesorhizobium sp003997495	119583	S	2	22	24	0.00001
Mesorhizobium sp004017275	119587	S	2	16	18	0.00001
Mesorhizobium amorphae_A	119502	S	2	12	14	0.00001
Mesorhizobium japonicum	119520	S	2	23	25	0.00001
Mesorhizobium sp006442795	119616	S	1	2	3	0.00000
Mesorhizobium amorphae	119501	S	1	6	7	0.00000
