name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Nostoc sp017115085	96877	S	79	2305	2384	0.19001
Nostoc sp028623165	96889	S	8	412	420	0.03347
Nostoc punctiforme_A	96856	S	2	99	101	0.00805
Nostoc sp026127265	96888	S	2	136	138	0.01100
Nostoc sp017115095	96878	S	1	26	27	0.00215
Nostoc sp002949735	96860	S	1	83	84	0.00669
Nostoc commune	96838	S	1	61	62	0.00494
Stigonema sp903903925	96940	S	7	23	30	0.00239
Acidisoma sp009765865	113615	S	463	1360	1823	0.14529
Lichenicoccus roseus	113922	S	11	57	68	0.00542
LMUY01 sp009765685	113921	S	2	7	9	0.00072
Methylobacterium sp022829385	118327	S	14	158	172	0.01371
Methylobacterium sp022829365	118326	S	4	64	68	0.00542
Methylobacterium sp022829515	118331	S	1	17	18	0.00143
Lichenihabitans flavocetrariae	118233	S	1	1	2	0.00016
Pseudolabrys sp903891395	120775	S	2	4	6	0.00048
Blastochloris sulfoviridis	120400	S	1	26	27	0.00215
Rhizobium rhododendri	119997	S	4	73	77	0.00614
CAHJWH01 sp009765965	114500	S	10	73	83	0.00662
CAIOYC01 sp903862425	114511	S	1	2	3	0.00024
Sphingomonas_N sp937859915	125357	S	1	5	6	0.00048
Novosphingobium sp903970225	124574	S	1	11	12	0.00096
Caedimonas varicaedens	114287	S	2	265	267	0.02128
Reyranella aerosaccus_B	117836	S	1	33	34	0.00271
GCF-002259525 sp021804505	123437	S	1	548	549	0.04376
Caballeronia sordidicola_C	126762	S	21	178	199	0.01586
Caballeronia sp001557535	126764	S	20	348	368	0.02933
Caballeronia sp009766085	126765	S	1	10	11	0.00088
Caballeronia choica	126738	S	1	13	14	0.00112
Caballeronia sp018449635	126769	S	1	9	10	0.00080
Paraburkholderia sp900996245	128090	S	3	63	66	0.00526
Pararobbsia sp026225235	128132	S	18	45	63	0.00502
Scleromatobacter humisilvae	129084	S	1	26	27	0.00215
Mycoavidus sp020023735	127788	S	1	21	22	0.00175
Pseudomonas_E sp025465935	138799	S	1	29	30	0.00239
Rhodanobacter sp014207185	140602	S	2	21	23	0.00183
Rhodanobacter sp903827735	140625	S	1	36	37	0.00295
Palsa-1515 sp903970385	102220	S	737	3557	4294	0.34223
Acidisarcina polymorpha	40108	S	260	255	515	0.04105
Edaphobacter lichenicola_E	40135	S	18	116	134	0.01068
Edaphobacter lichenicola	40130	S	6	44	50	0.00399
Edaphobacter sp009765825	40142	S	4	6	10	0.00080
Edaphobacter sp025462645	40156	S	1	0	1	0.00008
Granulicella mallensis_A	40166	S	4	17	21	0.00167
Granulicella sp009765785	40171	S	2	9	11	0.00088
Granulicella mallensis	40165	S	1	4	5	0.00040
JANXZS01 sp025355385	40243	S	1	5	6	0.00048
Granulicella_B arctica	40194	S	1	1	2	0.00016
Parafilimonas sp013289015	83628	S	12	2	14	0.00112
Flavipsychrobacter sp903905065	83329	S	1	0	1	0.00008
JAFDXJ01 sp018268015	83462	S	1	14	15	0.00120
Mucilaginibacter sp013288235	89907	S	2	46	48	0.00383
Mucilaginibacter sp903915155	89972	S	2	6	8	0.00064
Mucilaginibacter sp030775685	89958	S	2	3	5	0.00040
Mucilaginibacter sp013288685	89910	S	1	1	2	0.00016
Mycobacterium sp025963385	46772	S	1	15	16	0.00128
RYN-133 sp025963285	45625	S	1	14	15	0.00120
JABDGH01 sp026225555	144936	S	1	1	2	0.00016
JABDGH01 sp903970335	144939	S	1	1	2	0.00016
Fimbriiglobus ruber	112160	S	1	0	1	0.00008
