#Classification	S-25-POLPIL-G_bracken_C.kreport
k__Bacteria	533156
k__Bacteria|p__Proteobacteria	419442
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	292920
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	94634
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	30510
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1274
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	33
k__Bacteria|p__Proteobacteria|c__Oligoflexia	25
k__Bacteria|p__Proteobacteria|c__Acidithiobacillia	17
k__Bacteria|p__Proteobacteria|c__Hydrogenophilalia	26
k__Bacteria|p__Actinobacteria	65843
k__Bacteria|p__Actinobacteria|c__Actinomycetia	56186
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	985
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	484
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	133
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	133
k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	7920
k__Bacteria|p__Firmicutes	4986
k__Bacteria|p__Firmicutes|c__Bacilli	4479
k__Bacteria|p__Firmicutes|c__Clostridia	184
k__Bacteria|p__Firmicutes|c__Negativicutes	79
k__Bacteria|p__Firmicutes|c__Limnochordia	4
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	24
k__Bacteria|p__Firmicutes|c__Tissierellia	214
k__Bacteria|p__Deinococcus-Thermus	100
k__Bacteria|p__Deinococcus-Thermus|c__Deinococci	100
k__Bacteria|p__Armatimonadetes	48
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia	40
k__Bacteria|p__Armatimonadetes|c__Chthonomonadetes	8
k__Bacteria|p__Chloroflexi	46
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	12
k__Bacteria|p__Chloroflexi|c__Chloroflexia	14
k__Bacteria|p__Chloroflexi|c__Thermomicrobia	8
k__Bacteria|p__Chloroflexi|c__Tepidiformia	3
k__Bacteria|p__Chloroflexi|c__Dehalococcoidia	3
k__Bacteria|p__Chloroflexi|c__Anaerolineae	3
