#Classification	S-24-POLJUN-G_bracken_O.kreport
k__Bacteria	518
k__Bacteria|p__Proteobacteria	505
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	495
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	495
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	6
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	6
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	4
k__Bacteria|p__Cyanobacteria	9
k__Bacteria|p__Cyanobacteria|o__Nostocales	9
k__Bacteria|p__Acidobacteria	3
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	3
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	3
