name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829365	118326	S	23887	105521	129408	0.06805
Methylobacterium sp022829585	118333	S	9877	38130	48007	0.02525
Methylobacterium cerastii	118248	S	3806	16695	20501	0.01078
Methylobacterium sp022829385	118327	S	3381	12089	15470	0.00814
Methylobacterium sp008039875	118308	S	3186	14738	17924	0.00943
Methylobacterium sp022702195	118322	S	900	1209	2109	0.00111
Methylobacterium sp022829515	118331	S	321	1605	1926	0.00101
Methylobacterium sp022829635	118335	S	304	1520	1824	0.00096
Methylobacterium sp010692745	118311	S	251	756	1007	0.00053
Methylobacterium sp001455965	118303	S	155	607	762	0.00040
Methylobacterium sp022829545	118332	S	142	506	648	0.00034
Methylobacterium pseudosasicola	118282	S	116	453	569	0.00030
Methylobacterium sp022829295	118324	S	91	341	432	0.00023
Methylobacterium mesophilicum	118269	S	89	1376	1465	0.00077
Methylobacterium sp008000895	118307	S	83	624	707	0.00037
Methylobacterium sp017833295	118314	S	77	550	627	0.00033
Methylobacterium trifolii	118358	S	73	1365	1438	0.00076
Methylobacterium longum	118267	S	73	236	309	0.00016
Methylobacterium sp022829285	118323	S	66	324	390	0.00021
Methylobacterium sp001422985	118296	S	60	200	260	0.00014
Methylobacterium sp022829685	118336	S	60	240	300	0.00016
Methylobacterium brachiatum	118245	S	54	439	493	0.00026
Methylobacterium sp030700245	118343	S	52	228	280	0.00015
Methylobacterium sp022829605	118334	S	49	182	231	0.00012
Methylobacterium sp022829725	118337	S	42	171	213	0.00011
Methylobacterium persicinum	118276	S	41	269	310	0.00016
Methylobacterium sp021352225	118320	S	39	119	158	0.00008
Methylobacterium sp022829345	118325	S	34	135	169	0.00009
Methylobacterium sp030700285	118344	S	33	136	169	0.00009
Methylobacterium sp001423295	118299	S	32	113	145	0.00008
Methylobacterium tardum	118352	S	30	322	352	0.00019
Methylobacterium sp022829405	118328	S	29	131	160	0.00008
Methylobacterium sp900103195	118345	S	29	134	163	0.00009
Methylobacterium phyllostachyos	118277	S	28	109	137	0.00007
Methylobacterium sp022829465	118330	S	27	94	121	0.00006
Methylobacterium sp001422885	118295	S	27	130	157	0.00008
Methylobacterium sp009806555	118310	S	26	402	428	0.00023
Methylobacterium sp001423085	118297	S	26	126	152	0.00008
Methylobacterium sp000519085	118292	S	25	156	181	0.00010
Methylobacterium sp019745455	118316	S	24	537	561	0.00030
Methylobacterium sp025813715	118340	S	24	151	175	0.00009
Methylobacterium mesophilicum_A	118270	S	22	89	111	0.00006
Methylobacterium adhaesivum	118239	S	20	75	95	0.00005
Methylobacterium sp900112625	118346	S	18	226	244	0.00013
Methylobacterium sp028583545	118342	S	16	189	205	0.00011
Methylobacterium fujisawaense	118256	S	15	173	188	0.00010
Methylobacterium sp001424705	118301	S	12	56	68	0.00004
Methylobacterium aquaticum	118243	S	11	55	66	0.00003
Methylobacterium sp001422375	118293	S	11	57	68	0.00004
Methylobacterium sp000372825	118290	S	10	57	67	0.00004
