name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Rhizobium rhododendri	119997	S	97	2317	2414	0.15488
Rhizobium sp003627795	120021	S	1	26	27	0.00173
Methylobacterium sp022829385	118327	S	74	1030	1104	0.07083
Methylobacterium sp022829365	118326	S	22	362	384	0.02464
Methylobacterium sp017833295	118314	S	9	295	304	0.01950
Methylobacterium sp022829585	118333	S	5	74	79	0.00507
Methylobacterium sp001423295	118299	S	1	13	14	0.00090
Lichenihabitans flavocetrariae	118233	S	16	39	55	0.00353
28-YEA-48 sp903825465	118041	S	3	40	43	0.00276
RH-AL1 sp009765775	118495	S	1	9	10	0.00064
RH-AL1 sp901457705	118497	S	1	25	26	0.00167
Bradyrhizobium erythrophlei_B	120444	S	1	25	26	0.00167
Tardiphaga sp028290785	120842	S	2	32	34	0.00218
Pseudolabrys sp903891395	120775	S	1	1	2	0.00013
Acidisoma sp009765865	113615	S	668	2561	3229	0.20717
Lichenicoccus roseus	113922	S	18	124	142	0.00911
LMUY01 sp009765685	113921	S	6	92	98	0.00629
CAHJXG01 sp937873175	113709	S	1	3	4	0.00026
Sphingomonas_N sp937859915	125357	S	4	28	32	0.00205
Sphingomonas sp026540855	125241	S	1	97	98	0.00629
Novosphingobium sp903970225	124574	S	2	46	48	0.00308
Rhizomicrobium sp028292825	115880	S	5	154	159	0.01020
Reyranella aerosaccus_B	117836	S	2	85	87	0.00558
CAIKMD01 sp903822185	113516	S	2	33	35	0.00225
Caballeronia sp001557535	126764	S	149	3253	3402	0.21827
Caballeronia sp018449635	126769	S	35	372	407	0.02611
Caballeronia sp022878925	126770	S	10	333	343	0.02201
Caballeronia sp028292365	126775	S	6	21	27	0.00173
Caballeronia terrestris	126785	S	3	59	62	0.00398
Caballeronia sordidicola_A	126761	S	2	17	19	0.00122
Caballeronia sp009766085	126765	S	2	22	24	0.00154
Caballeronia sp011493005	126766	S	2	51	53	0.00340
Caballeronia udeis	126787	S	2	22	24	0.00154
Caballeronia sordidicola_C	126762	S	1	8	9	0.00058
Caballeronia arationis	126732	S	1	15	16	0.00103
Caballeronia sp018449515	126768	S	1	7	8	0.00051
Caballeronia turbans	126786	S	1	17	18	0.00115
Paraburkholderia ginsengisoli	127996	S	1	14	15	0.00096
Paraburkholderia aspalathi	127967	S	1	20	21	0.00135
Paraburkholderia sp004339745	128060	S	1	39	40	0.00257
Herbaspirillum sp000282135	127123	S	4	574	578	0.03708
Variovorax sp009765735	129478	S	4	191	195	0.01251
Variovorax sp028292285	129500	S	1	10	11	0.00071
Pararobbsia sp026225235	128132	S	1	2	3	0.00019
Undibacterium terreum	129427	S	1	108	109	0.00699
Pseudomonas_E sp003014915	138658	S	2	189	191	0.01225
Pseudomonas_E sp025465935	138799	S	2	34	36	0.00231
Pseudomonas_E sp903970465	138888	S	1	5	6	0.00038
Cellvibrio sp004172865	136265	S	1	3	4	0.00026
Rhodanobacter sp903827735	140625	S	2	88	90	0.00577
Bog-1198 sp030775865	139668	S	2	4	6	0.00038
Bog-1198 sp030776345	139669	S	1	65	66	0.00423
Granulicella_D aggregans_A	40206	S	85	234	319	0.02047
Granulicella_D sp903642265	40207	S	1	0	1	0.00006
Terriglobus roseus	40380	S	3	6	9	0.00058
Terriglobus roseus_B	40382	S	3	6	9	0.00058
Granulicella elongata	40164	S	3	7	10	0.00064
Granulicella sp903970395	40191	S	2	92	94	0.00603
Granulicella mallensis_A	40166	S	1	1	2	0.00013
Edaphobacter sp009765825	40142	S	3	9	12	0.00077
Occallatibacter gabretensis	40248	S	4	55	59	0.00379
Occallatibacter sp021781255	40290	S	1	87	88	0.00565
Alloacidobacterium sp009765985	40111	S	3	4	7	0.00045
Granulicella_C sibirica	40198	S	1	7	8	0.00051
Granulicella_C sp009914315	40199	S	1	42	43	0.00276
Acidisarcina polymorpha	40108	S	2	4	6	0.00038
EB88 sp003858395	40122	S	2	4	6	0.00038
Mucilaginibacter sp014200575	89914	S	30	90	120	0.00770
Mucilaginibacter agri	89837	S	1	4	5	0.00032
Mucilaginibacter sp014200495	89913	S	1	8	9	0.00058
Mucilaginibacter pineti	89879	S	1	2	3	0.00019
Mucilaginibacter sp903644075	89963	S	1	0	1	0.00006
Mucilaginibacter dorajii	89848	S	1	1	2	0.00013
Mucilaginibacter corticis	89846	S	1	4	5	0.00032
Pedobacter cryoconitis_C	90024	S	1	3	4	0.00026
Puia sp013288945	83678	S	35	155	190	0.01219
JAFDXJ01 sp018268015	83462	S	1	25	26	0.00167
Spirosoma endophyticum	85545	S	1	1	2	0.00013
Flavobacterium sp030151255	86980	S	1	27	28	0.00180
Streptantibioticus silvisoli	48904	S	11	199	210	0.01347
Mycobacterium hodleri_B	46480	S	1	16	17	0.00109
MT45 sp900230215	45618	S	1	6	7	0.00045
PALSA-1444 sp003153295	93444	S	3	0	3	0.00019
