#Classification	S-27-POLJUN-B_bracken_F.kreport
k__Bacteria	370834
k__Bacteria|p__Proteobacteria	215338
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	107606
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	75736
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Bradyrhizobiaceae	15584
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylobacteriaceae	39928
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phyllobacteriaceae	6930
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Rhizobiaceae	11295
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Lichenihabitantaceae	615
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Beijerinckiaceae	431
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Methylocystaceae	489
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Devosiaceae	25
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Hyphomicrobiaceae	121
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Kaistiaceae	80
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Boseaceae	20
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Xanthobacteraceae	41
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Aurantimonadaceae	48
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Blastochloridaceae	41
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Parvibaculaceae	6
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Phreatobacteraceae	21
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales|f__Brucellaceae	54
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	19870
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae	16043
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingosinicellaceae	2668
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae	1158
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	7999
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	7852
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Azospirillaceae	31
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	65
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Stellaceae	17
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Elioraeaceae	32
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	3990
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales|f__Caulobacteraceae	3990
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	7
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Roseobacteraceae	7
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	2
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__Rickettsiaceae	2
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	85046
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	85002
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae	67733
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	14520
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae	1688
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	1060
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales	41
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Rhodocyclales|f__Rhodocyclaceae	41
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	3
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Chromobacteriaceae	3
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	21623
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	14347
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	14347
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	4628
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	4628
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2281
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	174
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	2107
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales	190
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Nevskiales|f__Steroidobacteraceae	190
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	175
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	175
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1039
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales	1039
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Labilitrichaceae	339
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Polyangiaceae	568
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Myxococcaceae	6
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Myxococcales|f__Archangiaceae	125
k__Bacteria|p__Proteobacteria|c__Oligoflexia	22
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales	15
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Silvanigrellales|f__Silvanigrellaceae	15
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	7
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae	7
k__Bacteria|p__Actinobacteria	71834
k__Bacteria|p__Actinobacteria|c__Actinomycetia	67169
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	35830
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae	35820
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	8
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Dietziaceae	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	7334
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Nocardioidaceae	5370
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Propionibacteriaceae	1900
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales|f__Actinopolymorphaceae	63
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	5619
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales|f__Micromonosporaceae	5619
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	4689
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	4689
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	3249
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Microbacteriaceae	3068
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Micrococcaceae	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Intrasporangiaceae	177
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales|f__Ornithinimicrobiaceae	1
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	3080
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales|f__Pseudonocardiaceae	3080
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales	2901
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jatrophihabitantales|f__Jatrophihabitantaceae	2901
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales	2567
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Nakamurellales|f__Nakamurellaceae	2567
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales	1064
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Thermomonosporaceae	794
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Streptosporangiaceae	132
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptosporangiales|f__Nocardiopsaceae	136
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales	525
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Catenulisporales|f__Catenulisporaceae	525
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales	302
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Frankiales|f__Frankiaceae	302
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Geodermatophilales|f__Geodermatophilaceae	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales	2
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Jiangellales|f__Jiangellaceae	2
k__Bacteria|p__Actinobacteria|c__Thermoleophilia	2637
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales	2636
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Solirubrobacterales|f__Conexibacteraceae	2636
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales	1
k__Bacteria|p__Actinobacteria|c__Thermoleophilia|o__Miltoncostaeales|f__Miltoncostaeaceae	1
k__Bacteria|p__Actinobacteria|c__Rubrobacteria	1959
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales	1959
k__Bacteria|p__Actinobacteria|c__Rubrobacteria|o__Rubrobacterales|f__Baekduiaceae	1959
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	67
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	67
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Iamiaceae	42
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae	25
k__Bacteria|p__Cyanobacteria	45773
k__Bacteria|p__Cyanobacteria|o__Nostocales	45164
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	24954
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	8910
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae	1639
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae	6562
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae	695
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae	2304
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Tolypothrichaceae	96
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	497
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Leptolyngbyaceae	497
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	59
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Coleofasciculaceae	52
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Gomontiellaceae	3
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae	3
k__Bacteria|p__Cyanobacteria|o__Chroococcales	22
k__Bacteria|p__Cyanobacteria|o__Chroococcales|f__Microcystaceae	22
k__Bacteria|p__Cyanobacteria|o__Synechococcales	20
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae	20
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales	7
k__Bacteria|p__Cyanobacteria|o__Chroococcidiopsidales|f__Chroococcidiopsidaceae	7
k__Bacteria|p__Cyanobacteria|o__Gloeomargaritales	1
k__Bacteria|p__Cyanobacteria|o__Gloeomargaritales|f__Gloeomargaritaceae	1
k__Bacteria|p__Firmicutes	13677
k__Bacteria|p__Firmicutes|c__Bacilli	13677
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	13677
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	13675
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	2
k__Bacteria|p__Chloroflexi	33
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	33
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales	33
k__Bacteria|p__Chloroflexi|c__Ktedonobacteria|o__Ktedonobacterales|f__Ktedonosporobacteraceae	33
k__Bacteria|p__Armatimonadetes	12
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia	12
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales	12
k__Bacteria|p__Armatimonadetes|c__Fimbriimonadia|o__Fimbriimonadales|f__Fimbriimonadaceae	12
k__Bacteria|p__Acidobacteria	11570
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	11570
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	11563
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales|f__Acidobacteriaceae	11563
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales	7
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Bryobacterales|f__Bryobacteraceae	7
k__Bacteria|p__Bacteroidetes	10672
k__Bacteria|p__Bacteroidetes|c__Cytophagia	7978
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	7978
