name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Blautia_A faecis	60758	S	1405	156617	158022	0.01256
Blautia_A sp900066335	60807	S	391	41735	42126	0.00335
Blautia_A ammoniilytica	60749	S	299	65958	66257	0.00527
Blautia_A hydrogenotrophica	60761	S	299	9481	9780	0.00078
Blautia_A wexlerae	60863	S	217	67574	67791	0.00539
Blautia_A fusiformis	60759	S	181	34812	34993	0.00278
Blautia_A sp900066205	60806	S	158	34205	34363	0.00273
Blautia_A obeum	60767	S	84	10317	10401	0.00083
Blautia_A wexlerae_B	60864	S	29	5236	5265	0.00042
Blautia_A luti	60766	S	29	3304	3333	0.00026
Blautia_A sp900066355	60808	S	22	3648	3670	0.00029
Blautia_A difficilis	60752	S	15	1292	1307	0.00010
Blautia_A acetigignens	60748	S	15	1565	1580	0.00013
Blautia_A sp900548245	60815	S	14	2009	2023	0.00016
Blautia_A sp000436615	60770	S	12	1636	1648	0.00013
Blautia_A sp905206915	60827	S	12	1613	1625	0.00013
Blautia_A sp905209435	60828	S	10	120	130	0.00001
Blautia_A sp934371575	60832	S	10	128	138	0.00001
Blautia_A sp021771755	60787	S	9	484	493	0.00004
Blautia_A intestinalis	60762	S	8	1273	1281	0.00010
Blautia_A gallistercoris	60760	S	6	19	25	0.00000
Blautia_A sp003477525	60773	S	6	890	896	0.00007
Blautia_A sp900541985	60813	S	6	222	228	0.00002
Blautia_A wexlerae_C	60865	S	6	1187	1193	0.00009
Blautia_A sp900751995	60821	S	5	492	497	0.00004
Blautia_A sp937900135	60848	S	5	43	48	0.00000
Blautia_A sp934394545	60837	S	4	20	24	0.00000
Blautia_A sp019419095	60784	S	3	90	93	0.00001
Blautia_A sp018919065	60782	S	3	71	74	0.00001
Blautia_A sp900316115	60810	S	3	12	15	0.00000
Blautia_A sp003474435	60772	S	3	347	350	0.00003
Blautia_A sp900547615	60814	S	2	37	39	0.00000
Blautia_A sp900763175	60822	S	2	141	143	0.00001
Blautia_A sp029101305	60795	S	2	3	5	0.00000
Blautia_A sp934409175	60841	S	2	1	3	0.00000
Blautia_A sp934426285	60844	S	2	10	12	0.00000
Blautia_A sp900120195	60809	S	2	234	236	0.00002
Blautia_A faecavium	60755	S	2	18	20	0.00000
Blautia_A sp934424005	60842	S	1	13	14	0.00000
