name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Wolbachia endosymbiont (group A) of Clivina fossor	3066133	S	2	4716	4718	0.20219
Methylobacterium sp. WL1	2603276	S	1159	4273	5432	0.23279
Methylobacterium sp. 391_Methyba4	3038924	S	1	81	82	0.00351
Methylobacterium fujisawaense	107400	S	44	1037	1081	0.04633
Methylobacterium flocculans	2984843	S	8	26	34	0.00146
Methylobacterium mesophilicum	39956	S	1	1	2	0.00009
Methylobacterium tardum	374432	S	1	5	6	0.00026
Methylorubrum extorquens	408	S	1	15	16	0.00069
Candidatus Liberibacter africanus	34020	S	42	163	205	0.00879
Sphingomonas aliaeris	2759526	S	52	232	284	0.01217
Sphingomonas aerolata	185951	S	37	191	228	0.00977
Sphingomonas sp. CV7422	3018036	S	4	250	254	0.01089
Sphingomonas sp. AAP5	1523415	S	2	22	24	0.00103
Sphingomonas sp. PAMC26645	2565555	S	1	4	5	0.00021
Sphingomonas profundi	2681549	S	2	12	14	0.00060
Sphingomonas taxi	1549858	S	1	6	7	0.00030
Roseomonas haemaphysalidis	2768162	S	14	99	113	0.00484
Xylella fastidiosa	2371	S	20	613	633	0.02713
Xanthomonas albilineans	29447	S	1	11	12	0.00051
Xanthomonas arboricola	56448	S	1	40	41	0.00176
Stenotrophomonas maltophilia	40324	S	1	185	186	0.00797
Haemophilus parainfluenzae	729	S	1	71	72	0.00309
Massilia forsythiae	2728020	S	2	420	422	0.01809
Hymenobacter sp. GOD-10R	3093922	S	3	8	11	0.00047
Cutibacterium acnes	1747	S	84	1731	1815	0.07778
Cutibacterium avidum	33010	S	1	7	8	0.00034
Cutibacterium granulosum	33011	S	1	54	55	0.00236
Microlunatus sagamiharensis	546874	S	101	312	413	0.01770
Kineococcus sp. NBC_00420	2903564	S	41	168	209	0.00896
Curtobacterium sp. KT1	3372858	S	2	52	54	0.00231
Frigoribacterium sp. SL97	2994664	S	4	87	91	0.00390
Arthrobacter crystallopoietes	37928	S	1	12	13	0.00056
Modestobacter italicus	2732864	S	1	10	11	0.00047
Rhodococcus sp. 008	1723645	S	1	33	34	0.00146
Lactiplantibacillus pentosus	1589	S	19	3054	3073	0.13170
Lactiplantibacillus plantarum	1590	S	4	1115	1119	0.04796
Staphylococcus epidermidis	1282	S	3	1284	1287	0.05516
Staphylococcus hominis	1290	S	2	758	760	0.03257
Candidatus Phytoplasma solani	69896	S	1	3	4	0.00017
Homo sapiens	9606	S	1	486	487	0.02087
