#Classification	S-19-POLPIL-B_bracken_F.kreport
k__Bacteria	572515
k__Bacteria|p__Cyanobacteria	217955
k__Bacteria|p__Cyanobacteria|o__Nostocales	217439
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	210199
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	2459
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae	1659
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae	204
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae	1147
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Tolypothrichaceae	1031
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae	737
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales	418
k__Bacteria|p__Cyanobacteria|o__Pseudanabaenales|f__Leptolyngbyaceae	418
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales	56
k__Bacteria|p__Cyanobacteria|o__Pleurocapsales|f__Hyellaceae	56
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	39
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Coleofasciculaceae	36
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Oscillatoriaceae	3
k__Bacteria|p__Cyanobacteria|o__Synechococcales	2
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae	2
k__Bacteria|p__Actinobacteria	72427
k__Bacteria|p__Actinobacteria|c__Actinomycetia	68218
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	43089
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae	42561
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	350
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae	177
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	15401
