name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacteroides uniformis	77091	S	2259244	1554846	3814090	0.09118
Bacteroides caccae	76927	S	712688	1486030	2198718	0.05256
Bacteroides cellulosilyticus	76930	S	665664	309315	974979	0.02331
Bacteroides ovatus	76966	S	320780	755644	1076424	0.02573
Bacteroides sp959606905	77084	S	291761	848448	1140209	0.02726
Bacteroides rodentium	76974	S	221820	67570	289390	0.00692
Bacteroides nordii	76964	S	132828	32937	165765	0.00396
Bacteroides sp019412865	76987	S	114835	266792	381627	0.00912
Bacteroides xylanisolvens	77092	S	105041	190481	295522	0.00706
Bacteroides intestinigallinarum	76950	S	76738	51393	128131	0.00306
Bacteroides muris	76961	S	75838	24617	100455	0.00240
Bacteroides sp900761785	77016	S	68727	46444	115171	0.00275
Bacteroides sp900556625	77012	S	67669	209958	277627	0.00664
Bacteroides sp948436425	77070	S	60328	134243	194571	0.00465
Bacteroides sp900755095	77014	S	53761	200693	254454	0.00608
Bacteroides gallinarum	76943	S	48905	11680	60585	0.00145
Bacteroides sp902362375	77021	S	41921	27632	69553	0.00166
Bacteroides sp948847595	77071	S	35815	64393	100208	0.00240
Bacteroides luhongzhouii	76953	S	33498	9113	42611	0.00102
Bacteroides sp900759525	77015	S	32738	29739	62477	0.00149
Bacteroides sp905207245	77029	S	32333	6546	38879	0.00093
Bacteroides faecis	76937	S	30477	7730	38207	0.00091
Bacteroides stercoris	77086	S	22240	17590	39830	0.00095
Bacteroides sp905197435	77026	S	21486	3283	24769	0.00059
Bacteroides intestinalis_A	76948	S	21178	12538	33716	0.00081
Bacteroides timonensis	77090	S	20923	11141	32064	0.00077
Bacteroides sp019415065	76988	S	19114	69092	88206	0.00211
Bacteroides sp900552405	77008	S	18677	12964	31641	0.00076
Bacteroides sp947038155	77059	S	14585	34371	48956	0.00117
Bacteroides sp910578895	77032	S	14368	1381	15749	0.00038
Bacteroides ovatus_A	76967	S	13500	3333	16833	0.00040
Bacteroides finegoldii	76939	S	10400	11315	21715	0.00052
Bacteroides congonensis	76932	S	10348	6707	17055	0.00041
Bacteroides sp900762525	77017	S	10314	1147	11461	0.00027
Bacteroides faecichinchillae	76936	S	10222	3273	13495	0.00032
Bacteroides salyersiae	76975	S	10049	9106	19155	0.00046
Bacteroides eggerthii	76934	S	9518	5324	14842	0.00035
Bacteroides faecium	76938	S	9504	1971	11475	0.00027
Bacteroides sp900555635	77010	S	9454	2622	12076	0.00029
Bacteroides acidifaciens	76924	S	9405	25532	34937	0.00084
Bacteroides sp900556215	77011	S	9400	7380	16780	0.00040
Bacteroides caecimuris	76928	S	7623	12638	20261	0.00048
Bacteroides intestinavium	76949	S	6186	1550	7736	0.00018
Bacteroides helcogenes	76944	S	5868	176	6044	0.00014
Bacteroides thetaiotaomicron	77088	S	5703	18278	23981	0.00057
Bacteroides sp900765785	77018	S	5427	2507	7934	0.00019
Bacteroides stercorirosoris	77085	S	5399	1711	7110	0.00017
Bacteroides sp902491285	77024	S	5182	1408	6590	0.00016
Bacteroides intestinalis	76947	S	5130	9766	14896	0.00036
Bacteroides caecimuris_A	76929	S	5081	7862	12943	0.00031
Bacteroides sp902472795	77023	S	4895	1720	6615	0.00016
