name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Anaerostipes amylophilus	60619	S	400216	1358399	1758615	0.10157
Anaerostipes hadrus	60625	S	33075	166281	199356	0.01151
Anaerostipes sp900066705	60635	S	24220	85689	109909	0.00635
Anaerostipes sp019423795	60631	S	7923	49164	57087	0.00330
Anaerostipes sp905215045	60638	S	6511	39735	46246	0.00267
Anaerostipes sp900756035	60636	S	2535	8348	10883	0.00063
Anaerostipes butyraticus	60621	S	521	1070	1591	0.00009
Anaerostipes sp021771695	60632	S	245	552	797	0.00005
Anaerostipes sp018918155	60629	S	152	85	237	0.00001
Anaerostipes sp018381315	60628	S	100	19	119	0.00001
Anaerostipes faecalis	60624	S	37	67	104	0.00001
Anaerostipes sp905213305	60637	S	5	4	9	0.00000
Anaerostipes hominis	60626	S	2	1	3	0.00000
Anaerostipes excrementavium	60623	S	2	0	2	0.00000
Anaerostipes caccae	60622	S	1	2	3	0.00000
Blautia_A faecis	60758	S	90048	404931	494979	0.02859
Blautia_A obeum	60767	S	82584	545207	627791	0.03626
Blautia_A sp900066335	60807	S	10444	70744	81188	0.00469
Blautia_A hydrogenotrophica	60761	S	9505	7682	17187	0.00099
Blautia_A fusiformis	60759	S	9443	117317	126760	0.00732
Blautia_A sp900548245	60815	S	6618	57555	64173	0.00371
Blautia_A ammoniilytica	60749	S	4036	29274	33310	0.00192
Blautia_A sp934424005	60842	S	3899	7484	11383	0.00066
Blautia_A sp900066205	60806	S	3084	34101	37185	0.00215
Blautia_A wexlerae	60863	S	2883	47328	50211	0.00290
Blautia_A sp934394595	60838	S	1405	678	2083	0.00012
Blautia_A wexlerae_B	60864	S	1162	10971	12133	0.00070
Blautia_A sp934371575	60832	S	932	991	1923	0.00011
Blautia_A sp905206915	60827	S	878	4324	5202	0.00030
Blautia_A sp900120195	60809	S	825	5318	6143	0.00035
Blautia_A sp900751995	60821	S	746	13978	14724	0.00085
Blautia_A difficilis	60752	S	712	3209	3921	0.00023
Blautia_A sp934378195	60836	S	587	179	766	0.00004
Blautia_A sp019419095	60784	S	583	4746	5329	0.00031
