name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Janthinobacterium sp014200725	127467	S	22824	44750	67574	0.05331
Janthinobacterium sp014200675	127466	S	1102	2986	4088	0.00323
Janthinobacterium agaricidamnosum	127440	S	13	68	81	0.00006
Janthinobacterium lividum_E	127445	S	13	126	139	0.00011
Janthinobacterium sp002127585	127452	S	10	94	104	0.00008
Janthinobacterium sp002846335	127458	S	8	269	277	0.00022
Janthinobacterium sp002735705	127455	S	7	69	76	0.00006
Janthinobacterium rivuli	127448	S	7	270	277	0.00022
Janthinobacterium sp009208735	127464	S	6	65	71	0.00006
Janthinobacterium sp002250505	127454	S	6	120	126	0.00010
Janthinobacterium sp030944405	127474	S	5	236	241	0.00019
Janthinobacterium tructae	127479	S	4	140	144	0.00011
Janthinobacterium sp002127655	127453	S	3	30	33	0.00003
Janthinobacterium sp900095265	127475	S	2	16	18	0.00001
Janthinobacterium psychrotolerans	127447	S	2	21	23	0.00002
Janthinobacterium lividum_F	127446	S	2	62	64	0.00005
Janthinobacterium sp002797895	127456	S	2	124	126	0.00010
Janthinobacterium lividum_D	127444	S	2	16	18	0.00001
Janthinobacterium sp019443505	127469	S	2	70	72	0.00006
Janthinobacterium sp900156175	127477	S	2	41	43	0.00003
Janthinobacterium sp009208565	127463	S	2	10	12	0.00001
Janthinobacterium sp025356595	127471	S	1	8	9	0.00001
Janthinobacterium sp020858115	127470	S	1	10	11	0.00001
Janthinobacterium violaceinigrum	127480	S	1	8	9	0.00001
Janthinobacterium sp002878455	127460	S	1	12	13	0.00001
Janthinobacterium sp009923995	127465	S	1	5	6	0.00000
Janthinobacterium sp003482555	127462	S	1	4	5	0.00000
Janthinobacterium sp002813325	127457	S	1	36	37	0.00003
Janthinobacterium sp001758725	127450	S	1	39	40	0.00003
Janthinobacterium sp000344615	127449	S	1	9	10	0.00001
Janthinobacterium lividum_C	127443	S	1	10	11	0.00001
Janthinobacterium kumbetense	127441	S	1	10	11	0.00001
Herbaspirillum sp002257565	127126	S	1237	15543	16780	0.01324
Herbaspirillum rhizosphaerae	127118	S	1127	9807	10934	0.00863
Herbaspirillum sp004563925	127128	S	820	65405	66225	0.05224
Herbaspirillum sp000282135	127123	S	683	6121	6804	0.00537
Herbaspirillum autotrophicum	127111	S	568	1649	2217	0.00175
Herbaspirillum lusitanum	127117	S	509	7970	8479	0.00669
Herbaspirillum sp026225475	127139	S	267	81	348	0.00027
Herbaspirillum sp000577615	127125	S	256	10697	10953	0.00864
Herbaspirillum hiltneri	127115	S	122	1598	1720	0.00136
Herbaspirillum chlorophenolicum	127112	S	26	895	921	0.00073
Herbaspirillum sp004134995	127127	S	15	103	118	0.00009
Herbaspirillum robiniae	127119	S	13	205	218	0.00017
Herbaspirillum sp006715495	127129	S	11	165	176	0.00014
Herbaspirillum sp014192645	127131	S	8	27	35	0.00003
Herbaspirillum sp017814915	127136	S	5	59	64	0.00005
Herbaspirillum huttiense	127116	S	3	80	83	0.00007
Herbaspirillum sp028292625	127141	S	3	4	7	0.00001
Herbaspirillum sp028291765	127140	S	3	1	4	0.00000
Herbaspirillum seropedicae	127121	S	3	59	62	0.00005
Herbaspirillum sp015655165	127133	S	2	0	2	0.00000
Herbaspirillum sp020179755	127138	S	2	12	14	0.00001
