#Classification	S-25-POLPIL-B_bracken_O.kreport
k__Bacteria	81464
k__Bacteria|p__Proteobacteria	52730
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	35961
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	35961
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	14507
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	6137
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	2068
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	6285
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales	12
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Caulobacterales	3
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2261
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	2254
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	4
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	3
k__Bacteria|p__Acidobacteria	23573
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	23573
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	23573
k__Bacteria|p__Actinobacteria	3944
k__Bacteria|p__Actinobacteria|c__Actinomycetia	3944
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2687
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	640
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micrococcales	64
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Propionibacteriales	543
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Pseudonocardiales	8
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Micromonosporales	1
k__Bacteria|p__Cyanobacteria	850
k__Bacteria|p__Cyanobacteria|o__Nostocales	835
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	15
k__Bacteria|p__Firmicutes	1
k__Bacteria|p__Firmicutes|c__Bacilli	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	1
k__Bacteria|p__Planctomycetes	224
k__Bacteria|p__Planctomycetes|c__Planctomycetia	224
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Gemmatales	219
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Isosphaerales	4
k__Bacteria|p__Bacteroidetes	138
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	132
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	132
k__Bacteria|p__Bacteroidetes|c__Cytophagia	6
k__Bacteria|p__Bacteroidetes|c__Cytophagia|o__Cytophagales	6
k__Eukaryota	594
k__Eukaryota|k__Viridiplantae	323
k__Eukaryota|k__Viridiplantae|p__Streptophyta	323
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida	318
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Bryopsida|o__Funariales	318
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida	5
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Caryophyllales	3
k__Eukaryota|k__Viridiplantae|p__Streptophyta|c__Magnoliopsida|o__Proteales	2
k__Eukaryota|k__Metazoa	196
k__Eukaryota|k__Metazoa|p__Chordata	196
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	196
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	196
k__Eukaryota|k__Fungi	74
k__Eukaryota|k__Fungi|p__Ascomycota	70
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes	40
k__Eukaryota|k__Fungi|p__Ascomycota|c__Leotiomycetes|o__Helotiales	40
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes	6
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Sordariales	4
k__Eukaryota|k__Fungi|p__Ascomycota|c__Sordariomycetes|o__Hypocreales	1
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes	24
k__Eukaryota|k__Fungi|p__Ascomycota|c__Eurotiomycetes|o__Eurotiales	24
k__Eukaryota|k__Fungi|p__Basidiomycota	3
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes	3
k__Eukaryota|k__Fungi|p__Basidiomycota|c__Ustilaginomycetes|o__Ustilaginales	3
