feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Kocuria	Group	eczema	0.0382635891352181	0.0140918362031865	69	11	0.00841407024268069	0.252422107280421
Acinetobacter	Group	eczema	0.025132137421417	0.0244919292881107	69	57	0.308516352612129	0.735102229889356
Actinomyces	Group	eczema	-0.00619452914958523	0.00892555840683642	69	13	0.49006815325957	0.735102229889356
Burkholderia	Group	eczema	-0.0216670017502873	0.0189340840056288	69	46	0.256555056172453	0.735102229889356
Chlorobi.gen..incertae.sedis	Group	eczema	-0.0236905710185701	0.016960195268591	69	18	0.167073350924292	0.735102229889356
Corynebacterium	Group	eczema	0.060641513163441	0.083883013660791	69	32	0.472239298594423	0.735102229889356
Cutibacterium	Group	eczema	0.0459437539192537	0.0416409280162782	69	66	0.273830322388637	0.735102229889356
Dermacoccus	Group	eczema	0.00949637544796503	0.00843787506075317	69	14	0.264415414510061	0.735102229889356
Effusibacillus	Group	eczema	-0.0063599922344654	0.00894018069297306	69	16	0.479309559334158	0.735102229889356
Escherichia	Group	eczema	-0.0663640188951773	0.0483677544455555	69	10	0.174617783957311	0.735102229889356
Lactobacillus	Group	eczema	0.0138702295156885	0.0096303036259171	69	14	0.154447960382307	0.735102229889356
Meiothermus	Group	eczema	-0.0500310089330436	0.0315370337921102	69	27	0.117352587506663	0.735102229889356
Micrococcus	Group	eczema	-0.012353366477709	0.0137391413880629	69	36	0.371800007711997	0.735102229889356
Moraxellaceae.gen...Enhydrobacter.Moraxella.	Group	eczema	-0.0148376017233759	0.0131511035713594	69	24	0.263242466720157	0.735102229889356
Prevotella	Group	eczema	0.0432526918221826	0.0385230646045483	69	8	0.265540871751745	0.735102229889356
Pseudomonas	Group	eczema	0.0692658575516243	0.0837470460325234	69	69	0.411125377319597	0.735102229889356
Sphingobium	Group	eczema	-0.0071226436487003	0.00931788687945256	69	13	0.447309532984078	0.735102229889356
Staphylococcus	Group	eczema	-0.0855671589049119	0.105517714856875	69	49	0.420278946618064	0.735102229889356
Stenotrophomonas	Group	eczema	-0.00539392129685758	0.00617729740940386	69	7	0.385681268723173	0.735102229889356
Streptococcus	Group	eczema	-0.0615212765507882	0.0472751993961517	69	32	0.197598123042924	0.735102229889356
Alcaligenes	Group	eczema	-0.00866974293672928	0.0189265903526339	69	22	0.648382886708203	0.822580757088809
Burkholderiales.gen..incertae.sedis	Group	eczema	0.00679044430965751	0.0163659556005467	69	49	0.679531356213896	0.822580757088809
Halomonas	Group	eczema	-0.00293660931147137	0.00542374136870416	69	8	0.590002968668887	0.822580757088809
Herbaspirillum	Group	eczema	-0.00720927762038257	0.0177238554035558	69	33	0.685483964240674	0.822580757088809
Rothia	Group	eczema	0.00649149037882906	0.0139744846490426	69	12	0.643778026055544	0.822580757088809
Haemophilus	Group	eczema	-0.0095780402917554	0.0382630611881492	69	7	0.803105263521378	0.89233918169042
Lawsonella	Group	eczema	-0.00402272084786459	0.0152666153958713	69	30	0.792975558802877	0.89233918169042
Acidovorax	Group	eczema	0.00221632272622937	0.010563879697608	69	13	0.83445890581368	0.8940631133718
Azospirillum	Group	eczema	0.00172337579825149	0.0111478790188832	69	8	0.877607524929224	0.90786985337506
Paraburkholderia	Group	eczema	-0.00158019366121068	0.0191786923318179	69	55	0.934579708464662	0.934579708464662
