name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Protofrankia sp917627385	45450	S	21	85	106	0.01681
Protofrankia californiensis	45447	S	8	84	92	0.01459
Corynebacterium confusum	46022	S	1	25	26	0.00412
Cutibacterium acnes	48418	S	10	2985	2995	0.47502
SYAN01 sp005787575	47913	S	1	1	2	0.00032
Xylella fastidiosa	141322	S	16	613	629	0.09976
Stenotrophomonas sp913775725	141219	S	1	19	20	0.00317
QFNR01 sp003248485	130416	S	1	343	344	0.05456
Bradyrhizobium manausense_D	120485	S	1	21	22	0.00349
Afipia sp017474385	120328	S	1	115	116	0.01840
Sphingobacterium bovisgrunnientis	90199	S	19	213	232	0.03680
Prevotella disiens	77364	S	1	124	125	0.01983
Staphylococcus epidermidis	57090	S	2	1296	1298	0.20587
Staphylococcus capitis	57076	S	2	225	227	0.03600
Staphylococcus pasteuri	57109	S	1	60	61	0.00967
