#Classification	S-4-DICUND-G_bracken_F.kreport
k__Bacteria	225214
k__Bacteria|p__Cyanobacteria	73278
k__Bacteria|p__Cyanobacteria|o__Nostocales	73271
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Nostocaceae	68198
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Calotrichaceae	545
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Scytonemataceae	185
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Rivulariaceae	3155
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Aphanizomenonaceae	1071
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Hapalosiphonaceae	19
k__Bacteria|p__Cyanobacteria|o__Nostocales|f__Tolypothrichaceae	95
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales	5
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Gomontiellaceae	1
k__Bacteria|p__Cyanobacteria|o__Oscillatoriales|f__Coleofasciculaceae	4
k__Bacteria|p__Cyanobacteria|o__Synechococcales	1
k__Bacteria|p__Cyanobacteria|o__Synechococcales|f__Synechococcaceae	1
k__Bacteria|p__Actinobacteria	34724
k__Bacteria|p__Actinobacteria|c__Actinomycetia	32156
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales	27802
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Streptomycetales|f__Streptomycetaceae	27802
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales	2976
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Mycobacteriaceae	1210
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Corynebacteriaceae	1631
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Nocardiaceae	7
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Gordoniaceae	54
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Corynebacteriales|f__Dietziaceae	72
