#Classification	S-3-POLPIL-G_bracken_O.kreport
k__Eukaryota	188
k__Eukaryota|k__Metazoa	188
k__Eukaryota|k__Metazoa|p__Chordata	188
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia	188
k__Eukaryota|k__Metazoa|p__Chordata|c__Mammalia|o__Primates	188
k__Bacteria	39
k__Bacteria|p__Proteobacteria	33
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	23
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	23
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	9
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomicrobiales	9
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales	1
k__Bacteria|p__Acidobacteria	3
k__Bacteria|p__Acidobacteria|c__Acidobacteriia	3
k__Bacteria|p__Acidobacteria|c__Acidobacteriia|o__Acidobacteriales	3
k__Bacteria|p__Cyanobacteria	3
k__Bacteria|p__Cyanobacteria|o__Nostocales	3
