name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Prevotella jejuni	77377	S	3740	331589	335329	0.10280
Prevotella histicola	77370	S	1796	588164	589960	0.18087
Prevotella pallens	77401	S	1744	535907	537651	0.16483
Prevotella vespertina	78131	S	783	163008	163791	0.05021
Prevotella salivae	77414	S	456	116338	116794	0.03581
Prevotella shahii	77417	S	221	27671	27892	0.00855
Prevotella sp015256945	77513	S	178	8402	8580	0.00263
Prevotella sp000599605	77429	S	130	54214	54344	0.01666
Prevotella scopos	77415	S	108	43026	43134	0.01322
Prevotella aurantiaca	77336	S	97	12310	12407	0.00380
Prevotella pleuritidis	77405	S	67	19952	20019	0.00614
Prevotella melaninogenica	77384	S	58	16239	16297	0.00500
Prevotella sp013333285	77508	S	41	273	314	0.00010
Prevotella sp000467895	77427	S	31	6377	6408	0.00196
Prevotella melaninogenica_C	77387	S	24	23908	23932	0.00734
Prevotella sp023425865	77689	S	23	2667	2690	0.00082
Prevotella nigrescens	77397	S	21	1905	1926	0.00059
Prevotella nanceiensis	77396	S	21	4499	4520	0.00139
Prevotella loescheii	77381	S	19	475	494	0.00015
Prevotella melaninogenica_D	77388	S	18	6557	6575	0.00202
Prevotella sp927910885	77965	S	16	1927	1943	0.00060
Prevotella veroralis	78130	S	13	1690	1703	0.00052
Prevotella sp000163055	77418	S	12	901	913	0.00028
Prevotella melaninogenica_A	77385	S	9	5450	5459	0.00167
Prevotella disiens	77364	S	8	4518	4526	0.00139
Prevotella melaninogenica_B	77386	S	7	1544	1551	0.00048
Prevotella sp018127805	77650	S	7	135	142	0.00004
Prevotella maculosa	77382	S	6	254	260	0.00008
Prevotella oulorum	77400	S	6	524	530	0.00016
Prevotella ihumii	77372	S	5	3242	3247	0.00100
Prevotella micans	77390	S	5	175	180	0.00006
Prevotella oris	77398	S	4	294	298	0.00009
Prevotella denticola	77363	S	3	342	345	0.00011
Prevotella brunnea	77342	S	3	766	769	0.00024
Prevotella sp938028745	78002	S	2	97	99	0.00003
Prevotella saccharolytica	77413	S	2	82	84	0.00003
Prevotella buccae	77344	S	1	115	116	0.00004
Prevotella amnii	77335	S	1	792	793	0.00024
Prevotella sp902465605	77844	S	1	184	185	0.00006
Prevotella sp938023885	78001	S	1	239	240	0.00007
Prevotella sp000758925	77433	S	1	865	866	0.00027
Prevotella sp013333935	77509	S	1	55	56	0.00002
Prevotella conceptionensis	77350	S	1	83	84	0.00003
Prevotella sp916440255	77964	S	1	146	147	0.00005
Prevotella hominis	77371	S	1	523	524	0.00016
Prevotella fusca	77368	S	1	93	94	0.00003
Alloprevotella sp905369775	76888	S	246	2325	2571	0.00079
