name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Caballeronia sordidicola_C	126762	S	3	35	38	0.02605
Caballeronia sp001557535	126764	S	1	18	19	0.01302
Paraburkholderia phenazinium_B	128023	S	1	25	26	0.01782
Duganella dendranthematis	126997	S	1	294	295	0.20219
CAJCIC01 sp903970185	126715	S	1	3	4	0.00274
UBA5158 sp903970525	132093	S	1	16	17	0.01165
Lichenihabitans flavocetrariae	118233	S	1	3	4	0.00274
CAIYZJ01 sp903824185	118172	S	1	14	15	0.01028
Acidisoma sp009765865	113615	S	5	20	25	0.01714
Lichenicoccus roseus	113922	S	1	8	9	0.00617
Palsa-504 sp003161205	50189	S	13	24	37	0.02536
Palsa-504 sp003140115	50188	S	9	47	56	0.03838
Palsa-504 sp003168295	50190	S	3	14	17	0.01165
Streptacidiphilus sp014084125	48897	S	1	19	20	0.01371
Palsa-513 sp003133565	52613	S	1	29	30	0.02056
PALSA-688 sp003156795	41760	S	1	14	15	0.01028
Palsa-1515 sp903970385	102220	S	35	123	158	0.10829
Palsibacter borealis	102221	S	9	431	440	0.30158
Tityobacter terrigena	102231	S	5	94	99	0.06785
Granulicella sp903970445	40192	S	3	24	27	0.01851
Granulicella sapmiensis	40168	S	2	0	2	0.00137
Granulicella sp009765785	40171	S	1	3	4	0.00274
Acidisarcina polymorpha	40108	S	2	7	9	0.00617
Granulicella_D sp903642265	40207	S	1	0	1	0.00069
Occallatibacter gabretensis	40248	S	1	6	7	0.00480
Edaphobacter sp009765825	40142	S	1	1	2	0.00137
Sulfotelmatobacter sp003168355	40548	S	1	1	2	0.00137
TOLSYN sp903832295	40444	S	1	0	1	0.00069
BOG-234 sp003136575	39816	S	1	0	1	0.00069
Bog-105 sp003163855	39836	S	1	9	10	0.00685
Bryobacter aggregatus	39863	S	1	0	1	0.00069
PALSA-129 sp003164075	39997	S	1	0	1	0.00069
PALSA-243 sp003135055	39999	S	1	8	9	0.00617
Palsa-295 sp003153585	39784	S	2	2	4	0.00274
Mucilaginibacter sp013286235	89902	S	3	0	3	0.00206
JABEUT01 sp013285805	89743	S	2	30	32	0.02193
JABEUT01 sp013285655	89742	S	1	0	1	0.00069
Urbifossiella sp003136315	112249	S	1	0	1	0.00069
