name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Blautia_A wexlerae	60863	S	112166	1411262	1523428	0.10295
Blautia_A fusiformis	60759	S	55451	555402	610853	0.04128
Blautia_A faecis	60758	S	37415	133671	171086	0.01156
Blautia_A obeum	60767	S	7685	41402	49087	0.00332
Blautia_A sp003474435	60772	S	6165	34948	41113	0.00278
Blautia_A wexlerae_B	60864	S	5263	39501	44764	0.00302
Blautia_A wexlerae_C	60865	S	4278	71981	76259	0.00515
Blautia_A sp003471165	60771	S	3825	19424	23249	0.00157
Blautia_A sp905209435	60828	S	3564	5171	8735	0.00059
Blautia_A sp900548245	60815	S	3297	23691	26988	0.00182
Blautia_A sp019419095	60784	S	2550	17459	20009	0.00135
Blautia_A difficilis	60752	S	2492	8848	11340	0.00077
Blautia_A sp018919065	60782	S	2380	4654	7034	0.00048
Blautia_A ammoniilytica	60749	S	2085	11115	13200	0.00089
Blautia_A sp900066355	60808	S	1574	11509	13083	0.00088
Blautia_A sp937900135	60848	S	1463	490	1953	0.00013
Blautia_A sp900751995	60821	S	1253	19345	20598	0.00139
Blautia_A luti	60766	S	994	3969	4963	0.00034
Blautia_A sp900763175	60822	S	938	2218	3156	0.00021
Blautia_A acetigignens	60748	S	794	2911	3705	0.00025
Blautia_A sp905206915	60827	S	742	2964	3706	0.00025
Blautia_A sp934437695	60845	S	738	292	1030	0.00007
Blautia_A sp934409175	60841	S	717	114	831	0.00006
Blautia_A sp900066335	60807	S	663	3667	4330	0.00029
Blautia_A sp934394595	60838	S	641	250	891	0.00006
Blautia_A sp934424005	60842	S	469	743	1212	0.00008
Blautia_A schinkii_B	60769	S	460	2043	2503	0.00017
Blautia_A sp900066205	60806	S	459	4026	4485	0.00030
Blautia_A sp003477525	60773	S	434	1995	2429	0.00016
Blautia_A sp934371575	60832	S	401	353	754	0.00005
Blautia_A sp934426285	60844	S	352	279	631	0.00004
Blautia_A sp029101305	60795	S	302	70	372	0.00003
Blautia_A intestinalis	60762	S	277	1779	2056	0.00014
Blautia_A sp900120195	60809	S	260	1407	1667	0.00011
Blautia_A sp900541985	60813	S	254	674	928	0.00006
Blautia_A sp900549015	60816	S	239	686	925	0.00006
Blautia_A sp934408705	60840	S	186	42	228	0.00002
Blautia_A sp000436615	60770	S	180	911	1091	0.00007
Blautia_A sp934394545	60837	S	176	81	257	0.00002
Blautia_A sp937893675	60847	S	153	233	386	0.00003
Blautia_A sp900764225	60823	S	139	322	461	0.00003
Blautia_A sp026169535	60792	S	118	142	260	0.00002
Blautia_A sp934373235	60835	S	106	25	131	0.00001
Blautia_A sp018918125	60781	S	95	47	142	0.00001
Blautia_A sp934378195	60836	S	83	21	104	0.00001
Blautia_A sp900316115	60810	S	81	28	109	0.00001
Blautia_A sp900551715	60819	S	75	27	102	0.00001
Blautia_A sp934364795	60831	S	60	21	81	0.00001
Blautia_A sp934371915	60833	S	42	47	89	0.00001
Blautia_A sp028722515	60793	S	34	28	62	0.00000
Blautia_A sp934372025	60834	S	32	10	42	0.00000
Blautia_A sp958367245	60862	S	30	26	56	0.00000
Blautia_A sp900553515	60820	S	29	49	78	0.00001
Blautia_A caecimuris	60751	S	24	77	101	0.00001
Blautia_A sp021771755	60787	S	23	74	97	0.00001
Blautia_A sp934424575	60843	S	19	27	46	0.00000
Blautia_A sp934358405	60829	S	15	5	20	0.00000
Blautia_A sp900551075	60817	S	14	2	16	0.00000
Blautia_A faecavium	60755	S	11	20	31	0.00000
Blautia_A sp021772055	60788	S	9	8	17	0.00000
Blautia_A sp030527765	60802	S	8	0	8	0.00000
Blautia_A sp934359835	60830	S	7	3	10	0.00000
Blautia_A sp900541345	60812	S	5	8	13	0.00000
Blautia_A sp900551465	60818	S	4	4	8	0.00000
Blautia_A sp900547615	60814	S	4	9	13	0.00000
Blautia_A sp934402155	60839	S	2	0	2	0.00000
Blautia_A intestinipullorum	60765	S	2	4	6	0.00000
Blautia_A sp937880195	60846	S	2	0	2	0.00000
Blautia_A sp945872375	60852	S	1	0	1	0.00000
Blautia_A sp030527365	60801	S	1	0	1	0.00000
Blautia_A sp948436455	60861	S	1	0	1	0.00000
