name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacteroides stercoris	46506	S	852104	1140595	1992699	0.13469
Bacteroides uniformis	820	S	384272	1735570	2119842	0.14328
Bacteroides thetaiotaomicron	818	S	239758	297119	536877	0.03629
Bacteroides eggerthii	28111	S	59396	72596	131992	0.00892
Bacteroides fragilis	817	S	42420	130489	172909	0.01169
Bacteroides sp. M10	2763022	S	3363	10926	14289	0.00097
Bacteroides sp. MSB163	3117552	S	1933	2283	4216	0.00028
Bacteroides sp. HF-162	2785531	S	1386	60189	61575	0.00416
Bacteroides sp. A1C1	2528203	S	1235	37474	38709	0.00262
Bacteroides sp. DH3716P	2847299	S	738	39205	39943	0.00270
Bacteroides sp. CACC 737	2755405	S	187	4248	4435	0.00030
Bacteroides sp. D2	556259	S	80	540	620	0.00004
Bacteroides ovatus	28116	S	8262	95547	103809	0.00702
Bacteroides xylanisolvens	371601	S	7787	51826	59613	0.00403
Bacteroides finegoldii	338188	S	6927	16207	23134	0.00156
Bacteroides cellulosilyticus	246787	S	5667	19635	25302	0.00171
Bacteroides faecis	674529	S	550	1109	1659	0.00011
Bacteroides salyersiae	291644	S	541	328	869	0.00006
Bacteroides caccae	47678	S	194	371	565	0.00004
Bacteroides humanifaecis	2792859	S	101	3897	3998	0.00027
Bacteroides nordii	291645	S	98	24	122	0.00001
Bacteroides zhangwenhongii	2650157	S	32	110	142	0.00001
Bacteroides intestinalis	329854	S	27	11	38	0.00000
Bacteroides caecimuris	1796613	S	13	23	36	0.00000
Bacteroides helcogenes	290053	S	1	0	1	0.00000
Bacteroides luhongzhouii	2650158	S	1	0	1	0.00000
Phocaeicola vulgatus	821	S	156745	653354	810099	0.05476
Phocaeicola dorei	357276	S	28243	129583	157826	0.01067
Phocaeicola coprophilus	387090	S	1927	2189	4116	0.00028
Phocaeicola salanitronis	376805	S	142	48	190	0.00001
Parabacteroides merdae	46503	S	110420	137794	248214	0.01678
Parabacteroides distasonis	823	S	56227	546138	602365	0.04071
Parabacteroides faecis	1217282	S	5079	5338	10417	0.00070
Parabacteroides goldsteinii	328812	S	187	110	297	0.00002
Parabacteroides johnsonii	387661	S	118	65	183	0.00001
Parabacteroides sp. AD58	2951805	S	116	48	164	0.00001
Parabacteroides sp. CT06	2025876	S	2	787	789	0.00005
Parabacteroides chongii	2685834	S	41	19	60	0.00000
Alistipes onderdonkii	328813	S	104942	74806	179748	0.01215
Alistipes indistinctus	626932	S	19178	3991	23169	0.00157
Alistipes communis	2585118	S	4922	2829	7751	0.00052
Alistipes ihumii	1470347	S	4753	121	4874	0.00033
Alistipes shahii	328814	S	4316	13512	17828	0.00121
Alistipes finegoldii	214856	S	3578	6134	9712	0.00066
uncultured Alistipes sp.	538949	S	1207	293	1500	0.00010
Alistipes dispar	2585119	S	335	104	439	0.00003
Alistipes senegalensis	1288121	S	79	47	126	0.00001
Alistipes sp. i18-0019-D1	3132707	S	4	3	7	0.00000
Alistipes sp. dk3624	2662363	S	1	0	1	0.00000
Alistipes megaguti	2364787	S	4	1	5	0.00000
Paraprevotella clara	454154	S	18252	27766	46018	0.00311
Paraprevotella xylaniphila	454155	S	4961	8459	13420	0.00091
Prevotella corporis	28128	S	573	278	851	0.00006
Prevotella bivia	28125	S	10	3	13	0.00000
Prevotella jejuni	1177574	S	4	6	10	0.00000
Prevotella nigrescens	28133	S	2	3	5	0.00000
Prevotella melaninogenica	28132	S	1	0	1	0.00000
Segatella copri	165179	S	423	132	555	0.00004
Hoylesella enoeca	76123	S	242	234	476	0.00003
Hoylesella buccalis	28127	S	76	46	122	0.00001
Odoribacter splanchnicus	28118	S	24053	6410	30463	0.00206
Butyricimonas paravirosa	1472417	S	1806	4109	5915	0.00040
Butyricimonas virosa	544645	S	827	572	1399	0.00009
Butyricimonas faecihominis	1472416	S	130	265	395	0.00003
Butyricimonas faecalis	2093856	S	12	21	33	0.00000
Coprobacter secundus	1501392	S	1779	888	2667	0.00018
Coprobacter fastidiosus	1099853	S	4	0	4	0.00000
Barnesiella viscericola	397865	S	411	158	569	0.00004
Barnesiella sp. An22	1965590	S	29	5	34	0.00000
Porphyromonas gingivalis	837	S	91	23	114	0.00001
Porphyromonas somerae	322095	S	46	13	59	0.00000
Porphyromonas asaccharolytica	28123	S	17	2	19	0.00000
Muribaculum intestinale	1796646	S	1	0	1	0.00000
Cruoricaptor ignavus	1118202	S	1	146	147	0.00001
Escherichia coli	562	S	46396	3107812	3154208	0.21320
Escherichia fergusonii	564	S	7	69	76	0.00001
Proteus mirabilis	584	S	911	5938	6849	0.00046
Turicimonas muris	1796652	S	322	7	329	0.00002
Sutterella wadsworthensis	40545	S	6	4	10	0.00000
Akkermansia muciniphila	239935	S	1151	665	1816	0.00012
Candidatus Akkermansia timonensis	3068329	S	128	95733	95861	0.00648
Akkermansia sp. AE01SA01	3115151	S	43	223	266	0.00002
Akkermansia sp. N21116	3040764	S	6	0	6	0.00000
Akkermansia sp. RCC_12PD	3115152	S	2	7	9	0.00000
Akkermansia massiliensis	2927224	S	24	785	809	0.00005
Campylobacter jejuni	197	S	135	2068	2203	0.00015
Campylobacter ureolyticus	827	S	8	4	12	0.00000
Campylobacter gracilis	824	S	1	0	1	0.00000
Helicobacter pylori	210	S	2	1	3	0.00000
Desulfovibrio piger	901	S	453	50	503	0.00003
Desulfovibrio fairfieldensis	44742	S	5	0	5	0.00000
uncultured Mailhella sp.	1981031	S	4	1	5	0.00000
Treponema putidum	221027	S	1	25	26	0.00000
Flavonifractor plautii	292800	S	174844	93631	268475	0.01815
Faecalibacterium prausnitzii	853	S	2293	31966	34259	0.00232
Faecalibacterium sp. I4-3-84	2929495	S	248	9340	9588	0.00065
Faecalibacterium sp. i21-0019-B1	3141184	S	233	16975	17208	0.00116
Faecalibacterium sp. i25-0019-C1	3141185	S	73	7672	7745	0.00052
Faecalibacterium sp. I3-3-89	2929493	S	23	173	196	0.00001
Faecalibacterium sp. IP-1-18	2929488	S	20	3073	3093	0.00021
Faecalibacterium sp. IP-3-29	2929489	S	15	598	613	0.00004
Faecalibacterium sp. I3-3-33	2929492	S	11	86	97	0.00001
Faecalibacterium sp. I4-1-79	2929494	S	11	130	141	0.00001
Faecalibacterium sp. I2-3-92	2929490	S	4	169	173	0.00001
Faecalibacterium taiwanense	3030638	S	777	61898	62675	0.00424
Faecalibacterium wellingii	2929491	S	53	865	918	0.00006
Faecalibacterium duncaniae	411483	S	8	342	350	0.00002
Ruthenibacterium lactatiformans	1550024	S	47515	26528	74043	0.00500
Ruthenibacterium sp. TH_2024_36131	3136601	S	325	656	981	0.00007
Lawsonibacter asaccharolyticus	2108523	S	14802	10063	24865	0.00168
Pusillibacter faecalis	2714358	S	14708	17160	31868	0.00215
Oscillibacter hominis	2763056	S	5008	4547	9555	0.00065
Oscillibacter sp. PEA192	2109687	S	681	19048	19729	0.00133
Dysosmobacter welbionis	2093857	S	1344	35550	36894	0.00249
Subdoligranulum variabile	214851	S	155	340	495	0.00003
uncultured Subdoligranulum sp.	512298	S	112	410	522	0.00004
Ruminococcus sp. SR1/5	657323	S	508	5526	6034	0.00041
Ruminococcus bicirculans (ex Wegman et al. 2014)	1160721	S	6	1	7	0.00000
Ruminococcus bovis	2564099	S	5	1	6	0.00000
Ruminococcus champanellensis	1161942	S	3	0	3	0.00000
Anaerotruncus colihominis	169435	S	494	707	1201	0.00008
Pseudoflavonifractor gallinarum	2779352	S	45	55	100	0.00001
Vescimonas coprocola	2714355	S	17	29	46	0.00000
Vescimonas fastidiosa	2714353	S	3	7	10	0.00000
Caproicibacterium argilliputei	3030016	S	19	4	23	0.00000
Solibaculum mannosilyticum	2780922	S	12	24	36	0.00000
Clostridium sp. C45	3373596	S	15214	28303	43517	0.00294
Clostridium sp. C1	1155388	S	546	11905	12451	0.00084
Clostridium sp. M62/1	411486	S	116	376	492	0.00003
Clostridium perfringens	1502	S	13	69	82	0.00001
Clostridium tyrobutyricum	1519	S	5	0	5	0.00000
Clostridium botulinum	1491	S	1	1	2	0.00000
Clostridium septicum	1504	S	1	0	1	0.00000
Lactonifactor longoviformis	341220	S	741	546	1287	0.00009
Agathobaculum massiliense	3014267	S	542	2587	3129	0.00021
Agathobaculum sp. NTUH-O15-33	3079302	S	509	4	513	0.00003
Eubacterium callanderi	53442	S	249	426	675	0.00005
Eubacterium limosum	1736	S	202	258	460	0.00003
Eubacterium ramulus	39490	S	93	106	199	0.00001
Eubacterium ventriosum	39496	S	4	3	7	0.00000
Eubacterium maltosivorans	2041044	S	4	4	8	0.00000
Intestinimonas butyriciproducens	1297617	S	326	227	553	0.00004
Massilistercora timonensis	2086584	S	135	363	498	0.00003
Fenollaria massiliensis	938288	S	55	73	128	0.00001
Fenollaria sporofastidiosus	2811778	S	1	4	5	0.00000
Flintibacter sp. KGMB00164	2610895	S	7	1	8	0.00000
Maliibacterium massiliense	2086585	S	38	48	86	0.00001
Acutalibacter muris	1796620	S	1	0	1	0.00000
[Ruminococcus] torques	33039	S	92782	102285	195067	0.01318
Mediterraneibacter glycyrrhizinilyticus	342942	S	20935	40436	61371	0.00415
Mediterraneibacter gnavus	33038	S	11225	13325	24550	0.00166
[Ruminococcus] lactaris	46228	S	34	11	45	0.00000
Blautia hydrogenotrophica	53443	S	67947	99927	167874	0.01135
Blautia obeum	40520	S	3557	5201	8758	0.00059
Blautia parvula	2877527	S	2011	3257	5268	0.00036
Blautia wexlerae	418240	S	415	1111	1526	0.00010
Blautia luti	89014	S	300	480	780	0.00005
Blautia coccoides	1532	S	265	2993	3258	0.00022
Blautia sp. SC05B48	2479767	S	86	418	504	0.00003
Blautia argi	1912897	S	72	116	188	0.00001
Blautia producta	33035	S	23	361	384	0.00003
Blautia hansenii	1322	S	18	24	42	0.00000
Blautia pseudococcoides	1796616	S	9	1	10	0.00000
Coprococcus comes	410072	S	70922	127729	198651	0.01343
Coprococcus catus	116085	S	32	28	60	0.00000
Coprococcus eutactus	33043	S	3	6	9	0.00000
Coprococcus sp. ART55/1	751585	S	1	1	2	0.00000
Sellimonas intestinalis	1653434	S	14299	11805	26104	0.00176
Sellimonas catena	2994035	S	307	537	844	0.00006
Sellimonas caecigallum	2592333	S	23	28	51	0.00000
Wansuia hejianensis	2763667	S	7929	4500	12429	0.00084
[Clostridium] symbiosum	1512	S	2888	750	3638	0.00025
[Clostridium] scindens	29347	S	1722	1206	2928	0.00020
[Clostridium] hylemonae	89153	S	156	120	276	0.00002
Hungatella hathewayi	154046	S	4461	1898	6359	0.00043
Enterocloster bolteae	208479	S	1936	1714	3650	0.00025
Enterocloster asparagiformis	333367	S	240	33	273	0.00002
Enterocloster clostridioformis	1531	S	43	80	123	0.00001
Anaerostipes caccae	105841	S	710	688	1398	0.00009
Anaerostipes hadrus	649756	S	46	45	91	0.00001
Anaerostipes sp. PC18	3036926	S	3	8	11	0.00000
Roseburia intestinalis	166486	S	550	534	1084	0.00007
Roseburia hominis	301301	S	451	721	1172	0.00008
Roseburia faecis	301302	S	28	15	43	0.00000
Roseburia rectibacter	2763062	S	9	3	12	0.00000
Roseburia sp. 499	1261634	S	2	1	3	0.00000
Roseburia sp. 831b	1261635	S	2	2	4	0.00000
Agathobacter rectalis	39491	S	937	991	1928	0.00013
Claveliimonas bilis	3028070	S	767	891	1658	0.00011
Dorea longicatena	88431	S	236	288	524	0.00004
Dorea formicigenerans	39486	S	194	335	529	0.00004
Faecalimonas umbilicata	1912855	S	257	454	711	0.00005
Novisyntrophococcus fermenticellae	2068655	S	190	37	227	0.00002
Anaerobutyricum hallii	39488	S	144	98	242	0.00002
Eisenbergiella porci	2652274	S	50	28	78	0.00001
Chordicoccus furentiruminis	2709410	S	25	14	39	0.00000
Eshraghiella crossota	45851	S	20	8	28	0.00000
Butyrivibrio fibrisolvens	831	S	11	3	14	0.00000
Lachnospira eligens	39485	S	6	1	7	0.00000
Wujia chipingensis	2763670	S	4	5	9	0.00000
Lacrimispora sp. HJ-01	3375704	S	2	0	2	0.00000
Lacrimispora saccharolytica	84030	S	1	0	1	0.00000
Simiaoa sunii	2763672	S	2	2	4	0.00000
Lachnoanaerobaculum gingivalis	2490855	S	1	1	2	0.00000
Marvinbryantia formatexigens	168384	S	1	0	1	0.00000
Qiania dongpingensis	2763669	S	1	0	1	0.00000
Monoglobus pectinilyticus	1981510	S	32120	32719	64839	0.00438
Christensenella massiliensis	1805714	S	1528	1599	3127	0.00021
Christensenella minuta	626937	S	44	16	60	0.00000
Christensenella sp. MSJ-20	2841518	S	27	21	48	0.00000
Clostridioides difficile	1496	S	252	446	698	0.00005
Romboutsia ilealis	1115758	S	2	1	3	0.00000
Intestinibacter bartlettii	261299	S	1	0	1	0.00000
Mogibacterium neglectum	114528	S	32	87	119	0.00001
Mogibacterium pumilum	86332	S	1	0	1	0.00000
Mogibacterium diversum	114527	S	1	0	1	0.00000
Emergencia timonensis	1776384	S	8	5	13	0.00000
Acidaminococcus intestini	187327	S	668102	503838	1171940	0.07921
Phascolarctobacterium faecium	33025	S	131	10	141	0.00001
Dialister massiliensis	2161821	S	93	4	97	0.00001
Veillonella atypica	39777	S	22	17	39	0.00000
Veillonella parvula	29466	S	11	15	26	0.00000
Megamonas funiformis	437897	S	2	1	3	0.00000
Streptococcus mutans	1309	S	10433	23794	34227	0.00231
Streptococcus sp. HSISS3	1316412	S	462	6976	7438	0.00050
Streptococcus sp. HSISS2	1316411	S	143	2163	2306	0.00016
Streptococcus sp. KHUD_010	3157339	S	3	865	868	0.00006
Streptococcus sp. oral taxon 431	712633	S	2	13	15	0.00000
Streptococcus sp. LPB0220	2610896	S	2	36	38	0.00000
Streptococcus sp. KS 6	2598457	S	2	430	432	0.00003
Streptococcus sp. NSJ-72	2763068	S	1	122	123	0.00001
Streptococcus thermophilus	1308	S	3057	9549	12606	0.00085
Streptococcus gordonii	1302	S	1408	3368	4776	0.00032
Streptococcus vestibularis	1343	S	570	3923	4493	0.00030
Streptococcus anginosus	1328	S	203	16281	16484	0.00111
Streptococcus constellatus	76860	S	4	730	734	0.00005
Streptococcus intermedius	1338	S	2	10	12	0.00000
Streptococcus suis	1307	S	318	2349	2667	0.00018
Streptococcus salivarius	1304	S	233	6902	7135	0.00048
Streptococcus sanguinis	1305	S	18	95	113	0.00001
Streptococcus parasanguinis	1318	S	16	202	218	0.00001
Streptococcus periodonticum	2490633	S	11	614	625	0.00004
Streptococcus pneumoniae	1313	S	7	65	72	0.00000
Streptococcus agalactiae	1311	S	5	1213	1218	0.00008
Streptococcus toyakuensis	2819619	S	4	101	105	0.00001
Streptococcus porcinus	1340	S	4	10	14	0.00000
Streptococcus parasuis	1501662	S	4	24	28	0.00000
Streptococcus pasteurianus	197614	S	4	593	597	0.00004
Streptococcus equinus	1335	S	3	29	32	0.00000
Streptococcus milleri	33040	S	2	154	156	0.00001
Streptococcus lingualis	3098076	S	1	22	23	0.00000
Streptococcus oralis	1303	S	1	13	14	0.00000
Streptococcus nidrosiense	3140788	S	1	8	9	0.00000
Streptococcus lutetiensis	150055	S	1	13	14	0.00000
Streptococcus mitis	28037	S	1	10	11	0.00000
Streptococcus sobrinus	1310	S	1	0	1	0.00000
Lactococcus lactis	1358	S	1	71	72	0.00000
Enterococcus avium	33945	S	33764	64995	98759	0.00668
Enterococcus faecium	1352	S	3961	41266	45227	0.00306
Enterococcus raffinosus	71452	S	560	562	1122	0.00008
Enterococcus saigonensis	1805431	S	36	139	175	0.00001
Enterococcus gallinarum	1353	S	32	548	580	0.00004
Enterococcus dispar	44009	S	31	54	85	0.00001
Enterococcus cecorum	44008	S	28	63	91	0.00001
Enterococcus sp. M190262	2582830	S	22	200	222	0.00002
Enterococcus faecalis	1351	S	3	18	21	0.00000
Enterococcus montenegrensis	3031993	S	1	0	1	0.00000
Enterococcus gilvus	160453	S	1	0	1	0.00000
Enterococcus casseliflavus	37734	S	1	4	5	0.00000
Lacticaseibacillus rhamnosus	47715	S	12253	5484	17737	0.00120
Lacticaseibacillus paracasei	1597	S	2156	2123	4279	0.00029
Lacticaseibacillus pantheris	171523	S	4	46	50	0.00000
Lactobacillus paragasseri	2107999	S	266	9115	9381	0.00063
Lactobacillus crispatus	47770	S	79	117	196	0.00001
Lactobacillus delbrueckii	1584	S	39	29	68	0.00000
Lactobacillus gasseri	1596	S	19	1038	1057	0.00007
Lactobacillus acidophilus	1579	S	9	5	14	0.00000
Lactobacillus johnsonii	33959	S	1	1	2	0.00000
Limosilactobacillus oris	1632	S	2557	3700	6257	0.00042
Limosilactobacillus portuensis	2742601	S	1696	2494	4190	0.00028
Limosilactobacillus fermentum	1613	S	783	1289	2072	0.00014
Limosilactobacillus reuteri	1598	S	24	48	72	0.00000
Limosilactobacillus gastricus	227942	S	8	7	15	0.00000
Limosilactobacillus vaginalis	1633	S	7	10	17	0.00000
