name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Nostoc sp017115085	96877	S	97	3664	3761	0.22852
Nostoc sp017114945	96872	S	15	837	852	0.05177
Nostoc sp028623165	96889	S	6	399	405	0.02461
Nostoc punctiforme_A	96856	S	4	251	255	0.01549
Nostoc sp026127265	96888	S	4	353	357	0.02169
Nostoc muscorum	96852	S	2	238	240	0.01458
Nostoc sp002245985	96858	S	2	172	174	0.01057
Nostoc sp017114995	96874	S	1	39	40	0.00243
Stigonema sp903903925	96940	S	5	20	25	0.00152
Stigonema ocellatum	96939	S	1	247	248	0.01507
NSF051 sp029379285	96829	S	1	11	12	0.00073
Hassallia rafaelensis	96807	S	1	41	42	0.00255
Acidisoma sp009765865	113615	S	262	1096	1358	0.08251
Lichenicoccus roseus	113922	S	44	312	356	0.02163
LMUY01 sp009765685	113921	S	8	79	87	0.00529
CAHJXG01 sp903644035	113707	S	5	35	40	0.00243
Methylobacterium sp022829385	118327	S	26	365	391	0.02376
Methylobacterium sp022829365	118326	S	13	231	244	0.01483
Methylobacterium sp022829585	118333	S	1	15	16	0.00097
Lichenihabitans flavocetrariae	118233	S	3	7	10	0.00061
Rhizobium rhododendri	119997	S	15	437	452	0.02746
Rhizobium tumorigenes	120079	S	2	62	64	0.00389
Sphingomonas_N sp937859915	125357	S	5	31	36	0.00219
Novosphingobium sp903970225	124574	S	5	70	75	0.00456
Rhizorhabdus sp946482655	124768	S	1	14	15	0.00091
Rhizomicrobium sp028292825	115880	S	3	112	115	0.00699
CAHJWH01 sp009765965	114500	S	5	49	54	0.00328
Reyranella aerosaccus_B	117836	S	1	46	47	0.00286
Caballeronia sp001557535	126764	S	48	1192	1240	0.07534
Caballeronia sordidicola_C	126762	S	8	78	86	0.00523
Caballeronia sp018449635	126769	S	1	12	13	0.00079
Paraburkholderia bryophila	127973	S	1	53	54	0.00328
Paraburkholderia phenazinium_B	128023	S	1	30	31	0.00188
Pararobbsia sp026225235	128132	S	3	7	10	0.00061
Mycoavidus sp020023735	127788	S	2	118	120	0.00729
Silvimonas sp030035605	129774	S	2	20	22	0.00134
Pseudomonas nitroreducens_A	138133	S	1	52	53	0.00322
Rhodanobacter sp014207185	140602	S	1	29	30	0.00182
Palsa-1515 sp903970385	102220	S	402	3539	3941	0.23946
Parafilimonas sp013289015	83628	S	217	108	325	0.01975
Puia sp013288945	83678	S	2	13	15	0.00091
Mucilaginibacter sp030775685	89958	S	2	6	8	0.00049
Mucilaginibacter oryzae	89872	S	1	12	13	0.00079
Mucilaginibacter sp024808665	89928	S	1	5	6	0.00036
Mucilaginibacter corticis	89846	S	1	10	11	0.00067
Acidisarcina polymorpha	40108	S	88	158	246	0.01495
Granulicella mallensis_A	40166	S	2	13	15	0.00091
Granulicella mallensis	40165	S	1	7	8	0.00049
Granulicella sp903970445	40192	S	1	21	22	0.00134
Granulicella sp903970395	40191	S	1	58	59	0.00358
Granulicella sp009766105	40172	S	1	2	3	0.00018
Edaphobacter lichenicola_E	40135	S	7	138	145	0.00881
Edaphobacter aggregans_A	40126	S	2	4	6	0.00036
Edaphobacter sp009765825	40142	S	2	5	7	0.00043
Edaphobacter lichenicola	40130	S	2	44	46	0.00279
Edaphobacter sp009765835	40143	S	1	25	26	0.00158
Granulicella_D aggregans	40205	S	1	6	7	0.00043
Terriglobus roseus_B	40382	S	2	5	7	0.00043
Terriglobus roseus	40380	S	1	2	3	0.00018
Mycobacterium hodleri	46478	S	1	14	15	0.00091
RYN-133 sp025963285	45625	S	2	16	18	0.00109
WLMZ01 sp025463305	41557	S	1	6	7	0.00043
Aquihabitans sp019048865	41295	S	1	12	13	0.00079
JABDGM01 sp013286045	112370	S	4	11	15	0.00091
JABDGH01 sp903970275	144938	S	1	5	6	0.00036
