name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacteroides stercoris	77086	S	2725493	1750476	4475969	0.17296
Bacteroides uniformis	77091	S	697774	393657	1091431	0.04218
Bacteroides stercoris_A	77087	S	559251	1186424	1745675	0.06746
Bacteroides finegoldii	76939	S	266141	236890	503031	0.01944
Bacteroides xylanisolvens	77092	S	65517	101799	167316	0.00647
Bacteroides thetaiotaomicron	77088	S	48573	134818	183391	0.00709
Bacteroides rodentium	76974	S	48305	12444	60749	0.00235
Bacteroides eggerthii	76934	S	44889	18073	62962	0.00243
Bacteroides sp959606905	77084	S	44018	107346	151364	0.00585
Bacteroides nordii	76964	S	37104	7217	44321	0.00171
Bacteroides ovatus	76966	S	35493	70600	106093	0.00410
Bacteroides muris	76961	S	30528	7636	38164	0.00147
Bacteroides faecalis	76935	S	23699	7760	31459	0.00122
Bacteroides faecis	76937	S	19143	4355	23498	0.00091
Bacteroides sp019415065	76988	S	17829	55058	72887	0.00282
Bacteroides thetaiotaomicron_A	77089	S	13768	4424	18192	0.00070
Bacteroides clarus	76931	S	13537	884	14421	0.00056
Bacteroides sp948436425	77070	S	13043	25051	38094	0.00147
Bacteroides sp900766005	77019	S	12140	2628	14768	0.00057
Bacteroides sp019412865	76987	S	9665	19193	28858	0.00112
Bacteroides ovatus_A	76967	S	9543	1833	11376	0.00044
Bacteroides sp948847595	77071	S	9096	13880	22976	0.00089
Bacteroides zhangwenhongii	77093	S	8787	4727	13514	0.00052
Bacteroides bouchesdurhonensis	76926	S	7817	3348	11165	0.00043
Bacteroides sp947646015	77069	S	7754	23269	31023	0.00120
Bacteroides sp947038155	77059	S	7548	15180	22728	0.00088
Bacteroides cellulosilyticus	76930	S	6626	2686	9312	0.00036
Bacteroides oleiciplenus	76965	S	5738	1622	7360	0.00028
Bacteroides sp905197435	77026	S	5576	641	6217	0.00024
Bacteroides sp900755095	77014	S	5525	17457	22982	0.00089
Bacteroides intestinalis	76947	S	5291	8174	13465	0.00052
Bacteroides sp900761785	77016	S	5046	2878	7924	0.00031
Bacteroides luhongzhouii	76953	S	5034	1131	6165	0.00024
Bacteroides massiliensis	76954	S	3589	1776	5365	0.00021
Bacteroides sp902362375	77021	S	3369	1823	5192	0.00020
Bacteroides acidifaciens	76924	S	3368	7141	10509	0.00041
Bacteroides sp900762525	77017	S	3361	310	3671	0.00014
Bacteroides sp900556625	77012	S	3206	8613	11819	0.00046
Bacteroides intestinigallinarum	76950	S	3155	1831	4986	0.00019
Bacteroides gallinarum	76943	S	2859	430	3289	0.00013
Bacteroides propionicigenes	76968	S	2700	735	3435	0.00013
Bacteroides caecimuris	76928	S	2565	3376	5941	0.00023
Bacteroides intestinalis_A	76948	S	2240	1097	3337	0.00013
Bacteroides sp902493215	77025	S	1972	140	2112	0.00008
Bacteroides sp947071285	77060	S	1859	594	2453	0.00009
Bacteroides sp910585845	77033	S	1853	126	1979	0.00008
Bacteroides sp902472795	77023	S	1805	547	2352	0.00009
Bacteroides caecimuris_A	76929	S	1654	1870	3524	0.00014
Bacteroides sp934716785	77035	S	1495	79	1574	0.00006
Bacteroides fluxus	76940	S	1464	191	1655	0.00006
Bacteroides congonensis	76932	S	1388	764	2152	0.00008
Bacteroides stercorirosoris	77085	S	1329	368	1697	0.00007
Bacteroides sp902491285	77024	S	1177	249	1426	0.00006
