#Classification	SRR5091530_bracken_F.kreport
k__Bacteria	3803979
k__Bacteria|p__Bacteroidetes	2901416
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2901416
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2901416
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	1931606
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	797194
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	149926
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	21214
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	1460
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Barnesiellaceae	14
k__Bacteria|p__Firmicutes	846879
k__Bacteria|p__Firmicutes|c__Clostridia	783148
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	783148
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	376541
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	405061
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae	1053
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	311
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae	177
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	2
k__Bacteria|p__Firmicutes|c__Negativicutes	42685
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	41109
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	41109
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	802
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	802
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	772
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	772
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	12136
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	12136
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	12136
