name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Methylobacterium sp022829385	118327	S	32700	189856	222556	0.10724
Methylobacterium sp022829365	118326	S	10864	71586	82450	0.03973
Methylobacterium sp008039875	118308	S	8374	63328	71702	0.03455
Methylobacterium sp022829585	118333	S	5335	33447	38782	0.01869
Methylobacterium sp017833295	118314	S	729	9571	10300	0.00496
Methylobacterium sp022829635	118335	S	252	1922	2174	0.00105
Methylobacterium sp022829515	118331	S	247	1736	1983	0.00096
Methylobacterium cerastii	118248	S	199	1392	1591	0.00077
Methylobacterium sp022829545	118332	S	199	1101	1300	0.00063
Methylobacterium longum	118267	S	112	614	726	0.00035
Methylobacterium sp022829605	118334	S	95	503	598	0.00029
Methylobacterium sp001455965	118303	S	85	522	607	0.00029
Methylobacterium sp022829295	118324	S	80	465	545	0.00026
Methylobacterium pseudosasicola	118282	S	78	465	543	0.00026
Methylobacterium sp010692745	118311	S	69	381	450	0.00022
Methylobacterium tardum	118352	S	63	1150	1213	0.00058
Methylobacterium mesophilicum	118269	S	52	1667	1719	0.00083
Methylobacterium sp008000895	118307	S	48	641	689	0.00033
Methylobacterium sp022829285	118323	S	47	332	379	0.00018
Methylobacterium sp900103195	118345	S	43	308	351	0.00017
Methylobacterium mesophilicum_A	118270	S	41	276	317	0.00015
Methylobacterium trifolii	118358	S	37	2444	2481	0.00120
Methylobacterium sp022829725	118337	S	37	222	259	0.00012
Methylobacterium sp030700285	118344	S	31	240	271	0.00013
Methylobacterium sp022829405	118328	S	25	185	210	0.00010
Methylobacterium phyllostachyos	118277	S	23	138	161	0.00008
Methylobacterium sp009806555	118310	S	22	445	467	0.00023
Methylobacterium brachiatum	118245	S	22	270	292	0.00014
Methylobacterium sp028583545	118342	S	21	438	459	0.00022
Methylobacterium sp022829465	118330	S	18	101	119	0.00006
Methylobacterium sp030700245	118343	S	18	140	158	0.00008
Methylobacterium persicinum	118276	S	18	176	194	0.00009
Methylobacterium sp900112625	118346	S	16	346	362	0.00017
Methylobacterium sp001422985	118296	S	14	84	98	0.00005
Methylobacterium sp021352225	118320	S	14	74	88	0.00004
Methylobacterium fujisawaense	118256	S	14	334	348	0.00017
Methylobacterium soli	118289	S	13	64	77	0.00004
Methylobacterium aminovorans	118242	S	9	130	139	0.00007
Methylobacterium nonmethylotrophicum	118272	S	8	61	69	0.00003
Methylobacterium dankookense	118251	S	8	90	98	0.00005
Methylobacterium isbiliense	118265	S	8	112	120	0.00006
Methylobacterium sp019745455	118316	S	8	288	296	0.00014
Methylobacterium sp019750675	118317	S	8	71	79	0.00004
Methylobacterium sp022702195	118322	S	7	13	20	0.00001
Methylobacterium sp001423295	118299	S	7	42	49	0.00002
Methylobacterium sp022829685	118336	S	7	40	47	0.00002
Methylobacterium brachythecii	118246	S	6	28	34	0.00002
Methylobacterium sp001422885	118295	S	6	47	53	0.00003
Methylobacterium sp014191355	118313	S	6	40	46	0.00002
Methylobacterium gnaphalii	118257	S	6	31	37	0.00002
Methylobacterium sp947444195	118349	S	5	38	43	0.00002
Methylobacterium aerolatum	118240	S	5	27	32	0.00002
Methylobacterium sp025813715	118340	S	5	56	61	0.00003
Methylobacterium sp022702015	118321	S	5	11	16	0.00001
Methylobacterium sp001425465	118302	S	5	38	43	0.00002
Methylobacterium sp008806345	118309	S	4	21	25	0.00001
Methylobacterium thuringiense	118357	S	4	29	33	0.00002
Methylobacterium adhaesivum	118239	S	4	25	29	0.00001
Methylobacterium radiotolerans	118284	S	4	205	209	0.00010
Methylobacterium sp022829345	118325	S	4	25	29	0.00001
Methylobacterium gossipiicola	118259	S	3	23	26	0.00001
Methylobacterium sp019216885	118315	S	3	39	42	0.00002
Methylobacterium sp001423085	118297	S	3	24	27	0.00001
Methylobacterium durans	118252	S	3	29	32	0.00002
Methylobacterium sp011043735	118312	S	3	140	143	0.00007
Methylobacterium oryzihabitans	118274	S	3	73	76	0.00004
Methylobacterium segetis	118288	S	3	17	20	0.00001
Methylobacterium salsuginis	118287	S	3	21	24	0.00001
Methylobacterium sp000372825	118290	S	2	21	23	0.00001
Methylobacterium sp001424705	118301	S	2	14	16	0.00001
Methylobacterium bullatum	118247	S	2	10	12	0.00001
Methylobacterium crusticola	118249	S	2	19	21	0.00001
Methylobacterium goesingense	118258	S	2	135	137	0.00007
Methylobacterium nodulans	118271	S	2	10	12	0.00001
Methylobacterium oxalidis	118275	S	2	25	27	0.00001
Methylobacterium rhodinum	118286	S	2	16	18	0.00001
Methylobacterium sp001542815	118304	S	2	62	64	0.00003
Methylobacterium sp000379105	118291	S	2	19	21	0.00001
Methylobacterium iners	118264	S	1	5	6	0.00000
Methylobacterium sp028290105	118341	S	1	4	5	0.00000
Methylobacterium variabile	118359	S	1	8	9	0.00000
Methylobacterium sp023386115	118338	S	1	6	7	0.00000
Methylobacterium sp900116815	118347	S	1	7	8	0.00000
Methylobacterium currus	118250	S	1	50	51	0.00002
Methylobacterium extorquens	118253	S	1	29	30	0.00001
Methylobacterium sp001423265	118298	S	1	6	7	0.00000
Methylobacterium gregans	118260	S	1	64	65	0.00003
Methylobacterium haplocladii	118261	S	1	5	6	0.00000
Methylobacterium indicum	118263	S	1	17	18	0.00001
Methylobacterium marchantiae	118268	S	1	5	6	0.00000
Methylobacterium sp001422815	118294	S	1	4	5	0.00000
Methylobacterium organophilum	118273	S	1	11	12	0.00001
Methylobacterium sp001422375	118293	S	1	8	9	0.00000
Methylobacterium populi_A	118280	S	1	56	57	0.00003
Methylobacterium symbioticum	118351	S	1	86	87	0.00004
Methylobacterium suomiense	118350	S	1	8	9	0.00000
Methylobacterium sp020662345	118318	S	1	9	10	0.00000
Methylobacterium sp920984675	118348	S	1	7	8	0.00000
Lichenihabitans flavocetrariae	118233	S	6429	7970	14399	0.00694
Lichenihabitans ramalinae	118236	S	2191	12863	15054	0.00725
Lichenihabitans minor	118234	S	1036	6725	7761	0.00374
Lichenihabitans sp021730615	118237	S	600	5344	5944	0.00286
Lichenihabitans psoromatis	118235	S	201	688	889	0.00043
Lichenihabitans sp937871825	118238	S	68	199	267	0.00013
RH-AL1 sp009765775	118495	S	930	4113	5043	0.00243
RH-AL1 sp901457705	118497	S	901	10882	11783	0.00568
RH-AL1 sp937863205	118498	S	25	78	103	0.00005
RH-AL1 sp937873345	118499	S	18	80	98	0.00005
RH-AL1 sp031291515	118496	S	7	25	32	0.00002
Enterovirga sp903644085	118197	S	22	58	80	0.00004
Enterovirga sp028290205	118194	S	17	213	230	0.00011
Enterovirga extorquens_A	118189	S	14	76	90	0.00004
Enterovirga sp937872715	118198	S	10	38	48	0.00002
Enterovirga sp019247255	118192	S	9	33	42	0.00002
Enterovirga sp028290695	118196	S	6	33	39	0.00002
Enterovirga rhinocerotis	118190	S	5	25	30	0.00001
Enterovirga sp013044135	118191	S	4	129	133	0.00006
Enterovirga sp028290385	118195	S	3	37	40	0.00002
Enterovirga sp023423995	118193	S	2	19	21	0.00001
Roseiarcus sp025358745	118537	S	21	98	119	0.00006
Roseiarcus sp021777795	118536	S	20	346	366	0.00018
Roseiarcus sp028876585	118538	S	18	135	153	0.00007
Roseiarcus sp030153205	118539	S	10	8	18	0.00001
Roseiarcus sp009765995	118533	S	5	21	26	0.00001
Roseiarcus sp903932535	118540	S	4	28	32	0.00002
Roseiarcus fermentans	118529	S	2	14	16	0.00001
Roseiarcus sp003164825	118530	S	1	30	31	0.00001
Roseiarcus sp003164915	118531	S	1	5	6	0.00000
Roseiarcus sp004799435	118532	S	1	3	4	0.00000
Roseiarcus sp019237205	118534	S	1	2	3	0.00000
Roseiarcus sp021325385	118535	S	1	2	3	0.00000
Roseiarcus sp945957375	118541	S	1	15	16	0.00001
Bosea sp900156025	118145	S	4	59	63	0.00003
Bosea sp001562255	118102	S	3	22	25	0.00001
Bosea vaviloviae	118156	S	3	36	39	0.00002
Bosea sp030694325	118140	S	2	18	20	0.00001
Bosea sp001556125	118101	S	2	54	56	0.00003
Bosea sp023910605	118126	S	2	8	10	0.00000
Bosea vaviloviae_B	118157	S	2	24	26	0.00001
Bosea robiniae	118093	S	1	16	17	0.00001
Bosea psychrotolerans	118092	S	1	9	10	0.00000
Bosea sp023452965	118125	S	1	27	28	0.00001
Bosea sp001556025	118100	S	1	29	30	0.00001
Bosea minatitlanensis	118091	S	1	56	57	0.00003
Bosea lupini	118090	S	1	14	15	0.00001
Bosea sp900113835	118144	S	1	11	12	0.00001
Bosea sp001748145	118104	S	1	15	16	0.00001
Bosea sp003046175	118108	S	1	15	16	0.00001
Bosea sp003241815	118109	S	1	23	24	0.00001
28-YEA-48 sp947475995	118073	S	2	7	9	0.00000
28-YEA-48 sp900104955	118039	S	1	5	6	0.00000
28-YEA-48 sp903932565	118054	S	1	3	4	0.00000
28-YEA-48 sp903916165	118051	S	1	24	25	0.00001
28-YEA-48 sp903861645	118044	S	1	41	42	0.00002
28-YEA-48 sp947454485	118066	S	1	6	7	0.00000
28-YEA-48 sp029222685	118036	S	1	11	12	0.00001
28-YEA-48 sp028290085	118030	S	1	3	4	0.00000
Microvirga aerilata	118437	S	1	4	5	0.00000
Microvirga sp014699075	118467	S	1	8	9	0.00000
Microvirga sp018383585	118469	S	1	7	8	0.00000
Microvirga sp020697385	118470	S	1	59	60	0.00003
Microvirga mediterraneensis	118455	S	1	22	23	0.00001
Microvirga sp031181145	118478	S	1	3	4	0.00000
Microvirga massiliensis	118454	S	1	1	2	0.00000
Methylocystis echinoides	118377	S	5	130	135	0.00007
Methylocystis sp002862095	118388	S	4	32	36	0.00002
Methylocystis sp015709515	118398	S	1	18	19	0.00001
Methylocystis sp003152255	118391	S	1	1	2	0.00000
Methylocella silvestris	118364	S	5	23	28	0.00001
Methylocella sp003162995	118367	S	4	29	33	0.00002
Methylocella tundrae	118375	S	4	29	33	0.00002
Methylocella aurea	118362	S	1	1	2	0.00000
Methylocella palsarum	118363	S	1	2	3	0.00000
Methylocella sp017353815	118371	S	1	0	1	0.00000
Methylovirgula ligni	118426	S	6	27	33	0.00002
Methylovirgula sp019343105	118428	S	3	7	10	0.00000
Methylovirgula sp021324915	118429	S	2	2	4	0.00000
Methylovirgula sp004298435	118427	S	1	23	24	0.00001
Methylovirgula sp030040215	118434	S	1	4	5	0.00000
Methylovirgula sp031291555	118436	S	1	2	3	0.00000
JAFASC01 sp019242655	118208	S	4	52	56	0.00003
JAFASC01 sp019244955	118209	S	4	8	12	0.00001
JAFAME01 sp019233695	118207	S	8	14	22	0.00001
GAS188 sp900104855	118202	S	2	4	6	0.00000
GAS188 sp019247605	118200	S	1	4	5	0.00000
Alsobacter sp945952055	118085	S	3	119	122	0.00006
Alsobacter ponti	118082	S	1	29	30	0.00001
Alsobacter soli	118083	S	1	9	10	0.00000
Alsobacter sp027489275	118084	S	1	2	3	0.00000
Rhodoblastus sp903903185	118527	S	2	5	7	0.00000
Rhodoblastus acidophilus_C	118519	S	1	3	4	0.00000
Rhodoblastus sp021813805	118525	S	1	10	11	0.00001
Rhodoblastus sphagnicola	118528	S	1	4	5	0.00000
Rhabdaerophilum sp027532775	118514	S	1	11	12	0.00001
Rhabdaerophilum sp009846685	118504	S	1	8	9	0.00000
Rhabdaerophilum sp020161475	118506	S	1	19	20	0.00001
Chelatococcus sp930633525	118184	S	2	29	31	0.00001
Chelatococcus asaccharovorans	118181	S	1	42	43	0.00002
Beijerinckia indica	118086	S	2	7	9	0.00000
Beijerinckia mobilis	118087	S	1	2	3	0.00000
Camelimonas fluminis	118178	S	1	36	37	0.00002
Camelimonas lactis	118179	S	1	22	23	0.00001
Camelimonas reniformis	118180	S	1	4	5	0.00000
Salinarimonas ramus	118542	S	2	20	22	0.00001
JAJXWB01 sp021781815	118227	S	1	4	5	0.00000
JAJXWB01 sp937870755	118230	S	1	93	94	0.00005
Methylosinus sp009811655	118419	S	1	6	7	0.00000
JAIELD01 sp019753285	118211	S	2	24	26	0.00001
JAIXZO01 sp027489535	118220	S	1	4	5	0.00000
Methyloferula sp015655535	118413	S	1	0	1	0.00000
JAJKJG01 sp029266525	118223	S	1	8	9	0.00000
JADCCX01 sp020252485	118206	S	1	106	107	0.00005
Bradyrhizobium sp000938255	120523	S	107	2096	2203	0.00106
Bradyrhizobium sp018449695	120574	S	106	784	890	0.00043
Bradyrhizobium sp009766005	120549	S	89	832	921	0.00044
Bradyrhizobium sp021779635	120589	S	39	3228	3267	0.00157
Bradyrhizobium sp900103365	120657	S	25	431	456	0.00022
Bradyrhizobium rifense	120500	S	23	737	760	0.00037
Bradyrhizobium ottawaense_A	120495	S	16	307	323	0.00016
Bradyrhizobium erythrophlei_B	120444	S	14	94	108	0.00005
Bradyrhizobium erythrophlei_C	120445	S	13	102	115	0.00006
Bradyrhizobium sp019748335	120583	S	12	775	787	0.00038
Bradyrhizobium sp028290305	120629	S	11	53	64	0.00003
Bradyrhizobium canariense_A	120419	S	10	74	84	0.00004
Bradyrhizobium sp005937885	120548	S	10	178	188	0.00009
Bradyrhizobium sp900109945	120658	S	9	255	264	0.00013
Bradyrhizobium sp018971625	120577	S	8	40	48	0.00002
Bradyrhizobium lablabi_A	120472	S	7	46	53	0.00003
Bradyrhizobium sp018971675	120578	S	7	189	196	0.00009
Bradyrhizobium sp018131075	120570	S	6	212	218	0.00011
Bradyrhizobium stylosanthis	120667	S	6	237	243	0.00012
Bradyrhizobium erythrophlei_A	120443	S	6	131	137	0.00007
Bradyrhizobium sp023101685	120607	S	6	194	200	0.00010
Bradyrhizobium sp019243075	120580	S	6	31	37	0.00002
Bradyrhizobium sp005884765	120545	S	6	165	171	0.00008
Bradyrhizobium sp004799445	120543	S	6	66	72	0.00003
Bradyrhizobium sp019242285	120579	S	5	38	43	0.00002
Bradyrhizobium sp018449525	120573	S	5	50	55	0.00003
Bradyrhizobium sp018130065	120565	S	5	195	200	0.00010
Bradyrhizobium sp000938305	120524	S	5	60	65	0.00003
Bradyrhizobium sediminis	120502	S	5	151	156	0.00008
Bradyrhizobium sp004799405	120542	S	5	49	54	0.00003
Bradyrhizobium betae_A	120414	S	5	157	162	0.00008
Bradyrhizobium betae	120413	S	5	859	864	0.00042
Bradyrhizobium sp023101665	120606	S	4	218	222	0.00011
Bradyrhizobium sp000282615	120512	S	4	152	156	0.00008
Bradyrhizobium sp015624485	120559	S	4	84	88	0.00004
Bradyrhizobium sp001556045	120526	S	4	399	403	0.00019
Bradyrhizobium sp024199925	120618	S	4	87	91	0.00004
Bradyrhizobium barranii	120412	S	4	655	659	0.00032
Bradyrhizobium sp003963435	120539	S	4	607	611	0.00029
Bradyrhizobium sp017305715	120563	S	4	71	75	0.00004
Bradyrhizobium ivorense	120461	S	3	65	68	0.00003
Bradyrhizobium sp002831585	120534	S	3	375	378	0.00018
Bradyrhizobium sp003020075	120535	S	3	702	705	0.00034
Bradyrhizobium sp003020125	120537	S	3	190	193	0.00009
Bradyrhizobium sp013695565	120553	S	3	150	153	0.00007
Bradyrhizobium sp018131065	120569	S	3	145	148	0.00007
Bradyrhizobium sp019455385	120582	S	3	84	87	0.00004
Bradyrhizobium sp023073415	120595	S	3	111	114	0.00005
Bradyrhizobium sp027307225	120624	S	3	13	16	0.00001
Bradyrhizobium sp029892425	120642	S	3	123	126	0.00006
Bradyrhizobium sp030403585	120649	S	3	92	95	0.00005
Bradyrhizobium sp001464035	120525	S	2	20	22	0.00001
Bradyrhizobium sp000472385	120515	S	2	10	12	0.00001
Bradyrhizobium semiaridum	120503	S	2	49	51	0.00002
Bradyrhizobium nitroreducens	120491	S	2	103	105	0.00005
Bradyrhizobium niftali	120490	S	2	125	127	0.00006
Bradyrhizobium zhengyangense	120680	S	2	135	137	0.00007
Bradyrhizobium manausense_D	120485	S	2	124	126	0.00006
Bradyrhizobium sp001590795	120527	S	2	92	94	0.00005
Bradyrhizobium sp019244115	120581	S	2	48	50	0.00002
Bradyrhizobium sp022835695	120590	S	2	102	104	0.00005
Bradyrhizobium sp023074035	120598	S	2	115	117	0.00006
Bradyrhizobium sp023074185	120602	S	2	74	76	0.00004
Bradyrhizobium sp023387735	120609	S	2	36	38	0.00002
Bradyrhizobium sp024199795	120616	S	2	74	76	0.00004
Bradyrhizobium sp024199945	120619	S	2	66	68	0.00003
Bradyrhizobium sp028290165	120628	S	2	16	18	0.00001
