#Classification	GQ7_bracken_F.kreport
k__Bacteria	5010242
k__Bacteria|p__Firmicutes	2834303
k__Bacteria|p__Firmicutes|c__Bacilli	2299348
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2298830
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae	2238042
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	27075
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	1639
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	655
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	31417
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	518
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	338
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	134
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae	32
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae	7
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Listeriaceae	4
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Thermoactinomycetaceae	1
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Sporolactobacillaceae	1
k__Bacteria|p__Firmicutes|c__Negativicutes	517375
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	507515
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae	507515
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	9857
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	9856
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Sporomusaceae	1
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2
k__Bacteria|p__Firmicutes|c__Clostridia	16780
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales	16766
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII._Incertae_Sedis	13489
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae	1695
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae	919
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae	513
