name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Phocaeicola dorei	357276	S	1998019	1394435	3392454	0.12216
Phocaeicola vulgatus	821	S	110652	76770	187422	0.00675
Phocaeicola salanitronis	376805	S	2797	271	3068	0.00011
Phocaeicola sartorii	671267	S	2165	915	3080	0.00011
Phocaeicola coprophilus	387090	S	485	253	738	0.00003
Bacteroides uniformis	820	S	685447	849640	1535087	0.05528
Bacteroides fragilis	817	S	462902	374538	837440	0.03016
Bacteroides thetaiotaomicron	818	S	314819	98856	413675	0.01490
Bacteroides cellulosilyticus	246787	S	131411	99055	230466	0.00830
Bacteroides eggerthii	28111	S	81563	42145	123708	0.00445
Bacteroides ovatus	28116	S	46091	115181	161272	0.00581
Bacteroides sp. CACC 737	2755405	S	6325	30467	36792	0.00132
Bacteroides sp. MSB163	3117552	S	3863	1062	4925	0.00018
Bacteroides sp. DH3716P	2847299	S	2944	34096	37040	0.00133
Bacteroides sp. A1C1	2528203	S	1598	10486	12084	0.00044
Bacteroides sp. HF-162	2785531	S	1361	13495	14856	0.00053
Bacteroides sp. D2	556259	S	481	658	1139	0.00004
Bacteroides sp. M10	2763022	S	269	190	459	0.00002
Bacteroides sp. ZJ-18	2709390	S	81	554	635	0.00002
Bacteroides sp. PHL 2737	2162637	S	2	569	571	0.00002
Bacteroides sp. BFG-257	2972761	S	2	126	128	0.00000
Bacteroides stercoris	46506	S	7191	3510	10701	0.00039
Bacteroides xylanisolvens	371601	S	4708	7991	12699	0.00046
Bacteroides salyersiae	291644	S	4276	716	4992	0.00018
Bacteroides nordii	291645	S	3958	372	4330	0.00016
Bacteroides caecimuris	1796613	S	3491	1467	4958	0.00018
Bacteroides faecis	674529	S	3465	1742	5207	0.00019
Bacteroides zhangwenhongii	2650157	S	3377	2981	6358	0.00023
Bacteroides finegoldii	338188	S	2342	1424	3766	0.00014
Bacteroides humanifaecis	2792859	S	1804	14530	16334	0.00059
Bacteroides intestinalis	329854	S	1677	169	1846	0.00007
Bacteroides caccae	47678	S	815	444	1259	0.00005
Bacteroides helcogenes	290053	S	422	9	431	0.00002
Bacteroides graminisolvens	477666	S	144	0	144	0.00001
Bacteroides heparinolyticus	28113	S	111	23	134	0.00000
Bacteroides luhongzhouii	2650158	S	73	14	87	0.00000
Bacteroides zoogleoformans	28119	S	12	2	14	0.00000
Bacteroides faecium	2715212	S	8	0	8	0.00000
Parabacteroides merdae	46503	S	572250	237455	809705	0.02916
Parabacteroides distasonis	823	S	491731	976983	1468714	0.05289
Parabacteroides sp. AD58	2951805	S	4649	669	5318	0.00019
Parabacteroides sp. CT06	2025876	S	92	6195	6287	0.00023
Parabacteroides goldsteinii	328812	S	1667	318	1985	0.00007
Parabacteroides johnsonii	387661	S	1433	242	1675	0.00006
Parabacteroides faecis	1217282	S	467	52	519	0.00002
Parabacteroides chongii	2685834	S	460	53	513	0.00002
Segatella copri	165179	S	1362652	124482	1487134	0.05355
