feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteroidaceae	Group	Negative	0.220401651222396	0.0583247440265665	35	35	0.000627354307927959	0.022299246590112
Lachnospiraceae	Group	Negative	-0.234868473089591	0.0651325085468618	35	35	0.00101360211773236	0.022299246590112
Odoribacteraceae	Group	Negative	0.0364301818046784	0.0113374841087248	35	23	0.00292873842204733	0.038701034751854
Tannerellaceae	Group	Negative	0.0646899115192483	0.0205784869615266	35	35	0.00351827588653218	0.038701034751854
Streptococcaceae	Group	Negative	-0.0357298901721185	0.0119870754347913	35	34	0.00536646125700598	0.0472248590616526
Bifidobacteriaceae	Group	Negative	-0.103465376235324	0.0361995116436343	35	34	0.00732536088377535	0.049417662913113
Burkholderiaceae	Group	Negative	-0.0128179081999753	0.00452921970092888	35	10	0.00786190091799525	0.049417662913113
Coriobacteriaceae	Group	Negative	-0.0515216240548638	0.0200952852104409	35	30	0.0150920300106351	0.0830061650584933
Acidaminococcaceae	Group	Negative	0.031056311456102	0.0128220129553084	35	20	0.021086202247626	0.103088099877282
Peptostreptococcaceae	Group	Negative	-0.0512088889804111	0.0222076750337572	35	35	0.0275383699768359	0.121168827898078
Campylobacteraceae	Group	Negative	0.00339711150888093	0.00150472087260325	35	5	0.0307073184712643	0.121501728199091
Sutterellaceae	Group	Negative	0.0190397914087759	0.00856271560256966	35	23	0.0331368349633885	0.121501728199091
Clostridiaceae	Group	Negative	0.0401567512069114	0.0203869448483272	35	35	0.0573105633474116	0.157604049205382
Desulfovibrionaceae	Group	Negative	0.0143297869828516	0.00725768149634811	35	23	0.0567503247104735	0.157604049205382
Prevotellaceae	Group	Negative	0.129836623593447	0.0640658951748806	35	30	0.0508458737686268	0.157604049205382
Rikenellaceae	Group	Negative	0.0529420881846717	0.0268155190475216	35	34	0.0567648737808661	0.157604049205382
Lactobacillaceae	Group	Negative	-0.0347152284449928	0.0196782375248316	35	22	0.0869642121732103	0.225083843271838
Actinomycetaceae	Group	Negative	-0.00596358792583645	0.00366446338715411	35	17	0.113161945464993	0.268146962063605
Bradyrhizobiaceae	Group	Negative	-0.00220623561454498	0.00141302282291457	35	5	0.127979231893993	0.268146962063605
Christensenellaceae	Group	Negative	0.00988007486285205	0.00617222223376845	35	19	0.118967443628062	0.268146962063605
Pseudomonadaceae	Group	Negative	-0.0194723437037258	0.0123058290449019	35	6	0.123103938764174	0.268146962063605
Porphyromonadaceae	Group	Negative	0.00848069987042952	0.00560428913454486	35	11	0.139735096931062	0.279470193862123
Barnesiellaceae	Group	Negative	0.0152695379701097	0.0107775112078565	35	15	0.165914302910088	0.304176222001827
Coprobacillaceae	Group	Negative	0.0261625214438634	0.0184615641782631	35	28	0.165816151039899	0.304176222001827
Sphingomonadaceae	Group	Negative	-0.00108053086490355	0.000927432106764126	35	4	0.252340371995262	0.444119054711662
Erysipelotrichaceae	Group	Negative	-0.0205744722021137	0.0187347690353683	35	35	0.280066745368816	0.456405066526959
Micrococcaceae	Group	Negative	-0.00103914551867901	0.000932264765078029	35	6	0.27305427667561	0.456405066526959
Peptoniphilaceae	Group	Negative	0.00537357048806649	0.00506887532301375	35	10	0.296791883378912	0.466387245309719
Staphylococcaceae	Group	Negative	-0.00643484579860304	0.00638900106387546	35	5	0.321178797604097	0.487305761882078
Eggerthellaceae	Group	Negative	-0.00859772755340552	0.00897289099340577	35	35	0.344935240259214	0.505905019046848
Fusobacteriaceae	Group	Negative	0.00198891859208711	0.00233004938916144	35	4	0.399483226228802	0.567008450131203
Oxalobacteraceae	Group	Negative	0.00271647163757992	0.0036032974129224	35	6	0.456264140165842	0.627363192728033
Akkermansiaceae	Group	Negative	0.0228189340321196	0.0331107213445817	35	20	0.495533475307133	0.652458273054447
Carnobacteriaceae	Group	Negative	0.00466096011679638	0.00690177217727418	35	5	0.504172301905709	0.652458273054447
Oscillospiraceae	Group	Negative	0.0261863277552998	0.0416692812137734	35	35	0.534046405557194	0.671372624129044
Turicibacteraceae	Group	Negative	-0.00392618064336895	0.00844164085783403	35	21	0.644916686495198	0.788231505716353
Enterobacteriaceae	Group	Negative	0.00659714000683105	0.0159409349644167	35	24	0.681662148606652	0.810625257802505
Atopobiaceae	Group	Negative	0.000629378388526558	0.00467720931055428	35	7	0.893774931487142	0.959173097205714
Eubacteriaceae	Group	Negative	-0.0038775321071592	0.0268481566165581	35	35	0.886043692056855	0.959173097205714
Peptococcaceae	Group	Negative	0.00100822500496495	0.00532454882717241	35	9	0.850975170352722	0.959173097205714
Veillonellaceae	Group	Negative	-0.00599832782447539	0.0287280797330533	35	30	0.835890454919841	0.959173097205714
Eubacteriales.Family.XIII..Incertae.Sedis	Group	Negative	-0.00060016291789048	0.00658108226508972	35	28	0.92788884026437	0.96021033834217
Selenomonadaceae	Group	Negative	0.000639821622210637	0.00821461960215486	35	5	0.938387376107121	0.96021033834217
Pasteurellaceae	Group	Negative	0.000122101268266713	0.00326451132132779	35	10	0.970389336854172	0.970389336854172
