feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Bacteroidaceae	Group	Negative	0.220401651222396	0.0583247440265665	35	35	0.000627354307927959	0.022299246590112
Lachnospiraceae	Group	Negative	-0.234868473089591	0.0651325085468618	35	35	0.00101360211773236	0.022299246590112
Odoribacteraceae	Group	Negative	0.0364301818046784	0.0113374841087248	35	23	0.00292873842204733	0.038701034751854
Tannerellaceae	Group	Negative	0.0646899115192483	0.0205784869615266	35	35	0.00351827588653218	0.038701034751854
Streptococcaceae	Group	Negative	-0.0357298901721185	0.0119870754347913	35	34	0.00536646125700598	0.0472248590616526
Bifidobacteriaceae	Group	Negative	-0.103465376235324	0.0361995116436343	35	34	0.00732536088377535	0.049417662913113
Burkholderiaceae	Group	Negative	-0.0128179081999753	0.00452921970092888	35	10	0.00786190091799525	0.049417662913113
Coriobacteriaceae	Group	Negative	-0.0515216240548638	0.0200952852104409	35	30	0.0150920300106351	0.0830061650584933
Acidaminococcaceae	Group	Negative	0.031056311456102	0.0128220129553084	35	20	0.021086202247626	0.103088099877282
Peptostreptococcaceae	Group	Negative	-0.0512088889804111	0.0222076750337572	35	35	0.0275383699768359	0.121168827898078
Campylobacteraceae	Group	Negative	0.00339711150888093	0.00150472087260325	35	5	0.0307073184712643	0.121501728199091
Sutterellaceae	Group	Negative	0.0190397914087759	0.00856271560256966	35	23	0.0331368349633885	0.121501728199091
Clostridiaceae	Group	Negative	0.0401567512069114	0.0203869448483272	35	35	0.0573105633474116	0.157604049205382
Desulfovibrionaceae	Group	Negative	0.0143297869828516	0.00725768149634811	35	23	0.0567503247104735	0.157604049205382
Prevotellaceae	Group	Negative	0.129836623593447	0.0640658951748806	35	30	0.0508458737686268	0.157604049205382
Rikenellaceae	Group	Negative	0.0529420881846717	0.0268155190475216	35	34	0.0567648737808661	0.157604049205382
Lactobacillaceae	Group	Negative	-0.0347152284449928	0.0196782375248316	35	22	0.0869642121732103	0.225083843271838
