name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Bacteroides uniformis	77091	S	14729	1430750	1445479	0.13121
Bacteroides intestinalis	76947	S	3184	395037	398221	0.03615
Bacteroides stercoris_A	77087	S	2063	655038	657101	0.05965
Bacteroides sp948847595	77071	S	1302	78112	79414	0.00721
Bacteroides clarus	76931	S	1179	11639	12818	0.00116
Bacteroides thetaiotaomicron	77088	S	1077	150788	151865	0.01379
Bacteroides caccae	76927	S	657	186842	187499	0.01702
Bacteroides sp900755095	77014	S	503	82324	82827	0.00752
Bacteroides muris	76961	S	490	21214	21704	0.00197
Bacteroides sp959606905	77084	S	365	105850	106215	0.00964
Bacteroides sp019415065	76988	S	247	29281	29528	0.00268
Bacteroides ovatus	76966	S	229	21625	21854	0.00198
Bacteroides stercoris	77086	S	128	9734	9862	0.00090
Bacteroides nordii	76964	S	125	3650	3775	0.00034
Bacteroides sp900761785	77016	S	103	4479	4582	0.00042
Bacteroides rodentium	76974	S	100	3384	3484	0.00032
Bacteroides sp900556625	77012	S	85	7284	7369	0.00067
Bacteroides sp948436425	77070	S	68	5417	5485	0.00050
Bacteroides ovatus_A	76967	S	55	6552	6607	0.00060
Bacteroides sp947632445	77068	S	49	422	471	0.00004
Bacteroides sp900766005	77019	S	42	2763	2805	0.00025
Bacteroides cellulosilyticus	76930	S	38	813	851	0.00008
Bacteroides xylanisolvens	77092	S	32	3594	3626	0.00033
Bacteroides sp947646015	77069	S	32	4428	4460	0.00040
Bacteroides eggerthii	76934	S	31	2709	2740	0.00025
Bacteroides sp019412865	76987	S	27	1664	1691	0.00015
Bacteroides thetaiotaomicron_A	77089	S	26	225	251	0.00002
Bacteroides sp947038155	77059	S	25	2292	2317	0.00021
Bacteroides faecis	76937	S	21	821	842	0.00008
Bacteroides zhangwenhongii	77093	S	21	1219	1240	0.00011
Bacteroides sp902491285	77024	S	19	339	358	0.00003
Bacteroides sp900555635	77010	S	15	143	158	0.00001
Bacteroides luhongzhouii	76953	S	13	326	339	0.00003
Bacteroides intestinigallinarum	76950	S	12	246	258	0.00002
Bacteroides finegoldii	76939	S	11	660	671	0.00006
Bacteroides sp905207245	77029	S	9	479	488	0.00004
Bacteroides sp910586915	77034	S	9	156	165	0.00001
Bacteroides faecalis	76935	S	8	659	667	0.00006
Bacteroides sp905197435	77026	S	7	168	175	0.00002
Bacteroides gallinarum	76943	S	7	211	218	0.00002
Bacteroides sp905201685	77027	S	5	67	72	0.00001
Bacteroides sp949289345	77076	S	4	17	21	0.00000
Bacteroides congonensis	76932	S	4	95	99	0.00001
Bacteroides sp902472795	77023	S	3	21	24	0.00000
Bacteroides sp900762525	77017	S	3	9	12	0.00000
Bacteroides caecimuris	76928	S	3	485	488	0.00004
Bacteroides massiliensis_D	76957	S	3	14	17	0.00000
Bacteroides fragilis	76941	S	2	111	113	0.00001
